Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLH_M_R
1924,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1925,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1926,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1927,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1928,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1929,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1930,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1931,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1932,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1933,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1934,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1935,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1936,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1937,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1938,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1939,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1940,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1941,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1942,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1943,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1944,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1945,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1946,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1947,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1948,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1949,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1950,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1951,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1952,Wetland,Forest,Water,NULL,Water,NULL,NULL,NULL
1953,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1954,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1955,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1956,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1957,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1958,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1959,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1960,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1961,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1962,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1963,Wetland,Forest,Water,Water,Water,NULL,NULL,Bareland
1964,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1965,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1966,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1967,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1968,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1969,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1970,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1971,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1972,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1973,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1974,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1975,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1976,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1977,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1978,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1979,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1980,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1981,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1982,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1983,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1984,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1985,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1986,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1987,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1988,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1989,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1990,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1991,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1992,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1993,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1994,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1995,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1996,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1997,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1998,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1999,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2000,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2001,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2002,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2003,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2004,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2005,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2006,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2007,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2008,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2009,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2010,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2011,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2012,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2013,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2014,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2015,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2016,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2017,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2018,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2019,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2020,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2021,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2022,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2023,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2024,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2025,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2026,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2027,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2028,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2029,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2030,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2031,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2032,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2033,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2034,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2035,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2036,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2037,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2038,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2039,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2040,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2041,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2042,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2043,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2044,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2045,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2046,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2047,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2048,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2049,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2050,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2051,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2052,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2053,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2054,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2055,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2056,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2057,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2058,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2059,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2060,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2061,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2062,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2063,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2064,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2065,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
2066,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
2067,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
2068,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
2069,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
2070,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
2071,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
2072,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2073,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2074,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2075,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2076,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2077,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
2078,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2079,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
2080,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
2081,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
2082,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
2083,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
2084,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2085,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2086,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2087,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2088,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2089,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2090,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2091,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2092,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2093,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2094,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2095,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2096,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2097,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2098,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2099,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2100,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2101,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2102,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2103,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2104,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2105,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2106,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2107,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2108,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2109,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2110,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2111,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2112,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2113,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2114,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2115,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2116,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2117,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2118,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2119,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2120,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2121,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2122,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2123,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2124,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2125,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2126,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2127,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2128,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2129,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2130,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2131,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2132,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2133,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2134,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2135,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2136,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2137,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2138,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2139,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2140,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2141,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2142,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2143,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2144,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2145,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2146,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2147,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2148,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2149,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2150,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2151,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2152,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2153,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2154,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2155,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2156,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2157,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2158,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2159,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2160,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2161,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2162,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2163,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2164,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2165,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2166,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2167,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2168,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2169,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2170,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2171,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2172,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2173,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2174,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2175,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2176,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2177,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2178,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2179,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2180,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2181,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2182,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2183,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2184,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2185,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2186,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
2187,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Wetland
2188,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2189,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2190,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2191,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2192,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2193,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2194,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2195,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2196,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2197,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2198,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2199,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2200,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2201,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2202,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2203,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2204,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
2205,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
2206,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2207,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2208,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2209,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2210,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2211,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
2212,Bareland,Cropland,Water,Water,Water,NULL,NULL,Cropland
2213,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
2214,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
2215,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2216,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2217,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2218,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2219,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2220,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2221,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2222,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2223,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2224,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2225,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2226,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2227,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2228,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2229,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2230,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2231,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2232,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2233,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2234,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2235,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2236,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2237,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2238,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2239,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2240,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2241,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2242,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2243,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2244,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2245,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2246,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2247,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
2248,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
2249,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2250,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2251,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2252,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2253,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2254,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2255,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2256,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2257,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2258,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2259,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2260,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
