Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYN_M_R
870,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
871,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
872,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
873,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
874,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
875,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
876,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
877,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
878,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
879,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
880,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
881,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
882,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
883,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
884,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
885,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
886,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
887,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
888,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
889,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
890,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
891,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
892,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
893,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
894,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
895,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
896,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
897,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
898,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
899,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
900,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
901,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
902,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
903,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
904,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
905,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
906,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
907,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
908,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
909,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
910,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
911,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
912,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
913,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
914,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
915,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
916,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
917,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
918,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
919,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
920,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
921,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
922,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
923,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
924,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
925,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
926,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
927,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
928,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
929,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
930,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
931,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
932,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
933,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
934,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
935,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
936,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
937,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
938,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
939,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
940,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
941,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
942,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
943,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
944,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
945,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
946,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
947,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
948,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
949,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Forest
950,Grassland,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
951,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
952,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
953,Grassland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
954,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
955,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Forest
956,Grassland,Water,Water,Water,Water,Grassland,Grassland,Grassland
957,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
958,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
959,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
960,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
961,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
962,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
963,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
964,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
965,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
966,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
967,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
968,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
969,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
970,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
971,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
972,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
973,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
974,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
975,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
976,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
977,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
978,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
979,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
980,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
981,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
982,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
983,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
984,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
985,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
986,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
987,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
988,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
989,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
990,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
991,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
992,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
993,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
994,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
995,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
996,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
997,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
998,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
999,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1000,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1001,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1002,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1003,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1004,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1005,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1006,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1007,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1008,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1009,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1010,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1011,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1012,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1013,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1014,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1015,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1016,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1017,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1018,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1019,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1020,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1021,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1022,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1023,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1024,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1025,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1026,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1027,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1028,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1029,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1030,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1031,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1032,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1033,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1034,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1035,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1036,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1037,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1038,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1039,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1040,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1041,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1042,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1043,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1044,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1045,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1046,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1047,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1048,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1049,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1050,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1051,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1052,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1053,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1054,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1055,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1056,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1057,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1058,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1059,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1060,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1061,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1062,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1063,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1064,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1065,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1066,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1067,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1068,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1069,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1070,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1071,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1072,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1073,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1074,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1075,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1076,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1077,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1078,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1079,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1080,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1081,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1082,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1083,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1084,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1085,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1086,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1087,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1088,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1089,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1090,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1091,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1092,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1093,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1094,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1095,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1096,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1097,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1098,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1099,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1100,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1101,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1102,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1103,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1104,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1105,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1106,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1107,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1108,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1109,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1110,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1111,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1112,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1113,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1114,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1115,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1116,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1117,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1118,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1119,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1120,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1121,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1122,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1123,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1124,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1125,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1126,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1127,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1128,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1129,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1130,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1131,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1132,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1133,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1134,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1135,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1136,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1137,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1138,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1139,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1140,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1141,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1142,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1143,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1144,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1145,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1146,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1147,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1148,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1149,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1150,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1151,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1152,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1153,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1154,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1155,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1156,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1157,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1158,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1159,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1160,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1161,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1162,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
1163,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1164,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1165,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
1166,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
1167,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
1168,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
1169,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1170,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1171,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1172,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1173,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1174,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1175,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1176,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1177,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1178,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1179,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1180,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1181,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1182,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1183,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1184,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
