Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYF_M_R
1628,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1629,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1630,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1631,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1632,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1633,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1634,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1635,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1636,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1637,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1638,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1639,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1640,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1641,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1642,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1643,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1644,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1645,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1646,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1647,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1648,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1649,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1650,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1651,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1652,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1653,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1654,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1655,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1656,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1657,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1658,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1659,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1660,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1661,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1662,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1663,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1664,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1665,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1666,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1667,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1668,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1669,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1670,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1671,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1672,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1673,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1674,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1675,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1676,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1677,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1678,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1679,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1680,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1681,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1682,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1683,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1684,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1685,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1686,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1687,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1688,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1689,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1690,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1691,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1692,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1693,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1694,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1695,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1696,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1697,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1698,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1699,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1700,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1701,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1702,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1703,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1704,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1705,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1706,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1707,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1708,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1709,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1710,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1711,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1712,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1713,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1714,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1715,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1716,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1717,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1718,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1719,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1720,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1721,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1722,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1723,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1724,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1725,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1726,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1727,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1728,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1729,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1730,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1731,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1732,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1733,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1734,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1735,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1736,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1737,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1738,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1739,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1740,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1741,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1742,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1743,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1744,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1745,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1746,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1747,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1748,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
1749,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1750,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1751,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1752,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1753,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
1754,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1755,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1756,Bareland,Built-up,Water,Water,Water,NULL,NULL,Forest
1757,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1758,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1759,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1760,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1761,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1762,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1763,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1764,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1765,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1766,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1767,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1768,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1769,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1770,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1771,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1772,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1773,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1774,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1775,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1776,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1777,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1778,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1779,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1780,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1781,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1782,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1783,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1784,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1785,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1786,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1787,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1788,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1789,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1790,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1791,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1792,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1793,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1794,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1795,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1796,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1797,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1798,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1799,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1800,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1801,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1802,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1803,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1804,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1805,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1806,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1807,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1808,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1809,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
1810,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1811,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1812,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1813,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1814,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1815,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1816,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1817,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1818,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1819,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1820,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1821,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1822,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1823,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1824,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1825,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1826,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1827,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1828,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1829,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1830,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1831,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1832,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1833,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1834,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1835,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1836,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1837,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1838,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1839,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1840,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1841,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1842,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1843,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1844,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1845,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1846,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1847,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1848,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1849,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1850,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1851,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1852,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1853,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1854,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1855,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1856,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1857,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1858,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1859,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1860,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1861,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1862,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1863,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1864,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1865,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1866,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1867,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1868,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1869,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1870,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1871,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1872,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1873,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1874,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1875,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1876,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1877,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1878,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1879,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1880,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1881,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1882,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1883,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1884,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1885,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1886,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1887,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1888,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1889,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1890,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1891,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1892,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1893,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1894,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1895,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1896,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1897,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1898,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1899,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1900,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1901,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1902,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1903,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1904,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1905,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1906,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1907,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1908,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1909,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1910,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1911,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1912,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1913,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1914,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1915,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1916,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1917,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1918,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1919,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1920,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1921,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1922,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1923,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1924,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1925,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1926,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1927,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1928,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1929,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1930,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1931,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1932,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1933,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1934,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1935,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1936,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1937,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1938,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1939,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1940,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1941,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1942,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1943,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1944,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1945,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1946,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1947,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1948,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1949,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1950,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1951,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1952,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1953,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1954,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1955,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1956,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1957,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1958,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1959,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1960,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1961,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1962,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1963,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1964,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1965,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1966,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1967,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1968,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1969,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
