Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUB_M_R
17563,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
17564,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
17565,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
17566,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
17567,Bareland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
17568,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
17569,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
17570,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
17571,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
17572,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
17573,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
17574,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
17575,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
17576,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
17577,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
17578,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
17579,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
17580,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
17581,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
17582,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
17583,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
17584,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
17585,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
17586,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
17587,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
17588,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17589,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
17590,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
17591,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17592,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
17593,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
17594,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
17595,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17596,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17597,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
17598,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
17599,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
17600,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
17601,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
17602,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
17603,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
17604,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
17605,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
17606,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
17607,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
17608,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
17609,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Built-up
17610,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
17611,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
17612,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
17613,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
17614,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
17615,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
17616,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
17617,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
17618,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
17619,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Wetland
17620,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
17621,Bareland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
17622,Bareland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
17623,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
17624,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
17625,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
17626,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
17627,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
17628,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
17629,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
17630,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
17631,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
17632,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
17633,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
17634,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
17635,Bareland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
17636,Bareland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Bareland
17637,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
17638,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
17639,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
17640,Bareland,NULL,NULL,Water,Non_Wetland,Forest,Water,Wetland
17641,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
17642,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
17643,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
17644,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
17645,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
17646,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
17647,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17648,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
17649,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
17650,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
17651,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
17652,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
17653,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
17654,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
17655,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
17656,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
17657,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
17658,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
17659,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
17660,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17661,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
17662,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17663,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17664,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
17665,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17666,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
17667,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17668,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
17669,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
17670,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
17671,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
17672,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
17673,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
17674,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
17675,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
17676,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
17677,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
17678,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
17679,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
17680,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
17681,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
17682,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
17683,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
17684,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17685,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
17686,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
17687,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17688,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17689,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
17690,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
17691,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
17692,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
17693,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
17694,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
17695,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
17696,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
17697,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
17698,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
17699,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
17700,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
17701,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
17702,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
17703,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
17704,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17705,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
17706,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
17707,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17708,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
17709,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17710,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
17711,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
17712,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
17713,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
17714,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
17715,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
17716,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
17717,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
17718,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
17719,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
17720,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17721,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
17722,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
17723,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
17724,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
17725,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
17726,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
17727,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
17728,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
17729,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
17730,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
17731,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
17732,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
17733,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
17734,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
17735,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
17736,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
17737,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Built-up
17738,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
17739,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17740,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17741,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
17742,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
17743,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Bareland
17744,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17745,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
17746,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
17747,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
17748,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
17749,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17750,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17751,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
17752,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
17753,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
17754,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Wetland
17755,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
17756,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
17757,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
17758,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
17759,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
17760,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
17761,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
17762,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
17763,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
17764,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
17765,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
17766,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
17767,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
17768,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
17769,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
17770,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Wetland
17771,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
17772,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
17773,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
17774,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
17775,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Built-up
17776,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
17777,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
17778,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
17779,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
17780,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
17781,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Wetland
17782,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
17783,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
17784,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
17785,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
17786,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
17787,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
17788,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
17789,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
17790,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
17791,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
17792,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
17793,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
17794,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
17795,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
17796,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
17797,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
17798,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
17799,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
17800,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
17801,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
17802,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Built-up
17803,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
17804,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
17805,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
17806,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Built-up
17807,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
17808,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
17809,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
17810,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
17811,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
17812,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
17813,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17814,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Bareland
17815,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
17816,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
17817,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
17818,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
17819,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
17820,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
17821,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
17822,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
17823,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
17824,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
17825,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
17826,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
17827,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17828,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Bareland
17829,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
17830,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17831,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17832,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17833,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
17834,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17835,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17836,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
17837,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
17838,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
17839,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
17840,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
17841,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Bareland
17842,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
17843,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
17844,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
17845,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
17846,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
17847,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
17848,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17849,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
17850,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
17851,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17852,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17853,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
17854,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
17855,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
17856,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
17857,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
17858,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
17859,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
17860,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
17861,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
17862,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
17863,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
17864,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
17865,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
17866,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17867,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
17868,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
17869,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17870,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
17871,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
17872,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
17873,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17874,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
17875,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
17876,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
17877,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
