Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R
12548,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
12549,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
12550,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
12551,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
12552,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
12553,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
12554,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
12555,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
12556,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
12557,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12558,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,NULL
12559,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
12560,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Bareland
12561,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
12562,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
12563,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
12564,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,NULL
12565,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
12566,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
12567,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
12568,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
12569,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
12570,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
12571,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
12572,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
12573,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
12574,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
12575,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
12576,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
12577,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12578,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
12579,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
12580,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12581,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12582,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12583,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12584,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12585,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12586,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12587,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12588,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
12589,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12590,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
12591,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
12592,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12593,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12594,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12595,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12596,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12597,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
12598,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12599,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
12600,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12601,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
12602,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
12603,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12604,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
12605,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12606,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
12607,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
12608,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12609,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12610,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
12611,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
12612,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
12613,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
12614,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
12615,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12616,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12617,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12618,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12619,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12620,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12621,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12622,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12623,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
12624,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12625,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12626,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12627,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12628,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12629,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12630,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12631,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
12632,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12633,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12634,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12635,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
12636,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12637,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
12638,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
12639,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12640,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
12641,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12642,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
12643,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
12644,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
12645,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
12646,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
12647,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12648,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
12649,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
12650,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
12651,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12652,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
12653,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12654,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
12655,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
12656,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12657,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12658,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12659,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12660,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
12661,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12662,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12663,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12664,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12665,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12666,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12667,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12668,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12669,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12670,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12671,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
12672,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12673,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
12674,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12675,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12676,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12677,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12678,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12679,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
12680,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12681,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12682,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12683,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
12684,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12685,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
12686,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
12687,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12688,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12689,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12690,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12691,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12692,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12693,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12694,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12695,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12696,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12697,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12698,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12699,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
12700,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12701,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
12702,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12703,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12704,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
12705,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
12706,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
12707,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12708,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
12709,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
12710,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
12711,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12712,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12713,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
12714,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12715,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
12716,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
12717,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
12718,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
12719,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12720,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12721,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
12722,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
12723,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12724,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
12725,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
12726,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
12727,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
12728,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
12729,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
12730,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
12731,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
12732,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
12733,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Bareland
12734,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12735,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12736,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12737,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
12738,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12739,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12740,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
12741,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12742,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12743,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12744,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12745,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12746,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12747,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12748,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12749,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
12750,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12751,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12752,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12753,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12754,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12755,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
12756,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
12757,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12758,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12759,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
12760,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12761,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
12762,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12763,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
12764,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
12765,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12766,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
12767,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12768,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
12769,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12770,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
12771,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
12772,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12773,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
12774,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
12775,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
12776,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12777,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12778,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
12779,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12780,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
12781,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12782,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
12783,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
12784,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12785,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12786,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12787,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12788,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
12789,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12790,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
12791,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12792,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
12793,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
12794,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
12795,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
12796,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
12797,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
12798,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12799,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
12800,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
12801,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
12802,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
12803,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
12804,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12805,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
12806,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
12807,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12808,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Water
12809,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12810,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
12811,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
12812,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
12813,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12814,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
12815,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
12816,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12817,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
12818,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
12819,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12820,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12821,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
12822,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
12823,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12824,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12825,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12826,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12827,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
12828,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
12829,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12830,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Water
12831,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12832,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
12833,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
12834,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12835,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12836,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12837,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12838,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
12839,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
12840,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
12841,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12842,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12843,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12844,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
12845,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12846,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
12847,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
12848,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12849,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
12850,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
12851,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
12852,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
12853,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
12854,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
12855,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
12856,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
12857,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
12858,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
12859,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12860,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
12861,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
12862,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
12863,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
