Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFU_M_R
11034,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
11035,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
11036,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
11037,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
11038,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
11039,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Built-up
11040,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
11041,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
11042,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
11043,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
11044,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
11045,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
11046,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
11047,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
11048,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
11049,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
11050,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
11051,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
11052,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
11053,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
11054,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
11055,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
11056,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
11057,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
11058,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
11059,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
11060,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
11061,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
11062,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
11063,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
11064,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
11065,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
11066,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
11067,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
11068,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
11069,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
11070,Water,Water,Wetland,Water,Wetland,Water,Water,Water
11071,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
11072,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
11073,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
11074,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
11075,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
11076,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
11077,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
11078,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
11079,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
11080,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
11081,Water,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
11082,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
11083,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
11084,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11085,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
11086,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
11087,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
11088,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
11089,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
11090,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
11091,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
11092,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
11093,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
11094,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
11095,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
11096,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
11097,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
11098,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
11099,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
11100,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11101,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
11102,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
11103,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
11104,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11105,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
11106,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
11107,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
11108,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
11109,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
11110,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
11111,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
11112,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11113,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
11114,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
11115,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
11116,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
11117,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
11118,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
11119,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
11120,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Cropland
11121,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
11122,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
11123,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
11124,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
11125,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
11126,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
11127,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
11128,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Water
11129,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
11130,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
11131,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
11132,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
11133,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
11134,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
11135,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
11136,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
11137,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
11138,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
11139,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
11140,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
11141,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
11142,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
11143,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
11144,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
11145,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11146,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11147,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
11148,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
11149,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11150,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11151,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,NULL
11152,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
11153,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
11154,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
11155,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
11156,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
11157,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
11158,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11159,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
11160,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
11161,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Built-up
11162,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11163,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11164,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11165,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11166,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
11167,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
11168,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11169,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11170,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
11171,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
11172,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
11173,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,NULL
11174,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Bareland
11175,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
11176,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
11177,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
11178,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
11179,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
11180,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
11181,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
11182,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
11183,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
11184,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
11185,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
11186,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
11187,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
11188,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11189,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Cropland
11190,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
11191,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
11192,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
11193,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
11194,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
11195,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
11196,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
11197,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Cropland
11198,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
11199,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
11200,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
11201,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Water
11202,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
11203,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Forest
11204,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
11205,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
11206,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
11207,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
11208,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Water
11209,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Forest
11210,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
11211,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
11212,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
11213,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
11214,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
11215,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
11216,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
11217,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
11218,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
11219,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
11220,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
11221,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Cropland
11222,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
11223,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
11224,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
11225,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
11226,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
11227,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
11228,Water,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
11229,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
11230,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
11231,Water,Water,Bareland,Water,Non_Wetland,Forest,Forest,Water
11232,Water,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
11233,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11234,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11235,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
11236,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11237,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
11238,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11239,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11240,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
11241,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
11242,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
11243,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
11244,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
11245,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
11246,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11247,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
11248,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11249,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
11250,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11251,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11252,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
11253,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11254,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
11255,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
11256,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
11257,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
11258,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
11259,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
11260,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
11261,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
11262,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
11263,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
11264,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
11265,Water,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Water
11266,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
11267,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
11268,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
11269,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
11270,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
11271,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
11272,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Cropland
11273,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
11274,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
11275,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
11276,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
11277,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11278,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
11279,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Bareland
11280,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
11281,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
11282,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Water
11283,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
11284,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
11285,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Water
11286,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
11287,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
11288,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
11289,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
11290,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
11291,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
11292,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
11293,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
11294,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
11295,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
11296,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
11297,Water,Water,Built-up,Water,Non_Wetland,Forest,NULL,Forest
11298,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
11299,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
11300,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
11301,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
11302,Water,Water,Water,NULL,Water,NULL,NULL,Water
11303,Water,Water,Water,NULL,Water,NULL,NULL,Forest
11304,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
11305,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
11306,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
11307,Water,Water,Water,NULL,Water,NULL,Wetland,Water
11308,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
11309,Water,Water,Water,NULL,Water,NULL,Bareland,Grassland
11310,Water,Water,Water,NULL,Water,NULL,Bareland,Water
11311,Water,Water,Water,NULL,Water,NULL,Built-up,Built-up
11312,Water,Water,Water,NULL,Water,NULL,Built-up,Forest
11313,Water,Water,Water,NULL,Water,NULL,Water,Grassland
11314,Water,Water,Water,NULL,Water,NULL,Water,Cropland
11315,Water,Water,Water,NULL,Water,NULL,Water,Wetland
11316,Water,Water,Water,NULL,Water,NULL,Water,Water
11317,Water,Water,Water,NULL,Water,NULL,Water,Forest
11318,Water,Water,Water,NULL,Water,NULL,Forest,Cropland
11319,Water,Water,Water,NULL,Water,NULL,Forest,Water
11320,Water,Water,Water,NULL,Water,NULL,Forest,Forest
11321,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
11322,Water,Water,Water,NULL,Water,Wetland,NULL,Water
11323,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
11324,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
11325,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
11326,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
11327,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
11328,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
11329,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
11330,Water,Water,Water,NULL,Water,Wetland,Water,Water
11331,Water,Water,Water,NULL,Water,Wetland,Water,Forest
11332,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
11333,Water,Water,Water,NULL,Water,Bareland,NULL,Water
11334,Water,Water,Water,NULL,Water,Bareland,NULL,Forest
11335,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
11336,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
11337,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
11338,Water,Water,Water,NULL,Water,Bareland,Water,Built-up
11339,Water,Water,Water,NULL,Water,Bareland,Water,Water
11340,Water,Water,Water,NULL,Water,Bareland,Forest,Water
11341,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
11342,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
11343,Water,Water,Water,NULL,Water,Water,NULL,Grassland
11344,Water,Water,Water,NULL,Water,Water,NULL,Cropland
11345,Water,Water,Water,NULL,Water,Water,NULL,Water
11346,Water,Water,Water,NULL,Water,Water,NULL,Forest
11347,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
11348,Water,Water,Water,NULL,Water,Water,Grassland,Water
11349,Water,Water,Water,NULL,Water,Water,Grassland,Forest
11350,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
11351,Water,Water,Water,NULL,Water,Water,Wetland,Cropland
11352,Water,Water,Water,NULL,Water,Water,Wetland,Water
11353,Water,Water,Water,NULL,Water,Water,Wetland,Forest
11354,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
11355,Water,Water,Water,NULL,Water,Water,Bareland,Water
11356,Water,Water,Water,NULL,Water,Water,Built-up,Water
11357,Water,Water,Water,NULL,Water,Water,Water,Grassland
11358,Water,Water,Water,NULL,Water,Water,Water,Cropland
11359,Water,Water,Water,NULL,Water,Water,Water,Wetland
11360,Water,Water,Water,NULL,Water,Water,Water,Bareland
11361,Water,Water,Water,NULL,Water,Water,Water,Water
11362,Water,Water,Water,NULL,Water,Water,Water,Forest
11363,Water,Water,Water,NULL,Water,Water,Forest,Grassland
11364,Water,Water,Water,NULL,Water,Water,Forest,Bareland
11365,Water,Water,Water,NULL,Water,Water,Forest,Water
11366,Water,Water,Water,NULL,Water,Water,Forest,Forest
11367,Water,Water,Water,NULL,Water,Forest,NULL,Grassland
11368,Water,Water,Water,NULL,Water,Forest,NULL,Water
11369,Water,Water,Water,NULL,Water,Forest,NULL,Forest
11370,Water,Water,Water,NULL,Water,Forest,Wetland,Water
11371,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
11372,Water,Water,Water,NULL,Water,Forest,Water,Grassland
11373,Water,Water,Water,NULL,Water,Forest,Water,Wetland
11374,Water,Water,Water,NULL,Water,Forest,Water,Water
11375,Water,Water,Water,NULL,Water,Forest,Water,Forest
11376,Water,Water,Water,NULL,Water,Forest,Forest,Water
11377,Water,Water,Water,NULL,Water,Forest,Forest,Forest
11378,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
11379,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
11380,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
11381,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
11382,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
11383,Water,Water,Water,Non_Water,Water,NULL,Grassland,Grassland
11384,Water,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
11385,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
11386,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
11387,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
11388,Water,Water,Water,Non_Water,Water,NULL,Water,Cropland
11389,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
11390,Water,Water,Water,Non_Water,Water,NULL,Water,Bareland
11391,Water,Water,Water,Non_Water,Water,NULL,Water,Water
11392,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
11393,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
11394,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
11395,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
11396,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
11397,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
11398,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
11399,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
11400,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
11401,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
11402,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
11403,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
11404,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
11405,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
11406,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
11407,Water,Water,Water,Non_Water,Water,Bareland,Forest,Grassland
11408,Water,Water,Water,Non_Water,Water,Water,NULL,NULL
11409,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
11410,Water,Water,Water,Non_Water,Water,Water,NULL,Cropland
11411,Water,Water,Water,Non_Water,Water,Water,NULL,Water
11412,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
11413,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
11414,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
11415,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
11416,Water,Water,Water,Non_Water,Water,Water,Bareland,Grassland
