Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVA_M_R
3834,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3835,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
3836,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3837,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3838,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3839,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3840,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3841,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3842,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3843,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3844,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3845,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
3846,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3847,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
3848,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
3849,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
3850,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3851,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3852,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
3853,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3854,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
3855,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3856,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
3857,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3858,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
3859,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3860,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
3861,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3862,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
3863,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
3864,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
3865,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
3866,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3867,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3868,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3869,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3870,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3871,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
3872,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3873,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
3874,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3875,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3876,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3877,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3878,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
3879,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3880,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
3881,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3882,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3883,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3884,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3885,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3886,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
3887,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3888,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
3889,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
3890,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3891,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
3892,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3893,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
3894,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3895,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
3896,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3897,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
3898,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
3899,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3900,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
3901,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
3902,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
3903,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3904,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3905,Wetland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
3906,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3907,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3908,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
3909,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3910,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3911,Wetland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
3912,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
3913,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
3914,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3915,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3916,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
3917,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3918,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3919,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3920,Wetland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
3921,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
3922,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
3923,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
3924,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
3925,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3926,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3927,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3928,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3929,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
3930,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3931,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3932,Wetland,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
3933,Wetland,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
3934,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
3935,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
3936,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3937,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
3938,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3939,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
3940,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3941,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
3942,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3943,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3944,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
3945,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3946,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3947,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3948,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
3949,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3950,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
3951,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
3952,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3953,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
3954,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3955,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3956,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3957,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3958,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3959,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3960,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
3961,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
3962,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3963,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
3964,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
3965,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
3966,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3967,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Wetland
3968,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
3969,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3970,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3971,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3972,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3973,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
3974,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3975,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
3976,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3977,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3978,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3979,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
3980,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3981,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
3982,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
3983,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
3984,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
3985,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
3986,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
3987,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3988,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
3989,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3990,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3991,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
3992,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3993,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3994,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3995,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
3996,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3997,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
3998,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
3999,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4000,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4001,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4002,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4003,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4004,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4005,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4006,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4007,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4008,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
4009,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4010,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4011,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4012,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4013,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4014,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
4015,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4016,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4017,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4018,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
4019,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
4020,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
4021,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4022,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4023,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4024,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4025,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4026,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4027,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4028,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4029,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4030,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4031,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
4032,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
4033,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
4034,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
4035,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
4036,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
4037,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4038,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4039,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4040,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4041,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
4042,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
4043,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
4044,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
4045,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
4046,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
4047,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4048,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
4049,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
4050,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4051,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4052,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Water
4053,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4054,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4055,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
4056,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4057,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
4058,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
4059,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
4060,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
4061,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Water
4062,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
4063,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4064,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
4065,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
4066,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
4067,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4068,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
4069,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4070,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4071,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
4072,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4073,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4074,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
4075,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
4076,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4077,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
4078,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
4079,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
4080,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
4081,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
4082,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
4083,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
4084,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
4085,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
4086,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4087,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
4088,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
4089,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4090,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4091,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4092,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
4093,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
4094,Wetland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
4095,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
4096,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4097,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
4098,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Water
4099,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
4100,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4101,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
4102,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
4103,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
4104,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
4105,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
4106,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
4107,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4108,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4109,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
4110,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4111,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
4112,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
4113,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
4114,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4115,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4116,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
4117,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
4118,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4119,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4120,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
4121,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4122,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4123,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4124,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4125,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4126,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
4127,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4128,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
4129,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4130,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4131,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
4132,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4133,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4134,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4135,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4136,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4137,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4138,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4139,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4140,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4141,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4142,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
4143,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4144,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4145,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4146,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4147,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4148,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Bareland
4149,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
4150,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
4151,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4152,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
4153,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4154,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4155,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
4156,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4157,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
