Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDG_M_R
8668,Water,NULL,Water,NULL,Water,Shrubland,Water,Water
8669,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
8670,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
8671,Water,NULL,Water,NULL,Water,Grassland,Water,Water
8672,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
8673,Water,NULL,Water,NULL,Water,Bareland,NULL,Forest
8674,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
8675,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Water
8676,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
8677,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
8678,Water,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
8679,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
8680,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
8681,Water,NULL,Water,NULL,Water,Bareland,Water,Cropland
8682,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
8683,Water,NULL,Water,NULL,Water,Bareland,Water,Water
8684,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
8685,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
8686,Water,NULL,Water,NULL,Water,Water,NULL,Water
8687,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
8688,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
8689,Water,NULL,Water,NULL,Water,Water,Shrubland,Forest
8690,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
8691,Water,NULL,Water,NULL,Water,Water,Grassland,Water
8692,Water,NULL,Water,NULL,Water,Water,Water,Grassland
8693,Water,NULL,Water,NULL,Water,Water,Water,Water
8694,Water,NULL,Water,NULL,Water,Water,Water,Forest
8695,Water,NULL,Water,NULL,Water,Forest,Shrubland,Water
8696,Water,NULL,Water,Non_Water,Water,Shrubland,Grassland,Forest
8697,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
8698,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Water
8699,Water,NULL,Water,Non_Water,Water,Bareland,Shrubland,Water
8700,Water,NULL,Water,Non_Water,Water,Water,Water,Bareland
8701,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
8702,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
8703,Water,NULL,Water,Water,Water,NULL,Wetland,Forest
8704,Water,NULL,Water,Water,Water,NULL,Water,Grassland
8705,Water,NULL,Water,Water,Water,NULL,Water,Bareland
8706,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
8707,Water,NULL,Water,Water,Water,Shrubland,Water,Water
8708,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
8709,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
8710,Water,NULL,Water,Water,Water,Grassland,Water,Water
8711,Water,NULL,Water,Water,Water,Wetland,Water,Water
8712,Water,NULL,Water,Water,Water,Bareland,Bareland,Forest
8713,Water,NULL,Water,Water,Water,Bareland,Water,Bareland
8714,Water,NULL,Water,Water,Water,Bareland,Water,Water
8715,Water,NULL,Water,Water,Water,Water,Shrubland,Water
8716,Water,NULL,Water,Water,Water,Water,Shrubland,Forest
8717,Water,NULL,Water,Water,Water,Water,Water,Grassland
8718,Water,NULL,Water,Water,Water,Water,Water,Water
8719,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8720,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
8721,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8722,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8723,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
8724,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8725,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
8726,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8727,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8728,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8729,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8730,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8731,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8732,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8733,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8734,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8735,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8736,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8737,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8738,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
8739,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8740,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8741,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8742,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
8743,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8744,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
8745,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8746,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8747,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
8748,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8749,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8750,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8751,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8752,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8753,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
8754,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8755,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
8756,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
8757,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8758,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8759,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8760,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
8761,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
8762,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
8763,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
8764,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8765,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8766,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
8767,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8768,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
8769,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
8770,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8771,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8772,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
8773,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8774,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
8775,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8776,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8777,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
8778,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
8779,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
8780,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
8781,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
8782,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,NULL
8783,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Water
8784,Water,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
8785,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
8786,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
8787,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
8788,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
8789,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
8790,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8791,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8792,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
8793,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
8794,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8795,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
8796,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8797,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8798,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8799,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
8800,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8801,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8802,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
8803,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8804,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
8805,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
8806,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8807,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8808,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8809,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
8810,Water,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8811,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8812,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8813,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8814,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8815,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8816,Water,Cropland,NULL,Water,Non_Wetland,Water,Shrubland,Forest
8817,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8818,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8819,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8820,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8821,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8822,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8823,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
8824,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8825,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8826,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8827,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8828,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
8829,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8830,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8831,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8832,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8833,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8834,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
8835,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8836,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8837,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8838,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
8839,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8840,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8841,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8842,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8843,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8844,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8845,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8846,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
8847,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8848,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8849,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8850,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
8851,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8852,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8853,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8854,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8855,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8856,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8857,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8858,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8859,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8860,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8861,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8862,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8863,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
8864,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
8865,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8866,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8867,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8868,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8869,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8870,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8871,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8872,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8873,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8874,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8875,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
8876,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8877,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8878,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
8879,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8880,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8881,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8882,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8883,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
8884,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8885,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
8886,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
8887,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
8888,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8889,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8890,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
8891,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8892,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8893,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8894,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
8895,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8896,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8897,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8898,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8899,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8900,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8901,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
8902,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
8903,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8904,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8905,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8906,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
8907,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8908,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8909,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8910,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8911,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8912,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8913,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8914,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8915,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8916,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8917,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8918,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8919,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
8920,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8921,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8922,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8923,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8924,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
8925,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
8926,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
8927,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
8928,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
8929,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
8930,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8931,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
8932,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8933,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
8934,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8935,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
8936,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
8937,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Cropland
8938,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Water
8939,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Forest
8940,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8941,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8942,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
8943,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8944,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8945,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8946,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8947,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8948,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8949,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
8950,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
8951,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8952,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
8953,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
8954,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Water
8955,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
8956,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8957,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
8958,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
8959,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
8960,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
8961,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
8962,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
8963,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
8964,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
8965,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,NULL
8966,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
8967,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
8968,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
8969,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Cropland
8970,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Bareland
8971,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
8972,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
8973,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Cropland
8974,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
8975,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
8976,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
8977,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8978,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8979,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
8980,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Water
8981,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,NULL
8982,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Forest
8983,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Cropland
8984,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
8985,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
8986,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
8987,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
8988,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
8989,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
8990,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
8991,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Cropland
8992,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
8993,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
8994,Water,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Water
8995,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Grassland
8996,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8997,Water,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
8998,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
8999,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9000,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9001,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9002,Water,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
9003,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Water
9004,Water,Cropland,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
9005,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
9006,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
9007,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
9008,Water,Cropland,Water,NULL,Water,NULL,Water,Cropland
9009,Water,Cropland,Water,NULL,Water,NULL,Water,Water
9010,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Water
9011,Water,Cropland,Water,NULL,Water,Shrubland,Shrubland,Forest
9012,Water,Cropland,Water,NULL,Water,Shrubland,Grassland,Bareland
9013,Water,Cropland,Water,NULL,Water,Grassland,NULL,Water
9014,Water,Cropland,Water,NULL,Water,Grassland,Water,Water
9015,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
9016,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
9017,Water,Cropland,Water,NULL,Water,Bareland,NULL,Water
9018,Water,Cropland,Water,NULL,Water,Bareland,NULL,Forest
