Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKU_M_R
3886,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3887,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3888,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
3889,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3890,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3891,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3892,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
3893,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3894,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3895,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3896,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3897,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3898,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
3899,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
3900,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3901,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
3902,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
3903,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3904,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3905,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
3906,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
3907,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3908,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3909,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
3910,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
3911,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3912,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
3913,Grassland,Cropland,Wetland,NULL,Wetland,Water,Forest,Grassland
3914,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
3915,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3916,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3917,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3918,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3919,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
3920,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3921,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3922,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3923,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3924,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3925,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
3926,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
3927,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
3928,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
3929,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
3930,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
3931,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3932,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3933,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3934,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3935,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3936,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3937,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
3938,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3939,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3940,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3941,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3942,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
3943,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3944,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3945,Grassland,Cropland,Wetland,Water,Wetland,Cropland,NULL,Wetland
3946,Grassland,Cropland,Wetland,Water,Wetland,Cropland,Grassland,Grassland
3947,Grassland,Cropland,Wetland,Water,Wetland,Cropland,Grassland,Wetland
3948,Grassland,Cropland,Wetland,Water,Wetland,Cropland,Water,Wetland
3949,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3950,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3951,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3952,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3953,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
3954,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3955,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Wetland
3956,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
3957,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
3958,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
3959,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
3960,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
3961,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3962,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3963,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3964,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3965,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3966,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3967,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Forest,Forest
3968,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3969,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3970,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3971,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3972,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3973,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3974,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3975,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3976,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3977,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3978,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3979,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3980,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
3981,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3982,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3983,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3984,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3985,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3986,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3987,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3988,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3989,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3990,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3991,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3992,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3993,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3994,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3995,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3996,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3997,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3998,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3999,Grassland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4000,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
4001,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
4002,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
4003,Grassland,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
4004,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
4005,Grassland,Cropland,Water,NULL,Water,Water,Bareland,Forest
4006,Grassland,Cropland,Water,Water,Water,Wetland,Water,Wetland
4007,Grassland,Cropland,Water,Water,Water,Forest,Grassland,Forest
4008,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4009,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4010,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4011,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4012,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4013,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4014,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4015,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4016,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4017,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4018,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4019,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4020,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4021,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4022,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4023,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4024,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4025,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4026,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4027,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4028,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4029,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4030,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4031,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4032,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4033,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4034,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4035,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4036,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4037,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4038,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4039,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4040,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4041,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4042,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4043,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4044,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4045,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4046,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4047,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4048,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4049,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
4050,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4051,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4052,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4053,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4054,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4055,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4056,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4057,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4058,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4059,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4060,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4061,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4062,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4063,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4064,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4065,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4066,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4067,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4068,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4069,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4070,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4071,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4072,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4073,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4074,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
4075,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4076,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
4077,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4078,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4079,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4080,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4081,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4082,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4083,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4084,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4085,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4086,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4087,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4088,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4089,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
4090,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4091,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4092,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4093,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4094,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
4095,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4096,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4097,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4098,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4099,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4100,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4101,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4102,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4103,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4104,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
4105,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4106,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4107,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4108,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4109,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4110,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4111,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4112,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4113,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4114,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4115,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4116,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
4117,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4118,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4119,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4120,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4121,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4122,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4123,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4124,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4125,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4126,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4127,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4128,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4129,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
4130,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4131,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4132,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4133,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4134,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4135,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4136,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4137,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4138,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4139,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4140,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,NULL,Wetland
4141,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4142,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,NULL,Wetland
4143,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4144,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
4145,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4146,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4147,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
4148,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
4149,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
4150,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4151,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4152,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4153,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
4154,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4155,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4156,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4157,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4158,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4159,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4160,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
4161,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4162,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
4163,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
4164,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
4165,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4166,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
4167,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,NULL,Wetland
4168,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4169,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Grassland,Cropland
4170,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
4171,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4172,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
4173,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Water,Grassland
4174,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Water,Wetland
4175,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4176,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4177,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4178,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4179,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4180,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4181,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4182,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4183,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4184,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
4185,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Water
4186,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4187,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4188,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4189,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4190,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
4191,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4192,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
4193,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4194,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4195,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4196,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
4197,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
4198,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4199,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
4200,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
4201,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
4202,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4203,Grassland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Wetland
4204,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
