Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXT_M_R
1320,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1321,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1322,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1323,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1324,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1325,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1326,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1327,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1328,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1329,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1330,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1331,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1332,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1333,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1334,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1335,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1336,NULL,Wetland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1337,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1338,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1339,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1340,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1341,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1342,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1343,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1344,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1345,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
1346,NULL,Wetland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1347,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1348,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1349,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1350,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1351,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1352,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1353,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1354,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1355,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1356,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1357,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1358,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1359,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1360,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1361,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1362,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1363,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1364,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1365,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1366,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1367,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1368,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1369,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1370,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1371,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1372,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1373,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1374,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1375,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1376,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1377,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1378,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1379,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1380,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1381,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1382,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1383,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1384,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1385,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1386,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1387,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1388,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1389,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1390,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1391,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1392,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1393,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
1394,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1395,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1396,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1397,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1398,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1399,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1400,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1401,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1402,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1403,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1404,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
1405,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1406,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1407,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1408,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1409,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
1410,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1411,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1412,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1413,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1414,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1415,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1416,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1417,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1418,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1419,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1420,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1421,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1422,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1423,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1424,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1425,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1426,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1427,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1428,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1429,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1430,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1431,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1432,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1433,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1434,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1435,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1436,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1437,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1438,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1439,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1440,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1441,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1442,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1443,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1444,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1445,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1446,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
1447,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1448,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1449,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1450,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1451,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1452,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1453,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1454,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1455,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1456,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1457,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1458,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1459,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1460,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1461,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1462,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1463,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
1464,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1465,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1466,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1467,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1468,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1469,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1470,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1471,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1472,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1473,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1474,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1475,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1476,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1477,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1478,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1479,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1480,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1481,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1482,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
1483,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1484,NULL,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
1485,NULL,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
1486,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1487,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1488,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1489,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1490,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1491,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
1492,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1493,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1494,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1495,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1496,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1497,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1498,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1499,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1500,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1501,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1502,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1503,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1504,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1505,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1506,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1507,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1508,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1509,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1510,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1511,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1512,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1513,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
1514,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1515,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1516,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1517,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1518,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1519,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1520,NULL,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Wetland
1521,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1522,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1523,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1524,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1525,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1526,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1527,NULL,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1528,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1529,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1530,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1531,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1532,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1533,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1534,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
1535,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
1536,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
1537,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
1538,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
1539,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
1540,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1541,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1542,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1543,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1544,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1545,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1546,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1547,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
1548,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1549,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1550,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1551,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1552,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1553,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1554,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1555,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1556,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1557,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1558,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1559,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1560,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1561,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1562,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1563,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1564,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1565,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1566,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1567,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1568,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1569,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1570,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
1571,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1572,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1573,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1574,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1575,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1576,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1577,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1578,NULL,Wetland,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
1579,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1580,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
1581,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1582,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1583,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1584,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1585,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1586,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1587,NULL,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1588,NULL,Wetland,Water,NULL,Water,Wetland,Water,Forest
1589,NULL,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1590,NULL,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1591,NULL,Wetland,Water,NULL,Water,Water,Water,Wetland
1592,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1593,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1594,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1595,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1596,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1597,NULL,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
1598,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1599,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1600,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1601,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
1602,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1603,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1604,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Water
1605,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1606,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
1607,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
1608,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
1609,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
1610,NULL,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
1611,NULL,Wetland,Water,Water,Water,Bareland,Water,Wetland
1612,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
1613,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
1614,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
1615,NULL,Wetland,Water,Water,Water,Water,Wetland,Forest
1616,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
1617,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
1618,NULL,Wetland,Water,Water,Water,Water,Water,Water
1619,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1620,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1621,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1622,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1623,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1624,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1625,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1626,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1627,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1628,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1629,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1630,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1631,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1632,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1633,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1634,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1635,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1636,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
1637,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1638,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1639,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1640,NULL,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
1641,NULL,Bareland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1642,NULL,Bareland,NULL,Water,Non_Wetland,Wetland,Forest,Bareland
1643,NULL,Bareland,NULL,Water,Non_Wetland,Water,Water,Grassland
1644,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1645,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
1646,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1647,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1648,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1649,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1650,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
