Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVH_M_R
379,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Cropland
380,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
381,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Cropland
382,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
383,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
384,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
385,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
386,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland
387,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water
388,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
389,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
390,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Cropland
391,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
392,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
393,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Cropland
394,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland
395,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Water
396,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL
397,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
398,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Cropland
399,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
400,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Water
401,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Forest
402,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
403,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
404,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water
405,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland
406,Grassland,Cropland,Wetland,Water,Wetland,NULL,Cropland
407,Grassland,Cropland,Wetland,Water,Wetland,NULL,Wetland
408,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water
409,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
410,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland
411,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
412,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland
413,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
414,Grassland,Cropland,Water,NULL,Water,NULL,Grassland
415,Grassland,Cropland,Water,NULL,Water,NULL,Cropland
416,Grassland,Cropland,Water,NULL,Water,NULL,Wetland
417,Grassland,Cropland,Water,NULL,Water,NULL,Water
418,Grassland,Cropland,Water,NULL,Water,NULL,Forest
419,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland
420,Grassland,Cropland,Water,Non_Water,Water,NULL,Wetland
421,Grassland,Cropland,Water,Water,Water,NULL,Wetland
422,Grassland,Cropland,Water,Water,Water,NULL,Water
423,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
424,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
425,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
426,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up
427,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water
428,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
429,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
430,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Cropland
431,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
432,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water
433,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
434,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
435,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Cropland
436,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
437,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Water
438,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland
439,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
440,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Cropland
441,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
442,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
443,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
444,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Cropland
445,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
446,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
447,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
448,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest
449,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland
450,Grassland,Wetland,Water,NULL,Water,NULL,Wetland
451,Grassland,Wetland,Water,Water,Water,NULL,Forest
452,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
453,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Cropland
454,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
455,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
456,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
457,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
458,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Cropland
459,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
460,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
461,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
462,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,Wetland
463,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
464,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
465,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland
466,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
467,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
468,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Wetland
469,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
470,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland
471,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
472,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
473,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
474,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
475,Grassland,Water,NULL,Water,Non_Wetland,NULL,Grassland
476,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
477,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
478,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
479,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
480,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
481,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Cropland
482,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
483,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
484,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland
485,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland
486,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest
487,Grassland,Water,Water,NULL,Water,NULL,Wetland
488,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
489,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
490,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water
491,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
492,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
493,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
494,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
495,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
496,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
497,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
498,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
499,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
500,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
501,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Cropland
502,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
503,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
504,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
505,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water
506,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
507,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
508,Grassland,Forest,Wetland,Water,Wetland,NULL,Wetland
509,Grassland,Forest,Water,NULL,Water,NULL,Forest
510,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
511,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Cropland
512,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
513,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
514,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Wetland
515,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Cropland
516,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
517,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
518,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
519,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
520,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
521,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
522,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
523,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
524,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
525,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
526,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
527,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
528,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Cropland
529,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
530,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
531,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
532,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
533,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
534,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
535,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
536,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
537,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
538,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
539,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
540,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
541,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
542,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Cropland
543,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
544,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
545,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
546,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
547,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
548,Cropland,NULL,Wetland,NULL,Wetland,NULL,Cropland
549,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland
550,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water
551,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
552,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
553,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
554,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
555,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland
556,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
557,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
558,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
559,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Cropland
560,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland
561,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
562,Cropland,NULL,Water,NULL,Water,NULL,Grassland
563,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
564,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
565,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
566,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water
567,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
568,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
569,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Cropland
570,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
571,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
572,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
573,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Cropland
574,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
575,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
576,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Cropland
577,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland
578,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water
579,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland
580,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Cropland
581,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland
582,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,Cropland
583,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,Wetland
584,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
585,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
586,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
587,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
588,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
589,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
590,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
591,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
592,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
593,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
594,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
595,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water
596,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
597,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
598,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Cropland
599,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
600,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland
601,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
602,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
603,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
604,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
605,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Water
606,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
607,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
608,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Cropland
609,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
610,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
611,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Cropland
612,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
613,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
614,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
615,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
616,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland
617,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up
618,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water
619,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
620,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
621,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Cropland
622,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
623,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water
624,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
625,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Cropland
626,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland
627,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland
628,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Water
629,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Forest
630,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
631,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Cropland
632,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
633,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Bareland
634,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Water
635,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest
636,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
637,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Cropland
638,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
639,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Water
640,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
641,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland
642,Cropland,Cropland,Wetland,Water,Wetland,NULL,Cropland
643,Cropland,Cropland,Wetland,Water,Wetland,NULL,Wetland
644,Cropland,Cropland,Wetland,Water,Wetland,NULL,Water
645,Cropland,Cropland,Wetland,Water,Wetland,NULL,Forest
646,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
647,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Cropland
648,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland
649,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland
650,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up
651,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
652,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Cropland
653,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Wetland
654,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,Wetland
655,Cropland,Cropland,Water,NULL,Water,NULL,Grassland
656,Cropland,Cropland,Water,NULL,Water,NULL,Cropland
657,Cropland,Cropland,Water,NULL,Water,NULL,Wetland
658,Cropland,Cropland,Water,NULL,Water,NULL,Water
659,Cropland,Cropland,Water,NULL,Water,NULL,Forest
660,Cropland,Cropland,Water,Non_Water,Water,NULL,Grassland
661,Cropland,Cropland,Water,Non_Water,Water,NULL,Cropland
662,Cropland,Cropland,Water,Non_Water,Water,NULL,Wetland
663,Cropland,Cropland,Water,Non_Water,Water,NULL,Water
664,Cropland,Cropland,Water,Non_Water,Water,NULL,Forest
665,Cropland,Cropland,Water,Water,Water,NULL,Grassland
666,Cropland,Cropland,Water,Water,Water,NULL,Wetland
667,Cropland,Cropland,Water,Water,Water,NULL,Water
668,Cropland,Cropland,Water,Water,Water,NULL,Forest
669,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
670,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
671,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
672,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland
673,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up
674,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water
675,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
676,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
677,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Cropland
678,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
679,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water
680,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
681,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
682,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Cropland
683,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
684,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Water
685,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Forest
686,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland
687,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
688,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Cropland
689,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
690,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
691,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
692,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
693,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Cropland
694,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
695,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
696,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
697,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
698,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
699,Cropland,Wetland,Wetland,Water,Wetland,NULL,Wetland
700,Cropland,Wetland,Wetland,Water,Wetland,NULL,Water
701,Cropland,Wetland,Water,NULL,Water,NULL,Wetland
702,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
703,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
704,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
705,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
706,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
707,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland
708,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
709,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Cropland
710,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
711,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
712,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
713,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
714,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
715,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
716,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
717,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
718,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland
719,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
720,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Cropland
721,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland
722,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
723,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
724,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,Wetland
725,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
726,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Wetland
727,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Forest
728,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
729,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Cropland
730,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland
731,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
732,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
733,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Cropland
734,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
735,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
736,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
737,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
738,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,Wetland
739,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
740,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
741,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
742,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
743,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
744,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Water
745,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
746,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Cropland
747,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
748,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Water
749,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland
750,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
751,Cropland,Water,Wetland,NULL,Wetland,NULL,Grassland
752,Cropland,Water,Wetland,NULL,Wetland,NULL,Wetland
753,Cropland,Water,Wetland,NULL,Wetland,NULL,Water
754,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
755,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
756,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
