Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNL_M_R
345,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
346,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
347,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
348,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
349,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
350,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
351,Grassland,Water,Water,Water,Water,NULL,NULL,Water
352,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
353,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
354,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
356,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
357,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
358,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
359,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
360,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
362,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
364,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
365,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
366,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
368,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
369,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
370,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
372,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
373,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
374,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
375,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
376,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
377,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
378,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
379,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
380,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
381,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
383,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
384,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
385,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
386,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
387,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
388,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
389,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
390,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
391,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
392,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
393,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
394,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
395,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
397,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
398,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
399,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
400,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
402,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
403,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
404,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
405,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
406,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
407,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
408,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
409,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
410,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
411,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
412,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
413,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
414,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
415,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
416,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
417,Wetland,Water,Water,Water,Water,NULL,NULL,Water
418,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
419,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
420,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
421,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
422,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
423,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
424,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
425,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
427,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
428,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
429,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
430,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
431,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
432,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
433,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
434,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
435,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
436,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
437,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
438,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
440,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
441,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
442,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
443,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
444,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
445,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
446,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
447,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
448,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
449,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
450,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
451,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
452,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
453,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
454,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
455,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
456,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
457,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
458,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
459,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
460,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
461,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
462,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
463,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
464,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
465,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
466,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
467,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
468,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
469,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
470,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
471,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
472,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
473,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
474,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
476,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
477,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
478,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
479,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
480,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
481,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
482,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
483,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
484,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
485,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
486,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
487,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
489,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
490,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
491,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
492,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
493,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
495,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
496,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
497,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
498,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
499,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
500,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
501,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
502,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
503,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
504,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
505,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
506,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
507,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
508,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
509,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
510,Bareland,Wetland,Water,Water,Water,NULL,NULL,Forest
511,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
512,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
513,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
514,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
515,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
516,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
517,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
518,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
519,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
520,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
521,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
522,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
523,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
525,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
526,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
527,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
528,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
529,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
530,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
531,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
532,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
533,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
534,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
536,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
537,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
538,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
539,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
540,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
541,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
542,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
543,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
544,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
545,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
546,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
547,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
548,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
549,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
550,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
551,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
552,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
553,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
554,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
555,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
556,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
557,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
558,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
559,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
560,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
561,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
562,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
563,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
564,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
565,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
566,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
567,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
568,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
569,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
570,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
571,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
572,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
573,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
574,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
575,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
576,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
577,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
578,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
579,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
580,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
581,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
582,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
583,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
584,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
585,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
586,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
587,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
588,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
589,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
590,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
591,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
593,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
594,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
595,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
596,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
597,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
598,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
599,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
600,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
601,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
602,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
603,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
604,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
605,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
607,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
608,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
609,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
610,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
611,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
612,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
613,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
614,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
615,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
616,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
617,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
618,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
619,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
620,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
621,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
622,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
623,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
624,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
625,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
627,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
628,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
629,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
630,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
631,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
632,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
633,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
634,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
635,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
636,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
637,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
638,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
639,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
640,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
641,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
642,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
643,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
644,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
645,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
646,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
647,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
648,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
649,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
650,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
651,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
652,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
653,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
654,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
655,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
656,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
657,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
658,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
659,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
660,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
661,Bareland,Water,Water,Water,Water,NULL,NULL,Water
662,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
663,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
664,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
665,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
666,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
667,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
668,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
669,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
670,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
671,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
672,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
673,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
674,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
675,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
676,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
677,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
679,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
680,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
681,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
682,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
683,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
684,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
685,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
686,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
687,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
688,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
689,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
690,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
691,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
692,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
