Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDC_M_R
2033,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2034,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
2035,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
2036,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2037,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Water
2038,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Grassland
2039,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
2040,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
2041,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
2042,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2043,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2044,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2045,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2046,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2047,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2048,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2049,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2050,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2051,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2052,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
2053,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2054,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
2055,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2056,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2057,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2058,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2059,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2060,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2061,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2062,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2063,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
2064,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2065,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2066,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2067,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2068,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2069,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2070,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2071,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2072,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2073,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2074,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2075,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2076,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2077,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2078,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2079,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
2080,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2081,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2082,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2083,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2084,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2085,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2086,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2087,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2088,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2089,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2090,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2091,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2092,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2093,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2094,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2095,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Wetland
2096,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
2097,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2098,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2099,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
2100,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2101,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2102,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2103,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2104,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2105,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2106,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Water
2107,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2108,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2109,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2110,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2111,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
2112,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2113,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2114,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2115,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2116,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
2117,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
2118,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2119,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2120,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
2121,Water,Water,Water,NULL,Water,NULL,Wetland,Wetland
2122,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2123,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2124,Water,Water,Water,NULL,Water,NULL,Water,Wetland
2125,Water,Water,Water,NULL,Water,NULL,Water,Water
2126,Water,Water,Water,NULL,Water,NULL,Water,Forest
2127,Water,Water,Water,NULL,Water,NULL,Forest,Forest
2128,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
2129,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
2130,Water,Water,Water,NULL,Water,Grassland,Forest,Water
2131,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
2132,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2133,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2134,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2135,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
2136,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
2137,Water,Water,Water,NULL,Water,Wetland,Water,Water
2138,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2139,Water,Water,Water,NULL,Water,Wetland,Forest,Water
2140,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
2141,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
2142,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
2143,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2144,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
2145,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2146,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
2147,Water,Water,Water,NULL,Water,Water,Wetland,Water
2148,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2149,Water,Water,Water,NULL,Water,Water,Water,Grassland
2150,Water,Water,Water,NULL,Water,Water,Water,Wetland
2151,Water,Water,Water,NULL,Water,Water,Water,Bareland
2152,Water,Water,Water,NULL,Water,Water,Water,Water
2153,Water,Water,Water,NULL,Water,Water,Water,Forest
2154,Water,Water,Water,NULL,Water,Water,Forest,Grassland
2155,Water,Water,Water,NULL,Water,Water,Forest,Water
2156,Water,Water,Water,NULL,Water,Water,Forest,Forest
2157,Water,Water,Water,NULL,Water,Forest,Wetland,Water
2158,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
2159,Water,Water,Water,NULL,Water,Forest,Water,Water
2160,Water,Water,Water,NULL,Water,Forest,Water,Forest
2161,Water,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
2162,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
2163,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
2164,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2165,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2166,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Wetland
2167,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
2168,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
2169,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
2170,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
2171,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
2172,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2173,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
2174,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2175,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2176,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2177,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2178,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2179,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2180,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
2181,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2182,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2183,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2184,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2185,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2186,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2187,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2188,Water,Water,Water,Non_Water,Water,Water,Water,Water
2189,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2190,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2191,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2192,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
2193,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
2194,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
2195,Water,Water,Water,Water,Water,NULL,Wetland,Water
2196,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2197,Water,Water,Water,Water,Water,NULL,Water,Grassland
2198,Water,Water,Water,Water,Water,NULL,Water,Wetland
2199,Water,Water,Water,Water,Water,NULL,Water,Water
2200,Water,Water,Water,Water,Water,NULL,Water,Forest
2201,Water,Water,Water,Water,Water,NULL,Forest,Water
2202,Water,Water,Water,Water,Water,Grassland,Wetland,Wetland
2203,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2204,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
2205,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2206,Water,Water,Water,Water,Water,Grassland,Water,Wetland
2207,Water,Water,Water,Water,Water,Grassland,Water,Water
2208,Water,Water,Water,Water,Water,Grassland,Water,Forest
2209,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
2210,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2211,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2212,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2213,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2214,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2215,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2216,Water,Water,Water,Water,Water,Wetland,Water,Water
2217,Water,Water,Water,Water,Water,Wetland,Water,Forest
2218,Water,Water,Water,Water,Water,Wetland,Forest,Water
2219,Water,Water,Water,Water,Water,Wetland,Forest,Forest
2220,Water,Water,Water,Water,Water,Bareland,Water,Water
2221,Water,Water,Water,Water,Water,Bareland,Water,Forest
2222,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2223,Water,Water,Water,Water,Water,Water,Grassland,Water
2224,Water,Water,Water,Water,Water,Water,Grassland,Forest
2225,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2226,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2227,Water,Water,Water,Water,Water,Water,Wetland,Bareland
2228,Water,Water,Water,Water,Water,Water,Wetland,Water
2229,Water,Water,Water,Water,Water,Water,Wetland,Forest
2230,Water,Water,Water,Water,Water,Water,Water,Grassland
2231,Water,Water,Water,Water,Water,Water,Water,Wetland
2232,Water,Water,Water,Water,Water,Water,Water,Bareland
2233,Water,Water,Water,Water,Water,Water,Water,Water
2234,Water,Water,Water,Water,Water,Water,Water,Forest
2235,Water,Water,Water,Water,Water,Water,Forest,Wetland
2236,Water,Water,Water,Water,Water,Water,Forest,Water
2237,Water,Water,Water,Water,Water,Water,Forest,Forest
2238,Water,Water,Water,Water,Water,Forest,Wetland,Forest
2239,Water,Water,Water,Water,Water,Forest,Water,Water
2240,Water,Water,Water,Water,Water,Forest,Water,Forest
2241,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2242,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2243,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2244,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2245,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2246,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2247,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2248,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2249,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2250,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2251,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2252,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2253,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2254,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2255,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2256,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2257,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2258,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2259,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2260,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2261,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2262,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2263,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2264,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2265,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2266,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2267,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2268,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2269,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2270,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2271,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2272,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2273,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2274,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2275,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2276,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2277,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2278,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2279,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2280,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2281,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2282,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2283,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2284,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
2285,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2286,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2287,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2288,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2289,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2290,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2291,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2292,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2293,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2294,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2295,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2296,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2297,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2298,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2299,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2300,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2301,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2302,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2303,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2304,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2305,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2306,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2307,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2308,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
2309,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2310,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2311,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2312,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
2313,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2314,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2315,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2316,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2317,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2318,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2319,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
2320,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2321,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2322,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2323,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2324,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2325,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2326,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2327,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2328,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2329,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
2330,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2331,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
2332,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2333,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2334,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2335,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2336,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2337,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2338,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
2339,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2340,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2341,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2342,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2343,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2344,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2345,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2346,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2347,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
2348,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2349,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2350,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2351,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2352,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2353,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2354,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2355,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2356,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
2357,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2358,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2359,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2360,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2361,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2362,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2363,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2364,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2365,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2366,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2367,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2368,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2369,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2370,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2371,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
2372,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2373,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
2374,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2375,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2376,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2377,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2378,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2379,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2380,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2381,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2382,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2383,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2384,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
2385,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2386,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2387,Water,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2388,Water,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
2389,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2390,Water,Forest,Water,NULL,Water,Water,Water,Wetland
2391,Water,Forest,Water,NULL,Water,Water,Forest,Grassland
2392,Water,Forest,Water,NULL,Water,Water,Forest,Wetland
2393,Water,Forest,Water,Non_Water,Water,Grassland,Water,Wetland
2394,Water,Forest,Water,Water,Water,Water,Water,Forest
2395,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2396,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2397,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2398,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2399,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2400,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2401,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2402,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2403,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2404,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2405,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2406,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2407,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2408,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2409,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2410,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2411,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2412,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
