Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVN_M_R
3045,Water,Water,Water,NULL,Water,Forest,Water,Forest
3046,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
3047,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
3048,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
3049,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
3050,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
3051,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3052,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3053,Water,Water,Water,Non_Water,Water,Water,Bareland,Grassland
3054,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
3055,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
3056,Water,Water,Water,Non_Water,Water,Water,Water,Water
3057,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3058,Water,Water,Water,Water,Water,NULL,Bareland,Water
3059,Water,Water,Water,Water,Water,NULL,Bareland,Forest
3060,Water,Water,Water,Water,Water,NULL,Water,Water
3061,Water,Water,Water,Water,Water,NULL,Water,Forest
3062,Water,Water,Water,Water,Water,Wetland,Water,Water
3063,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
3064,Water,Water,Water,Water,Water,Bareland,Wetland,Water
3065,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
3066,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
3067,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
3068,Water,Water,Water,Water,Water,Bareland,Bareland,Water
3069,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
3070,Water,Water,Water,Water,Water,Bareland,Water,Grassland
3071,Water,Water,Water,Water,Water,Bareland,Water,Bareland
3072,Water,Water,Water,Water,Water,Bareland,Water,Water
3073,Water,Water,Water,Water,Water,Bareland,Water,Forest
3074,Water,Water,Water,Water,Water,Bareland,Forest,Water
3075,Water,Water,Water,Water,Water,Water,Wetland,Water
3076,Water,Water,Water,Water,Water,Water,Wetland,Forest
3077,Water,Water,Water,Water,Water,Water,Bareland,Grassland
3078,Water,Water,Water,Water,Water,Water,Bareland,Bareland
3079,Water,Water,Water,Water,Water,Water,Bareland,Water
3080,Water,Water,Water,Water,Water,Water,Bareland,Forest
3081,Water,Water,Water,Water,Water,Water,Water,Bareland
3082,Water,Water,Water,Water,Water,Water,Water,Water
3083,Water,Water,Water,Water,Water,Water,Water,Forest
3084,Water,Water,Water,Water,Water,Water,Forest,Water
3085,Water,Water,Water,Water,Water,Forest,Bareland,Forest
3086,Water,Water,Water,Water,Water,Forest,Water,Water
3087,Water,Water,Water,Water,Water,Forest,Water,Forest
3088,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3089,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3090,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3091,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3092,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3093,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3094,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3095,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3096,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3097,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3098,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3099,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3100,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3101,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3102,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3103,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3104,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3105,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3106,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3107,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3108,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3109,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3110,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3111,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3112,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
3113,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3114,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3115,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3116,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
3117,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3118,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3119,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
3120,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
3121,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3122,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3123,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3124,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3125,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3126,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3127,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3128,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3129,Water,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3130,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3131,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3132,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3133,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3134,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3135,Water,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
3136,Water,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3137,Water,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3138,Water,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3139,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3140,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3141,Water,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3142,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3143,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3144,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3145,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
3146,Water,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3147,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3148,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3149,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
3150,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3151,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
3152,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3153,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Bareland
3154,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
3155,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
3156,Water,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
3157,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3158,Water,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
3159,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3160,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
3161,Water,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
3162,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
3163,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3164,Water,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
3165,Water,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3166,Water,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3167,Water,Forest,Water,NULL,Water,Bareland,Bareland,Water
3168,Water,Forest,Water,NULL,Water,Bareland,Bareland,Forest
3169,Water,Forest,Water,Non_Water,Water,NULL,Bareland,Forest
3170,Water,Forest,Water,Non_Water,Water,Bareland,Bareland,Forest
3171,Water,Forest,Water,Non_Water,Water,Forest,Bareland,Forest
3172,Water,Forest,Water,Water,Water,Bareland,Bareland,Grassland
3173,Water,Forest,Water,Water,Water,Bareland,Bareland,Bareland
3174,Water,Forest,Water,Water,Water,Bareland,Bareland,Water
3175,Water,Forest,Water,Water,Water,Bareland,Bareland,Forest
3176,Water,Forest,Water,Water,Water,Bareland,Water,Forest
3177,Water,Forest,Water,Water,Water,Water,Wetland,Forest
3178,Water,Forest,Water,Water,Water,Forest,Bareland,Forest
3179,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3180,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3181,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3182,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3183,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
3184,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3185,Water,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3186,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3187,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3188,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3189,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3190,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3191,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3192,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3193,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
3194,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3195,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3196,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3197,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3198,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3199,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3200,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3201,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3202,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3203,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3204,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3205,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3206,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3207,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3208,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3209,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3210,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3211,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3212,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3213,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3214,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3215,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3216,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3217,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3218,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3219,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3220,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3221,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3222,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3223,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3224,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3225,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3226,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3227,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3228,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3229,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3230,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3231,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3232,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3233,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3234,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3235,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3236,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
3237,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
3238,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3239,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3240,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3241,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3242,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3243,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3244,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3245,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3246,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3247,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3248,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3249,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3250,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3251,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3252,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3253,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3254,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3255,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3256,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3257,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3258,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3259,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3260,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3261,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
3262,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3263,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3264,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3265,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
3266,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3267,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3268,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3269,Permanent_ice_and_snow,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3270,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3271,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3272,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3273,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3274,Permanent_ice_and_snow,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3275,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3276,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3277,Permanent_ice_and_snow,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
3278,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3279,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3280,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3281,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3282,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
3283,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3284,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
3285,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
3286,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3287,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
3288,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3289,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3290,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3291,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3292,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3293,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
3294,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3295,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3296,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
3297,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Bareland,Water
3298,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3299,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
3300,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
3301,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
3302,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3303,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
3304,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
3305,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Bareland,Forest
3306,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3307,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3308,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3309,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3310,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3311,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
3312,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Wetland,Water
3313,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Bareland,Grassland
3314,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Bareland,Water
3315,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Bareland,Forest
3316,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Bareland,Forest
3317,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3318,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3319,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3320,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3321,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3322,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3323,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3324,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3325,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3326,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3327,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3328,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3329,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3330,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3331,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3332,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3333,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
3334,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3335,Permanent_ice_and_snow,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
3336,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3337,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3338,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3339,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3340,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3341,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3342,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3343,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3344,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3345,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3346,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3347,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3348,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3349,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3350,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3351,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3352,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3353,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3354,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3355,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3356,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3357,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3358,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3359,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3360,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
