Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZA_M_R
345,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
346,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
347,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
348,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
349,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
350,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
351,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
352,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
353,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
354,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
355,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
356,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
357,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
358,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
359,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
360,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
361,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
362,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
363,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
364,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
365,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
366,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
367,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
368,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
369,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
370,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
371,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
372,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
373,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
374,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
375,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
376,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
377,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
378,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
379,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
380,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
381,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
382,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
383,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
384,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
385,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
386,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
387,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
388,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
389,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
390,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
391,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
392,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
393,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
394,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
395,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
396,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
397,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
398,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
399,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
400,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
401,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
402,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
403,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
404,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
405,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
406,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
407,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
408,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
409,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
410,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
411,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
412,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
413,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
414,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
415,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
416,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
417,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
418,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
419,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
420,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
421,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
422,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
423,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
424,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
425,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
426,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
427,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
428,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
429,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
430,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
431,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
432,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
433,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
434,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
435,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
436,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
437,Cropland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
438,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
439,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
440,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
441,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
442,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
443,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
444,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
445,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
446,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
447,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
448,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
449,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
450,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
451,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
452,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
453,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
454,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
455,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
456,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
457,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
458,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
459,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
460,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
461,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
462,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
463,Wetland,NULL,Water,NULL,Water,Water,Water,Water
464,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
465,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
466,Wetland,NULL,Water,Water,Water,Water,Water,Water
467,Wetland,NULL,Water,Water,Water,Water,Water,Forest
468,Wetland,NULL,Water,Water,Water,Water,Forest,Wetland
469,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
470,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
471,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
472,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
473,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
474,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
475,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
476,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
477,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
478,Wetland,NULL,Forest,Water,Non_Wetland,Water,Forest,Wetland
479,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
480,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
481,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
482,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
483,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
484,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
485,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
486,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
487,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
488,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
489,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
490,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
491,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
492,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
493,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
494,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
495,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
496,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
497,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
498,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
499,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
500,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
501,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
502,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
503,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
504,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
505,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
506,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
507,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
508,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
509,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Forest
510,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
511,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
512,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
513,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
514,Wetland,Wetland,Water,Water,Water,Water,Water,Water
515,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
516,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Forest
517,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
518,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
519,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
520,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
521,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
522,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
523,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
524,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
525,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
526,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
527,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
528,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
529,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Water
530,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
531,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
532,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
533,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
534,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
535,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
536,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
537,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
538,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
539,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
540,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
541,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
542,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
543,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
544,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
545,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
546,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
547,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
548,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
549,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
550,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
551,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
552,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
553,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
554,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Forest
555,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
556,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
557,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
558,Wetland,Water,Water,NULL,Water,NULL,Water,Water
559,Wetland,Water,Water,NULL,Water,NULL,Water,Forest
560,Wetland,Water,Water,NULL,Water,Bareland,Grassland,Forest
561,Wetland,Water,Water,NULL,Water,Water,Wetland,Forest
562,Wetland,Water,Water,NULL,Water,Water,Water,Water
563,Wetland,Water,Water,NULL,Water,Water,Water,Forest
564,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
565,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
566,Wetland,Water,Water,Water,Water,NULL,Water,Water
567,Wetland,Water,Water,Water,Water,NULL,Water,Forest
568,Wetland,Water,Water,Water,Water,Grassland,Water,Forest
569,Wetland,Water,Water,Water,Water,Wetland,Water,Water
570,Wetland,Water,Water,Water,Water,Water,Water,Grassland
571,Wetland,Water,Water,Water,Water,Water,Water,Wetland
572,Wetland,Water,Water,Water,Water,Water,Water,Bareland
573,Wetland,Water,Water,Water,Water,Water,Water,Water
574,Wetland,Water,Water,Water,Water,Water,Water,Forest
575,Wetland,Water,Water,Water,Water,Water,Forest,Water
576,Wetland,Water,Water,Water,Water,Water,Forest,Forest
577,Wetland,Water,Water,Water,Water,Forest,Water,Forest
578,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
579,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
580,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
581,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
582,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
583,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
584,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
585,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
586,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
587,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
588,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
589,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
590,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
591,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
592,Wetland,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
593,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
594,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
595,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
596,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
597,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
598,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
599,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
600,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
601,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
602,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
603,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
604,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
605,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
606,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
607,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
608,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
609,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
610,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
611,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
612,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
613,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
614,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
615,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
616,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
617,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
618,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
619,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
620,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
621,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
622,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
623,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
624,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
625,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
626,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
627,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
628,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
629,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
630,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
631,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
632,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
633,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
634,Bareland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
635,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
636,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Forest
637,Bareland,Water,Water,NULL,Water,Water,Water,Forest
638,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
639,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
640,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
641,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
642,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
643,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
644,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
645,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
646,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
647,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
648,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
649,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
650,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
651,Bareland,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
652,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
653,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
654,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
655,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
656,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
657,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
658,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
659,Bareland,Forest,Water,NULL,Water,Water,Bareland,Water
660,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Bareland
661,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Water
662,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
663,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
664,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
665,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
666,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
667,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
668,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
669,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
670,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
671,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
672,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
673,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
674,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
675,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
676,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
677,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
678,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Water
679,Bareland,Forest,Forest,Water,Non_Wetland,Water,Bareland,Water
680,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
681,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
682,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
683,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
684,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
685,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
686,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
687,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
688,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
689,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
690,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
691,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
692,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
693,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
694,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
695,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
696,Water,NULL,Water,Non_Water,Water,Water,Water,Bareland
697,Water,NULL,Water,Non_Water,Water,Water,Water,Water
698,Water,NULL,Water,Water,Water,Water,Water,Grassland
699,Water,NULL,Water,Water,Water,Water,Water,Bareland
700,Water,NULL,Water,Water,Water,Water,Water,Water
701,Water,NULL,Water,Water,Water,Water,Water,Forest
702,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
703,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
