Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTU_M_R
339,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
340,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
341,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
342,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
343,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
344,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
345,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
346,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
347,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
349,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
350,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
351,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
352,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
353,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
354,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
355,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
356,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
357,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
358,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
359,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
360,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
361,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
362,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
363,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
364,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
365,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
366,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
368,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
369,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
370,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
371,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
373,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
374,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
376,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
377,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
378,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
379,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
380,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
382,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
383,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
384,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
385,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
386,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
387,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
388,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
389,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
390,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
391,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
392,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
393,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
394,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
395,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
396,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
397,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
398,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
399,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
400,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
401,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
402,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
403,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
404,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
405,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
406,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
407,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
408,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
409,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
410,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
412,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
413,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
414,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
415,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
416,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
417,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
418,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
419,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
420,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
421,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
422,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
424,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
425,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
426,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
428,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
429,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
430,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
431,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
432,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
433,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
435,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
436,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
437,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
438,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
439,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
440,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
441,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
442,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
443,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
444,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
445,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
446,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
448,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
449,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
450,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
451,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
452,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
453,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
454,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
455,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
456,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
457,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
458,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
459,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
460,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
461,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
462,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
463,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
464,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
465,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
466,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
467,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
469,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
470,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
471,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
472,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
473,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
474,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
475,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
476,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
477,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
478,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
479,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
480,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
481,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
482,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
483,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
484,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
485,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
486,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
487,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
489,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
490,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
491,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
492,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
493,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
495,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
496,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
497,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
498,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
499,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
500,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
501,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
502,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
504,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
505,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
507,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
508,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
509,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
510,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
511,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
512,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
513,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
514,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
515,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
516,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
517,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
518,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
519,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
520,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
521,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
522,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
523,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
524,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
525,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
526,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
527,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
528,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
529,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
530,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
531,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
532,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
533,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
534,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
535,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
536,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
537,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
538,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
539,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
540,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
541,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
542,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
543,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
544,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
545,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
546,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
547,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
548,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
550,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
551,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
552,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
553,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
555,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
557,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
558,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
559,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
560,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
561,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
562,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
563,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
564,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
565,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
566,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
567,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
569,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
570,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
571,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
572,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
573,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
574,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
575,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
576,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
577,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
578,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
579,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
580,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
581,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
582,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
583,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
584,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
585,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
586,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
587,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
588,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
589,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
590,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
591,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
592,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
593,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
594,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
595,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
596,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
597,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
598,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
599,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
600,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
601,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
602,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
603,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
604,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
605,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
606,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
607,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
608,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
609,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
610,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
611,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
612,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
613,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
614,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
615,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
616,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
617,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
618,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
619,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
620,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
621,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
622,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
623,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
624,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
625,Bareland,Cropland,Water,NULL,Water,NULL,NULL,NULL
626,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
627,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
628,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
629,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
630,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
631,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
632,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
633,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
634,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
635,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
636,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
637,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
638,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
639,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
640,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
641,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
642,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
643,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
645,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
646,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
647,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
648,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
649,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
650,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
651,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
652,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
654,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
655,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
656,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
657,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
658,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
659,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
660,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
661,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
662,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
663,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
664,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
666,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
667,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
668,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
669,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
670,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
671,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
672,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
673,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
674,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
675,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
676,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
677,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
678,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
679,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
