Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWQ_M_R
687,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
688,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
689,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
690,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
691,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
692,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
693,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
694,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
695,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
696,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
697,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
698,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
699,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
700,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
701,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
702,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
703,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
704,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
705,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
706,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
707,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
708,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
709,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
710,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
711,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
712,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
713,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
714,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
715,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
716,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
717,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
718,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
719,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
720,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
721,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
722,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
723,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
724,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
725,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
726,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
727,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
728,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
729,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
730,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
731,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
732,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
733,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
734,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
735,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
736,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
737,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
738,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
739,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
740,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
741,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
742,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
743,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
744,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
745,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
746,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
747,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
748,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
749,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
750,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
751,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
752,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
753,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
754,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
755,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
756,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
757,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
758,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
759,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
760,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
761,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
762,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
763,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
764,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
765,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
766,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
767,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
768,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
769,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
770,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
771,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
772,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
773,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
774,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
775,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
776,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
777,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
778,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
779,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
780,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
781,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
782,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
783,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
785,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
786,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
787,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
788,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
789,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
790,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
791,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
792,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
793,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
794,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
795,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
796,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
797,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
798,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
799,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
800,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
801,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
803,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
804,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
805,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
806,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
807,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
808,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
809,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
810,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
811,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
812,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
813,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
814,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
815,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
816,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
817,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
818,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
819,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
820,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
821,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
822,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
823,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
824,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
825,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
826,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
828,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
829,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
830,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
831,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
832,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
833,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
834,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
835,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
836,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
837,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
838,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
839,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
840,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
841,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
842,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
843,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
844,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
845,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
846,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
847,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
848,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
849,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
850,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
851,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
852,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
853,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
854,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
855,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
856,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
857,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
858,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
859,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
860,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
861,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
862,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
863,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
864,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
865,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
866,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
867,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
868,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
869,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
870,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
871,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
872,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
873,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
874,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
875,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
876,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
877,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
878,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
879,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
880,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
881,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
882,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
884,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
885,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
886,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
887,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
888,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
889,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
890,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
891,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
892,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
893,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
894,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
895,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
896,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
897,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
898,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
899,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
900,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
901,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
903,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
904,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
905,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
906,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
907,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
908,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
909,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
910,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
911,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
912,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
913,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
914,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
916,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
917,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
918,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
919,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
920,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
921,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
922,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
923,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
925,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
926,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
927,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
928,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
929,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
930,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
931,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
932,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
933,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
934,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
935,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
936,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
937,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
938,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
939,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
940,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
941,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
942,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
943,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
944,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
945,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
946,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
947,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
948,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
949,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
950,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
952,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
953,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
954,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
955,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
956,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
957,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
958,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
959,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
960,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
961,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
962,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
963,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
964,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
965,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
966,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
967,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
968,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
969,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
970,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
971,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
972,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
973,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
974,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
975,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
976,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
977,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
978,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
979,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
980,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
981,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
982,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
983,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
984,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
985,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
986,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
987,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
988,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
989,Wetland,Water,Water,Water,Water,NULL,NULL,Water
990,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
991,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
992,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
993,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
994,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
995,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
996,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
997,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
999,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1000,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1001,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1002,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1003,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1005,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1006,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1008,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1010,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1011,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1012,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1013,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1014,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1015,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1016,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1017,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1018,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1019,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1020,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1021,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1022,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1025,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1026,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1027,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
