Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNR_M_R
6714,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6715,Water,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Bareland
6716,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
6717,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
6718,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
6719,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6720,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
6721,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6722,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
6723,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
6724,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
6725,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
6726,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
6727,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
6728,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
6729,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
6730,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
6731,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
6732,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6733,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6734,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
6735,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6736,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
6737,Water,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Bareland
6738,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6739,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6740,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
6741,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
6742,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6743,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Cropland
6744,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
6745,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6746,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
6747,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6748,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6749,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6750,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
6751,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6752,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6753,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6754,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6755,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6756,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6757,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6758,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6759,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6760,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6761,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6762,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6763,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6764,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6765,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6766,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6767,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6768,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
6769,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6770,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6771,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6772,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6773,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6774,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6775,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6776,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6777,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6778,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6779,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
6780,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
6781,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6782,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6783,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
6784,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6785,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6786,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6787,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
6788,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6789,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6790,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6791,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6792,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
6793,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6794,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6795,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6796,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6797,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6798,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
6799,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6800,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6801,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6802,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6803,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6804,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6805,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6806,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6807,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
6808,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6809,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6810,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
6811,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6812,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6813,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6814,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6815,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
6816,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6817,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6818,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
6819,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6820,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6821,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Water
6822,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
6823,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
6824,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6825,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
6826,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6827,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6828,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
6829,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
6830,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
6831,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6832,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
6833,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6834,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
6835,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
6836,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
6837,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6838,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6839,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
6840,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
6841,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
6842,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6843,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6844,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
6845,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
6846,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
6847,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6848,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6849,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6850,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6851,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Cropland
6852,Water,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
6853,Water,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
6854,Water,NULL,Wetland,NULL,Wetland,Cropland,Water,Water
6855,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
6856,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
6857,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
6858,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6859,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6860,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
6861,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6862,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6863,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6864,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6865,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
6866,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
6867,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6868,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6869,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6870,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
6871,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6872,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6873,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
6874,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6875,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6876,Water,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
6877,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6878,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6879,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6880,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
6881,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
6882,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
6883,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
6884,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
6885,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
6886,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
6887,Water,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
6888,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
6889,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
6890,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6891,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6892,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
6893,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
6894,Water,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
6895,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
6896,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
6897,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
6898,Water,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
6899,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6900,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6901,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
6902,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
6903,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
6904,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
6905,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6906,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
6907,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
6908,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
6909,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
6910,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6911,Water,NULL,Bareland,NULL,Non_Wetland,Built-up,Water,Grassland
6912,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
6913,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6914,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6915,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
6916,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
6917,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6918,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6919,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6920,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
6921,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6922,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
6923,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
6924,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
6925,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
6926,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
6927,Water,NULL,Bareland,Water,Non_Wetland,Cropland,Water,Water
6928,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
6929,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Bareland
6930,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
6931,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
6932,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6933,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6934,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
6935,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6936,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6937,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6938,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
6939,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6940,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
6941,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6942,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
6943,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
6944,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
6945,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6946,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
6947,Water,NULL,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
6948,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
6949,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6950,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6951,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6952,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6953,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6954,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6955,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6956,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6957,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
6958,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
6959,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
6960,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
6961,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
6962,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6963,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6964,Water,NULL,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Cropland
6965,Water,NULL,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Water
6966,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
6967,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
6968,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
6969,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Bareland
6970,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
6971,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
6972,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
6973,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
6974,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
6975,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
6976,Water,NULL,Water,NULL,Water,NULL,NULL,Water
6977,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
6978,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
6979,Water,NULL,Water,NULL,Water,NULL,Grassland,Bareland
6980,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
6981,Water,NULL,Water,NULL,Water,NULL,Grassland,Forest
6982,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
6983,Water,NULL,Water,NULL,Water,NULL,Water,Bareland
6984,Water,NULL,Water,NULL,Water,NULL,Water,Water
6985,Water,NULL,Water,NULL,Water,NULL,Water,Forest
6986,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
6987,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6988,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
6989,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
6990,Water,NULL,Water,NULL,Water,Grassland,Water,Water
6991,Water,NULL,Water,NULL,Water,Wetland,NULL,Forest
6992,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
6993,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
6994,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6995,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
6996,Water,NULL,Water,NULL,Water,Water,NULL,Bareland
6997,Water,NULL,Water,NULL,Water,Water,NULL,Water
6998,Water,NULL,Water,NULL,Water,Water,NULL,Forest
6999,Water,NULL,Water,NULL,Water,Water,Grassland,NULL
7000,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
7001,Water,NULL,Water,NULL,Water,Water,Grassland,Water
7002,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
7003,Water,NULL,Water,NULL,Water,Water,Water,Grassland
7004,Water,NULL,Water,NULL,Water,Water,Water,Water
7005,Water,NULL,Water,NULL,Water,Water,Water,Forest
7006,Water,NULL,Water,NULL,Water,Forest,NULL,Wetland
7007,Water,NULL,Water,NULL,Water,Forest,Grassland,Grassland
7008,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
7009,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
7010,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
7011,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
7012,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
7013,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Water
7014,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
7015,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
7016,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
7017,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
7018,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
7019,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
7020,Water,NULL,Water,Non_Water,Water,Water,NULL,Forest
7021,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
7022,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
7023,Water,NULL,Water,Non_Water,Water,Water,Water,Water
7024,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
7025,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
7026,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
7027,Water,NULL,Water,Water,Water,NULL,NULL,Water
7028,Water,NULL,Water,Water,Water,NULL,NULL,Forest
7029,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
7030,Water,NULL,Water,Water,Water,NULL,Grassland,Bareland
7031,Water,NULL,Water,Water,Water,NULL,Grassland,Forest
7032,Water,NULL,Water,Water,Water,NULL,Water,Grassland
7033,Water,NULL,Water,Water,Water,NULL,Water,Bareland
7034,Water,NULL,Water,Water,Water,NULL,Water,Water
7035,Water,NULL,Water,Water,Water,NULL,Water,Forest
7036,Water,NULL,Water,Water,Water,Grassland,NULL,Grassland
7037,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
7038,Water,NULL,Water,Water,Water,Grassland,Grassland,Wetland
7039,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
7040,Water,NULL,Water,Water,Water,Grassland,Water,Water
7041,Water,NULL,Water,Water,Water,Wetland,NULL,Grassland
7042,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
7043,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
7044,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
7045,Water,NULL,Water,Water,Water,Wetland,Water,Forest
7046,Water,NULL,Water,Water,Water,Water,NULL,Bareland
7047,Water,NULL,Water,Water,Water,Water,NULL,Water
7048,Water,NULL,Water,Water,Water,Water,NULL,Forest
7049,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
7050,Water,NULL,Water,Water,Water,Water,Grassland,Cropland
7051,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
7052,Water,NULL,Water,Water,Water,Water,Grassland,Water
7053,Water,NULL,Water,Water,Water,Water,Water,Grassland
7054,Water,NULL,Water,Water,Water,Water,Water,Wetland
7055,Water,NULL,Water,Water,Water,Water,Water,Bareland
7056,Water,NULL,Water,Water,Water,Water,Water,Water
7057,Water,NULL,Water,Water,Water,Water,Water,Forest
7058,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7059,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7060,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
7061,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7062,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7063,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
7064,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
7065,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7066,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7067,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
7068,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
7069,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7070,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7071,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7072,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7073,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7074,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
7075,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7076,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
