Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R
1471,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1472,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1473,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1474,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1475,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1476,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1477,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1478,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1479,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1480,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1481,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1482,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1483,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1484,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1485,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1486,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1487,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1488,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1489,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1490,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1491,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1492,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1493,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1494,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1495,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1496,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1497,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1498,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1499,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1500,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1501,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1502,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1503,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1504,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1505,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1506,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1507,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1508,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1509,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1510,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1511,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1512,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1513,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1514,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1515,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1516,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1517,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1518,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1519,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1520,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1521,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1522,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1523,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1524,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1525,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1526,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1527,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1528,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1529,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1530,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1531,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1532,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1533,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1534,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1535,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1536,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1537,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1538,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1539,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1540,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1541,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1542,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1543,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1544,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1545,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1546,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1547,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1548,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1549,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1550,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1551,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1552,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1553,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1554,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1555,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1556,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1557,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1558,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1559,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1560,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1561,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1562,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1563,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1564,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1565,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1566,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1567,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1568,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1569,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1570,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1571,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1572,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1573,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1574,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1575,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1576,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1577,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1578,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1579,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1580,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1581,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1582,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1583,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1584,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1585,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1586,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1587,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1588,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1589,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1590,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1591,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1592,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1593,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1594,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1595,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1596,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1597,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1598,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1599,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1600,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1601,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1602,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1603,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1604,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1605,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1606,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1607,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1608,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1609,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1610,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1611,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1612,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1613,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1614,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1615,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1616,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1617,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1618,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1619,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1620,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1621,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1623,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1624,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1625,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1626,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1627,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1628,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1629,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1630,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1631,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1632,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1633,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1634,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1635,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1636,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1637,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1638,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1639,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1640,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1641,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1642,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1643,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1645,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1646,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1647,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1648,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1649,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1650,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1651,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1652,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1653,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1654,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1655,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1656,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1657,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1658,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1659,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1660,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1661,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1662,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1663,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1664,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1665,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1666,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1667,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1668,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1669,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1670,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1671,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1672,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1673,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1674,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1675,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1676,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1677,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1678,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
1679,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1680,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1681,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1682,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1683,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1684,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1685,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1686,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1687,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1688,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1689,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1690,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1691,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1692,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1693,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1694,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1695,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1696,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1697,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1698,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1699,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1700,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1701,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1702,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1703,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1704,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1705,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1706,Water,NULL,Water,NULL,Water,NULL,NULL,Built-up
1707,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1708,Water,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1709,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1710,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1711,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1712,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1713,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1714,Water,NULL,Water,Water,Water,NULL,NULL,NULL
1715,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1716,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1717,Water,NULL,Water,Water,Water,NULL,NULL,Water
1718,Water,NULL,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
1719,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1720,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1721,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1722,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1723,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1724,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Forest
1725,Water,NULL,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Water
1726,Water,NULL,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1727,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1728,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1729,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1730,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1731,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1732,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1733,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1734,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1735,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1736,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1737,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1738,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1739,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1740,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1741,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1742,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1743,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1744,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1745,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1746,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1747,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1748,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1749,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1750,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1751,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1752,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1753,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1754,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1755,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1756,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1757,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1758,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1759,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1760,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1761,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1762,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1763,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1764,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1765,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1766,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1767,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1768,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1769,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1770,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1771,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Built-up
1772,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1773,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1774,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1775,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1776,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1777,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1778,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1779,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
1780,Water,Cropland,Water,Water,Water,NULL,NULL,Built-up
1781,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1782,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1783,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1784,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1785,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1786,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1787,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1789,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1790,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1791,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1792,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1793,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1794,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1795,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1796,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1797,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1798,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1799,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1800,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1801,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1802,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1803,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1804,Water,Wetland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1805,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1806,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1807,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1808,Water,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1809,Water,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1810,Water,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
