Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R
3480,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3481,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3482,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3483,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3484,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3485,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3486,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3487,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3488,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3489,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3490,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3491,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3492,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3493,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3494,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3495,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3496,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3497,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3498,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3499,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3500,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3501,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3502,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3503,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3504,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3505,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3506,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3507,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3508,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3509,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3510,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3511,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3512,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3513,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3514,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3515,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3516,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3517,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
3518,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
3519,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3520,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3521,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3522,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3523,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3524,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3525,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3526,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3527,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3528,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3529,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3530,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3531,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3532,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3533,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3534,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3535,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3536,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3537,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3538,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
3539,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3540,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3541,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3542,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3543,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3544,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3545,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3546,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3547,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3548,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3549,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3550,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3551,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3552,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3553,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3554,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3555,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
3556,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3557,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3558,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3559,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3560,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3561,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3562,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3563,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3564,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3565,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3566,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3567,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3568,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3569,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3570,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3571,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3572,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3573,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3574,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3575,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3576,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3577,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3578,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3579,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3580,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3581,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3582,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3583,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3584,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
3585,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3586,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3587,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3588,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3589,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3590,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3591,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3592,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3593,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3594,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3595,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3596,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3597,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3598,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3599,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3600,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3601,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3602,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
3603,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3604,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3605,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3606,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3607,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3608,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3609,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3610,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3611,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3612,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3613,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3614,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3615,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3616,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3617,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3618,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
3619,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3620,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3621,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3622,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3623,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3624,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3625,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3626,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3627,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3628,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3629,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3630,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3631,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3632,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3633,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3634,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3635,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
3636,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3637,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3638,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3639,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3640,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3641,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
3642,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3643,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
3644,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3645,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3646,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3647,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3648,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3649,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3650,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3651,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3652,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3653,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3654,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Built-up
3655,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3656,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3657,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3658,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3659,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3660,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3661,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
3662,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
3663,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Bareland
3664,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
3665,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3666,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3667,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
3668,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
3669,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
3670,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3671,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3672,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3673,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3674,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3675,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
3676,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3677,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3678,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
3679,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3680,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
3681,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3682,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3683,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
3684,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
3685,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3686,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3687,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3688,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Grassland
3689,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3690,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3691,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3692,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3693,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3694,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3695,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3696,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3697,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
3698,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3699,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3700,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3701,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
3702,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3703,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3704,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3705,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3706,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3707,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3708,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3709,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3710,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3711,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3712,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3713,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3714,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3715,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3716,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3717,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
3718,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3719,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3720,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3721,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3722,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3723,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3724,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3725,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3726,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3727,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3728,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3729,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3730,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3731,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3732,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3733,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3734,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3735,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3736,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3737,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3738,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3739,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3740,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3741,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
3742,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3743,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
3744,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3745,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
3746,Cropland,NULL,Water,NULL,Water,NULL,NULL,Built-up
3747,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
3748,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
3749,Cropland,NULL,Water,NULL,Water,NULL,Bareland,Bareland
3750,Cropland,NULL,Water,NULL,Water,NULL,Water,Grassland
3751,Cropland,NULL,Water,NULL,Water,NULL,Water,Built-up
3752,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
3753,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Cropland
3754,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Bareland
3755,Cropland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
3756,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
3757,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Water
3758,Cropland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
3759,Cropland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
3760,Cropland,NULL,Water,NULL,Water,Bareland,Water,Grassland
3761,Cropland,NULL,Water,NULL,Water,Bareland,Water,Bareland
3762,Cropland,NULL,Water,NULL,Water,Bareland,Water,Built-up
3763,Cropland,NULL,Water,NULL,Water,Bareland,Water,Water
3764,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3765,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
3766,Cropland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
3767,Cropland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
3768,Cropland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
3769,Cropland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
3770,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
3771,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
3772,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
3773,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
3774,Cropland,NULL,Water,Water,Water,NULL,Grassland,Grassland
3775,Cropland,NULL,Water,Water,Water,NULL,Bareland,Grassland
3776,Cropland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
3777,Cropland,NULL,Water,Water,Water,Bareland,Water,Bareland
3778,Cropland,NULL,Water,Water,Water,Water,Water,Water
3779,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3780,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3781,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3782,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3783,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3784,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3785,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3786,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3787,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3788,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3789,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3790,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3791,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3792,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3793,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3794,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3795,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3796,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3797,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3798,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3799,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3800,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3801,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3802,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3803,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3804,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3805,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
