Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGF_M_R
343,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
344,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
345,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
347,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
348,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
349,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
350,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
351,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
352,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
353,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
354,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
355,Bareland,Water,Water,Water,Water,NULL,NULL,Water
356,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
357,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
358,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
359,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
360,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
361,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
362,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
363,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
364,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
365,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
367,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
368,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
369,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
371,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
372,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
373,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
374,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
375,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
376,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
377,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
378,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
379,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
380,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
381,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
382,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
383,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
384,Water,NULL,Water,NULL,Water,NULL,NULL,Water
385,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
386,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
387,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
388,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
389,Water,NULL,Water,Water,Water,NULL,NULL,Water
390,Water,NULL,Water,Water,Water,NULL,NULL,Forest
391,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
392,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
393,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
394,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
395,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
396,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
397,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
398,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
399,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
400,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
401,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
402,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
403,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
404,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
405,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
406,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
407,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
408,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
409,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
410,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
411,Water,Wetland,Water,NULL,Water,NULL,NULL,NULL
412,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
413,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
414,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
415,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
416,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
417,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
418,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
419,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
420,Water,Wetland,Water,Water,Water,NULL,NULL,Water
421,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
422,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
423,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
424,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
425,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
426,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
427,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
428,Water,Bareland,Water,Water,Water,NULL,NULL,Water
429,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
430,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
431,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
432,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
433,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
434,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
435,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
436,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
437,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
438,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
439,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
440,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
441,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
442,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
443,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
444,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
445,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
446,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
447,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
448,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
449,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
450,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
451,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
452,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
453,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
454,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
455,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
456,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
457,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
458,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
459,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
460,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
461,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
462,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
463,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
464,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
465,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
466,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
467,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
468,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
469,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
470,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
471,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
472,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
473,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
474,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
475,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
476,Water,Water,Water,NULL,Water,NULL,NULL,Water
477,Water,Water,Water,NULL,Water,NULL,NULL,Forest
478,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
479,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
480,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
481,Water,Water,Water,Water,Water,NULL,NULL,Grassland
482,Water,Water,Water,Water,Water,NULL,NULL,Wetland
483,Water,Water,Water,Water,Water,NULL,NULL,Bareland
484,Water,Water,Water,Water,Water,NULL,NULL,Water
485,Water,Water,Water,Water,Water,NULL,NULL,Forest
486,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
487,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
488,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
489,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
490,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
491,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
492,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
493,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
494,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
495,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
496,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
497,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
498,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
499,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
500,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
501,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
502,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
503,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
504,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
505,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
506,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
507,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
508,Water,Forest,Water,Water,Water,NULL,NULL,Forest
509,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
510,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
511,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
512,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
513,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
515,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
516,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
517,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
518,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
519,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
520,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
521,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
522,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
523,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
524,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
525,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
526,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
527,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
528,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
529,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
530,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
531,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
532,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
533,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
534,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
535,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
536,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
537,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
538,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
539,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
540,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
541,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
543,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
544,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
545,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
546,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
547,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
549,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
550,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
551,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
553,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
554,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
555,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
556,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
558,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
559,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
560,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
561,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
562,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
563,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
564,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
566,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
567,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
568,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
569,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
570,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
571,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
572,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
573,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
574,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
575,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
576,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
577,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
578,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
579,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
580,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
581,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
582,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
583,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
584,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
585,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
586,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
587,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
588,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
589,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
590,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
591,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
592,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
593,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
594,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
595,Forest,NULL,Water,Water,Water,NULL,NULL,Water
596,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
597,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
598,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
599,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
600,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
601,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
602,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
603,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
604,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
605,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
606,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
607,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
608,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
609,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
610,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
612,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
613,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
615,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
616,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
617,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
618,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
619,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
620,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
621,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
622,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
623,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
624,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
625,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
626,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
627,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
628,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
629,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
630,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
631,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
632,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
633,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
634,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
635,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
636,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
637,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
638,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
639,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
640,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
641,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
642,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
643,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
644,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
645,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
648,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
649,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
651,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
652,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
653,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
655,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
656,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
657,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
658,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
659,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
660,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
661,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
662,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
663,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
664,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
665,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
666,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
668,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
669,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
670,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
671,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
672,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
673,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
674,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
675,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
676,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
677,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
679,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
680,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
681,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
682,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
683,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
684,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
685,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
686,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
687,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
688,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
689,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
690,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
691,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
692,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
693,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
694,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
695,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
696,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
697,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
698,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
699,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
700,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
701,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
702,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
703,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
704,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
705,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
706,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
707,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
