Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKM_M_R
5533,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5534,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5535,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5536,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5537,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5538,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5539,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5540,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5541,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5542,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5543,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5544,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5545,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5546,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5547,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5548,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5549,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5550,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5551,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5552,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5553,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5554,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5555,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5556,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5557,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5558,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5559,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5560,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
5561,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5562,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5563,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5564,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5565,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5566,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5567,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5568,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5569,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5570,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5571,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5572,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5573,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5574,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5575,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5576,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5577,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5578,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
5579,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
5580,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5581,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5582,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5583,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
5584,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5585,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5586,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5587,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5588,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5589,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5590,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5591,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5592,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5593,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5594,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5595,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5596,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5597,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5598,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5599,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5600,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5601,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5602,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5603,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5604,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
5605,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
5606,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5607,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5608,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5609,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5610,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5611,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5612,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5613,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5614,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5615,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5616,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5617,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5618,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5619,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5620,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5621,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5622,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
5623,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5624,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5625,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5626,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5627,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
5628,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5629,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5630,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5631,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5632,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5633,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5634,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5635,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5636,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5637,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5638,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5639,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5640,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5641,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5642,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5643,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5644,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5645,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5646,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5647,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5648,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5649,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5650,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5651,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5652,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5653,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5654,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5655,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5656,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5657,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5658,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
5659,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5660,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5661,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5662,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
5663,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5664,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5665,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5666,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5667,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
5668,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5669,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
5670,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5671,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5672,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5673,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5674,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5675,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5676,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5677,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5678,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
5679,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
5680,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
5681,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5682,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5683,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
5684,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5685,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5686,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5687,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5688,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5689,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5690,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5691,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5692,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5693,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5694,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5695,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5696,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
5697,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5698,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5699,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
5700,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5701,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5702,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5703,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5704,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5705,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5706,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5707,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5708,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5709,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5710,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
5711,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5712,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5713,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5714,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5715,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5716,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5717,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5718,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5719,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5720,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5721,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5722,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5723,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5724,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5725,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5726,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5727,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
5728,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5729,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
5730,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5731,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5732,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5733,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5734,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5735,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5736,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5737,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5738,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5739,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5740,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5741,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5742,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5743,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5744,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5745,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5746,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5747,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5748,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5749,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5750,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5751,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5752,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5753,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5754,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5755,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5756,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5757,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5758,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5759,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5760,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5761,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5762,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5763,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5764,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5765,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5766,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5767,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5768,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5769,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5770,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5771,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5772,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5773,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5774,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5775,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5776,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
5777,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
5778,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5779,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
5780,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5781,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5782,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5783,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Built-up
5784,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
5785,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5786,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5787,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5788,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
5789,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5790,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
5791,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
5792,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
5793,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5794,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5795,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5796,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5797,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5798,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5799,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5800,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5801,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5802,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5803,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5804,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5805,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5806,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5807,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5808,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5809,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5810,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5811,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5812,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5813,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5814,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
5815,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5816,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5817,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5818,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5819,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5820,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5821,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5822,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
5823,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5824,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
5825,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5826,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5827,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5828,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5829,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5830,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5831,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5832,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5833,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5834,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5835,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5836,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5837,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5838,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5839,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5840,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5841,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5842,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5843,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5844,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5845,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5846,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5847,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5848,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
5849,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
