Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R
3658,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3659,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3660,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3661,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3662,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3663,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3664,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3665,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3666,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3667,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3668,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3669,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3670,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3671,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3672,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3673,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3674,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3675,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3676,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3677,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3678,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3679,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3680,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3681,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3682,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
3683,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3684,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3685,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3686,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3687,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
3688,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3689,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
3690,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3691,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3692,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3693,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3694,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3695,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3696,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3697,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3698,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3699,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3700,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
3701,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3702,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3703,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
3704,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
3705,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
3706,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3707,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3708,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
3709,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
3710,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
3711,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3712,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3713,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
3714,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3715,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3716,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3717,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3718,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3719,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
3720,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3721,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3722,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3723,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3724,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3725,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3726,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3727,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3728,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3729,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3730,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3731,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3732,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3733,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3734,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3735,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3736,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3737,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3738,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3739,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3740,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3741,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3742,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3743,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
3744,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3745,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3746,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3747,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3748,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3749,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3750,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3751,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3752,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3753,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3754,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3755,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3756,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
3757,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3758,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3759,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3760,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
3761,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3762,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3763,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3764,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3765,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
3766,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3767,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3768,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
3769,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3770,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3771,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
3772,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3773,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3774,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3775,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3776,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3777,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
3778,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3779,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3780,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3781,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3782,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Water
3783,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3784,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3785,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Water,Water
3786,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3787,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3788,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3789,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3790,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3791,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3792,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3793,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3794,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3795,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3796,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3797,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3798,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
3799,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3800,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3801,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3802,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3803,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3804,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3805,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3806,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3807,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3808,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3809,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3810,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3811,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3812,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3813,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3814,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3815,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3816,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3817,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3818,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3819,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3820,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3821,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3822,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3823,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3824,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3825,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3826,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3827,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3828,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3829,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3830,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3831,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3832,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3833,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3834,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3835,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3836,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3837,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3838,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3839,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3840,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3841,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3842,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3843,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3844,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3845,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
3846,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3847,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3848,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3849,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3850,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3851,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3852,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3853,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3854,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3855,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3856,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3857,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3858,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3859,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3860,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3861,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3862,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3863,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3864,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3865,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3866,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3867,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3868,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3869,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3870,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3871,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3872,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3873,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3874,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3875,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
3876,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3877,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3878,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3879,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
3880,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
3881,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3882,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3883,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3884,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3885,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
3886,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3887,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3888,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
3889,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3890,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3891,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3892,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3893,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3894,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3895,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3896,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3897,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3898,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3899,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3900,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3901,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3902,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
3903,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
3904,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3905,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3906,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
3907,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
3908,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
3909,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3910,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3911,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
3912,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3913,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3914,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3915,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3916,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3917,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3918,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3919,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3920,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3921,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3922,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3923,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3924,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3925,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3926,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3927,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3928,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3929,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3930,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3931,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3932,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3933,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3934,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3935,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3936,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3937,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3938,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3939,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
3940,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3941,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3942,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3943,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3944,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3945,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3946,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3947,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3948,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3949,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3950,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3951,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3952,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3953,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3954,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
3955,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3956,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
3957,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3958,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3959,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3960,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
3961,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3962,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3963,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
