Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKF_M_R
332,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
333,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
334,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
335,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
336,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
337,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
338,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
339,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
340,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
341,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
342,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
343,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
344,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
345,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
346,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
347,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
348,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
349,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
350,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
351,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
352,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
353,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
354,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
355,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
356,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
357,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
358,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
359,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
360,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
361,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
362,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
363,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
364,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
365,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
366,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Bareland
367,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
368,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
369,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
370,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
371,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
372,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
373,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Bareland
374,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
375,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Bareland
376,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
377,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
378,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
379,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
380,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Bareland
381,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
382,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
383,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
384,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
385,Water,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
386,Water,NULL,Water,NULL,Water,NULL,Grassland,Forest
387,Water,NULL,Water,NULL,Water,NULL,Forest,Grassland
388,Water,NULL,Water,NULL,Water,NULL,Forest,Forest
389,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
390,Water,NULL,Water,NULL,Water,Grassland,NULL,Forest
391,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
392,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
393,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
394,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
395,Water,NULL,Water,NULL,Water,Grassland,Water,Bareland
396,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
397,Water,NULL,Water,NULL,Water,Grassland,Forest,Grassland
398,Water,NULL,Water,NULL,Water,Grassland,Forest,Bareland
399,Water,NULL,Water,NULL,Water,Grassland,Forest,Forest
400,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
401,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
402,Water,NULL,Water,NULL,Water,Water,Water,Bareland
403,Water,NULL,Water,NULL,Water,Water,Water,Forest
404,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
405,Water,NULL,Water,NULL,Water,Water,Forest,Forest
406,Water,NULL,Water,NULL,Water,Forest,Grassland,Grassland
407,Water,NULL,Water,NULL,Water,Forest,Grassland,Bareland
408,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
409,Water,NULL,Water,NULL,Water,Forest,Water,Grassland
410,Water,NULL,Water,NULL,Water,Forest,Water,Forest
411,Water,NULL,Water,NULL,Water,Forest,Forest,Grassland
412,Water,NULL,Water,NULL,Water,Forest,Forest,Bareland
413,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
414,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
415,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
416,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
417,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
418,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
419,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
420,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
421,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
422,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
423,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
424,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
425,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
427,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
428,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
429,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
430,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
431,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
432,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
433,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
434,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
435,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
436,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
437,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
438,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
439,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
440,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
441,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
442,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
443,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
444,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
445,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
446,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
447,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
448,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
449,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
450,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
451,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
452,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
453,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
454,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Bareland
455,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
456,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
457,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
458,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
459,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
460,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
461,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
462,Water,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
463,Water,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
464,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
465,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
466,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
467,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
468,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
469,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
470,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
471,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
472,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
473,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
474,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
475,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
476,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
477,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
478,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
479,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
480,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
481,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
482,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
483,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
484,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
485,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
486,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
487,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
488,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
489,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
490,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
491,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
492,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
493,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
494,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
495,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
496,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
497,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
498,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
499,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
500,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
501,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
502,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
503,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
504,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
505,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
506,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
507,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
508,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
509,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
510,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
511,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
512,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
513,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
514,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
515,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
516,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
517,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
518,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
519,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
520,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
521,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
522,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
523,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
524,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
525,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
526,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
527,Water,Water,Wetland,Water,Wetland,Water,Water,Water
528,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
529,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
530,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
531,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
532,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
533,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
534,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
535,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
536,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
537,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
538,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
539,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
540,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
541,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
542,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
543,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
544,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
545,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
546,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
547,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
548,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
549,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
550,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
551,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
552,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
553,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
554,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
555,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
556,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
557,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
558,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
559,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
560,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
561,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
562,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
563,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
564,Water,Water,Water,NULL,Water,Grassland,Water,Water
565,Water,Water,Water,NULL,Water,Grassland,Water,Forest
566,Water,Water,Water,NULL,Water,Grassland,Forest,Water
567,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
568,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
569,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
570,Water,Water,Water,NULL,Water,Wetland,Water,Water
571,Water,Water,Water,NULL,Water,Wetland,Water,Forest
572,Water,Water,Water,NULL,Water,Water,Wetland,Water
573,Water,Water,Water,NULL,Water,Water,Wetland,Forest
574,Water,Water,Water,NULL,Water,Water,Water,Grassland
575,Water,Water,Water,NULL,Water,Water,Water,Water
576,Water,Water,Water,NULL,Water,Water,Water,Forest
577,Water,Water,Water,NULL,Water,Water,Forest,Water
578,Water,Water,Water,NULL,Water,Water,Forest,Forest
579,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
580,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
581,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
582,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
583,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
584,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
585,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
586,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
587,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
588,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
589,Water,Water,Water,Non_Water,Water,Water,Water,Water
590,Water,Water,Water,Non_Water,Water,Water,Water,Forest
591,Water,Water,Water,Non_Water,Water,Water,Forest,Water
592,Water,Water,Water,Water,Water,Grassland,Wetland,Water
593,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
594,Water,Water,Water,Water,Water,Grassland,Water,Water
595,Water,Water,Water,Water,Water,Grassland,Water,Forest
596,Water,Water,Water,Water,Water,Wetland,Wetland,Water
597,Water,Water,Water,Water,Water,Wetland,Water,Water
598,Water,Water,Water,Water,Water,Wetland,Water,Forest
599,Water,Water,Water,Water,Water,Bareland,Water,Water
600,Water,Water,Water,Water,Water,Water,Wetland,Water
601,Water,Water,Water,Water,Water,Water,Wetland,Forest
602,Water,Water,Water,Water,Water,Water,Water,Grassland
603,Water,Water,Water,Water,Water,Water,Water,Water
604,Water,Water,Water,Water,Water,Water,Water,Forest
605,Water,Water,Water,Water,Water,Water,Forest,Water
606,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
607,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
608,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
609,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
610,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
611,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
612,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
613,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
614,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
615,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
616,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
617,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
618,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
619,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
620,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
621,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
622,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
623,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
624,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
625,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
626,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
627,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
628,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
629,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
630,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
631,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
632,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
633,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
634,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
635,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
636,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
637,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
638,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
639,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
640,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
641,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
642,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
643,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
644,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
645,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
646,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
647,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
648,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
649,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
650,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
651,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
652,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
653,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
654,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
655,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
656,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
657,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
658,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
659,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
660,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
662,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
663,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
664,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
665,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
666,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
667,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
668,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
669,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
670,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
671,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
673,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
674,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
675,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
676,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
677,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
678,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
679,Water,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
680,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
681,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
682,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
683,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
684,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
685,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
686,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
687,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
688,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
689,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
690,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
691,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
692,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
693,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
694,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
695,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
696,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
697,Water,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
698,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
699,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
700,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
701,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
702,Water,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
703,Water,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
704,Water,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
705,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
706,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
707,Water,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
708,Water,Forest,Water,NULL,Water,Grassland,Grassland,Forest
709,Water,Forest,Water,NULL,Water,Grassland,Wetland,Forest
710,Water,Forest,Water,NULL,Water,Grassland,Water,Grassland
711,Water,Forest,Water,NULL,Water,Grassland,Water,Forest
712,Water,Forest,Water,NULL,Water,Grassland,Forest,Grassland
713,Water,Forest,Water,NULL,Water,Grassland,Forest,Bareland
714,Water,Forest,Water,NULL,Water,Grassland,Forest,Forest
715,Water,Forest,Water,NULL,Water,Water,Grassland,Grassland
716,Water,Forest,Water,NULL,Water,Water,Grassland,Bareland
