Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFU_M_R
6705,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6706,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
6707,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
6708,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
6709,Water,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
6710,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
6711,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6712,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
6713,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6714,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
6715,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Built-up
6716,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Water
6717,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
6718,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
6719,Water,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
6720,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
6721,Water,Bareland,Water,Water,Water,Water,Bareland,Water
6722,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6723,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6724,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6725,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
6726,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
6727,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6728,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6729,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6730,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
6731,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6732,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
6733,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
6734,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
6735,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6736,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6737,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6738,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6739,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6740,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6741,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6742,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6743,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6744,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6745,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
6746,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6747,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
6748,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6749,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6750,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
6751,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6752,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6753,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6754,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6755,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6756,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6757,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
6758,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
6759,Water,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
6760,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
6761,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6762,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6763,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6764,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
6765,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
6766,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
6767,Water,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
6768,Water,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6769,Water,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
6770,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6771,Water,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6772,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6773,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6774,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6775,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
6776,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6777,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
6778,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
6779,Water,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
6780,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
6781,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
6782,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Water
6783,Water,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
6784,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Grassland,Forest
6785,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
6786,Water,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
6787,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
6788,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
6789,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
6790,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Bareland
6791,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6792,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
6793,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
6794,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6795,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
6796,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6797,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6798,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6799,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6800,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
6801,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6802,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6803,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
6804,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
6805,Water,Built-up,Water,NULL,Water,Wetland,Bareland,Forest
6806,Water,Built-up,Water,NULL,Water,Wetland,Built-up,Forest
6807,Water,Built-up,Water,NULL,Water,Wetland,Water,Forest
6808,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
6809,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
6810,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
6811,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
6812,Water,Built-up,Water,Non_Water,Water,Bareland,Bareland,Bareland
6813,Water,Built-up,Water,Non_Water,Water,Bareland,Water,Water
6814,Water,Built-up,Water,Water,Water,Grassland,Bareland,Bareland
6815,Water,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
6816,Water,Built-up,Water,Water,Water,Bareland,Bareland,Water
6817,Water,Built-up,Water,Water,Water,Built-up,Bareland,Grassland
6818,Water,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
6819,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
6820,Water,Built-up,Water,Water,Water,Built-up,Built-up,Forest
6821,Water,Built-up,Water,Water,Water,Built-up,Water,Grassland
6822,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6823,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Water
6824,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6825,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6826,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
6827,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6828,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6829,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6830,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6831,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
6832,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6833,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
6834,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
6835,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6836,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Water
6837,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6838,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
6839,Water,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6840,Water,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Water
6841,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6842,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6843,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6844,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Water
6845,Water,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
6846,Water,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Forest
6847,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
6848,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6849,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
6850,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6851,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6852,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
6853,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6854,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6855,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6856,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6857,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6858,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6859,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6860,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6861,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6862,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6863,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
6864,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6865,Water,Water,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6866,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6867,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
6868,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6869,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6870,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6871,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6872,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
6873,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6874,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6875,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
6876,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
6877,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
6878,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6879,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6880,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6881,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6882,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
6883,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6884,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6885,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
6886,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
6887,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6888,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6889,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6890,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6891,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
6892,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6893,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6894,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
6895,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
6896,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6897,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6898,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
6899,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
6900,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6901,Water,Water,NULL,NULL,Non_Wetland,Built-up,Grassland,Water
6902,Water,Water,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
6903,Water,Water,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
6904,Water,Water,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
6905,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6906,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
6907,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6908,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
6909,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Water
6910,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Forest
6911,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6912,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6913,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
6914,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
6915,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6916,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6917,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
6918,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6919,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
6920,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
6921,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
6922,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
6923,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
6924,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Forest
6925,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6926,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
6927,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6928,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6929,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
6930,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
6931,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6932,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6933,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
6934,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
6935,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6936,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
6937,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6938,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6939,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
6940,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
6941,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6942,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6943,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6944,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6945,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
6946,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6947,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6948,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6949,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
6950,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
6951,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
6952,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6953,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
6954,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
6955,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
6956,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
6957,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
6958,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
6959,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6960,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
6961,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6962,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6963,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
6964,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
6965,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
6966,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Water
6967,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6968,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
6969,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
6970,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
6971,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
6972,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
6973,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
6974,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
6975,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
6976,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
6977,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
6978,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
6979,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
6980,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Bareland
6981,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Water
6982,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
6983,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
6984,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
6985,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
6986,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
6987,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
6988,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
6989,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
6990,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
6991,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
6992,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
6993,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
6994,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
6995,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
6996,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
6997,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
6998,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
6999,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
7000,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7001,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
7002,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
7003,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
7004,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7005,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
7006,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7007,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7008,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7009,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7010,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7011,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7012,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7013,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7014,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7015,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7016,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7017,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7018,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7019,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7020,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7021,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7022,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7023,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7024,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7025,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7026,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7027,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7028,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7029,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7030,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
7031,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7032,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7033,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7034,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7035,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
7036,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7037,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7038,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
7039,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7040,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7041,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
7042,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7043,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7044,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7045,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
7046,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
7047,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7048,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7049,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
7050,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7051,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
7052,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7053,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
