Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPR_M_R
6199,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6200,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6201,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6202,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6203,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6204,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
6205,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6206,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6207,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6208,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6209,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6210,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
6211,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6212,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6213,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6214,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
6215,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6216,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6217,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6218,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6219,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6220,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6221,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6222,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6223,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6224,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6225,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6226,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6227,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6228,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6229,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6230,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6231,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6232,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
6233,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6234,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6235,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6236,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6237,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6238,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6239,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6240,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6241,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
6242,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6243,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6244,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6245,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6246,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6247,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6248,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6249,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6250,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6251,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6252,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6253,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6254,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6255,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6256,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6257,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6258,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6259,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6260,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6261,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6262,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6263,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6264,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6265,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6266,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6267,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6268,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6269,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6270,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6271,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6272,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6273,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6274,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6275,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6276,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6277,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6278,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
6279,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6280,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6281,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
6282,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6283,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6284,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6285,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6286,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
6287,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6288,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6289,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6290,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6291,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6292,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6293,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6294,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6295,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6296,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
6297,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6298,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6299,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6300,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6301,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
6302,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
6303,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
6304,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
6305,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
6306,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
6307,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
6308,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
6309,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6310,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
6311,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Water
6312,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
6313,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
6314,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6315,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6316,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6317,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6318,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6319,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6320,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
6321,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
6322,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6323,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6324,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6325,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6326,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6327,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6328,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6329,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6330,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6331,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6332,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6333,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6334,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6335,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6336,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6337,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6338,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6339,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6340,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6341,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6342,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
6343,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6344,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6345,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6346,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
6347,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6348,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6349,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6350,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
6351,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6352,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
6353,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
6354,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
6355,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6356,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6357,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6358,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6359,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6360,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
6361,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
6362,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
6363,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6364,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6365,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
6366,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
6367,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
6368,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
6369,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Water
6370,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
6371,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
6372,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
6373,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6374,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6375,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6376,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6377,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
6378,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6379,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6380,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Wetland
6381,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6382,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6383,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6384,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6385,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6386,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6387,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6388,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6389,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
6390,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6391,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6392,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6393,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6394,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6395,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6396,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6397,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6398,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6399,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
6400,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6401,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
6402,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
6403,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
6404,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
6405,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6406,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
6407,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
6408,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6409,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6410,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6411,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6412,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6413,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6414,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6415,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6416,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6417,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6418,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6419,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6420,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
6421,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6422,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6423,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
6424,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6425,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6426,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6427,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6428,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6429,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6430,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6431,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6432,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6433,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6434,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6435,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6436,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6437,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6438,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6439,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6440,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6441,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6442,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6443,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6444,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6445,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6446,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6447,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6448,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6449,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6450,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6451,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6452,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6453,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6454,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6455,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6456,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6457,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6458,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6459,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6460,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
6461,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6462,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6463,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6464,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
6465,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6466,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6467,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
6468,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6469,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6470,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6471,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6472,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
6473,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6474,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6475,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6476,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6477,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
6478,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6479,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6480,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6481,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6482,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
6483,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6484,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6485,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6486,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
6487,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6488,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6489,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6490,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6491,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6492,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6493,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6494,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
6495,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6496,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6497,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6498,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6499,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6500,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6501,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6502,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6503,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6504,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6505,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6506,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6507,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
6508,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6509,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6510,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6511,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6512,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6513,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6514,Bareland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6515,Bareland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
