Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLN_M_R
6088,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6089,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6090,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
6091,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6092,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
6093,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
6094,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6095,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6096,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6097,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6098,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6099,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6100,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6101,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6102,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
6103,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6104,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
6105,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6106,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6107,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6108,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6109,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6110,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6111,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6112,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
6113,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6114,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
6115,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
6116,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6117,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6118,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6119,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6120,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6121,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6122,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6123,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6124,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6125,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6126,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6127,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6128,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
6129,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
6130,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6131,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6132,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6133,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6134,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6135,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6136,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6137,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6138,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6139,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6140,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
6141,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6142,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6143,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6144,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6145,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6146,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
6147,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6148,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
6149,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
6150,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6151,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6152,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6153,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6154,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
6155,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
6156,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
6157,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6158,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6159,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6160,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6161,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6162,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6163,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6164,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6165,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6166,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
6167,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6168,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6169,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6170,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6171,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6172,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,NULL
6173,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,Water,Water
6174,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
6175,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
6176,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
6177,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Cropland
6178,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6179,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6180,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6181,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6182,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6183,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6184,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6185,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6186,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6187,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6188,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6189,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6190,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6191,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6192,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
6193,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6194,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6195,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6196,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6197,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6198,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6199,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6200,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6201,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6202,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6203,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6204,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6205,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6206,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6207,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6208,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6209,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6210,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6211,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6212,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6213,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6214,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6215,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6216,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6217,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6218,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6219,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6220,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6221,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6222,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6223,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6224,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6225,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6226,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6227,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6228,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6229,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6230,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6231,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6232,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6233,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6234,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6235,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6236,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6237,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6238,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6239,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6240,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6241,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6242,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6243,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6244,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6245,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6246,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6247,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6248,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6249,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
6250,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6251,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6252,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6253,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6254,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6255,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6256,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6257,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6258,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6259,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6260,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6261,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6262,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6263,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6264,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6265,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6266,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6267,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6268,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6269,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6270,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6271,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
6272,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
6273,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6274,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
6275,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6276,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6277,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
6278,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6279,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6280,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6281,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6282,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6283,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6284,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6285,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6286,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6287,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6288,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6289,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6290,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6291,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6292,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6293,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6294,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6295,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6296,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6297,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6298,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6299,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
6300,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
6301,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6302,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
6303,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
6304,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6305,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
6306,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6307,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6308,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6309,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6310,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6311,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6312,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6313,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6314,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6315,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6316,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6317,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6318,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6319,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6320,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6321,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6322,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6323,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6324,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6325,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6326,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6327,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6328,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Grassland
6329,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6330,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6331,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
6332,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6333,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
6334,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6335,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
6336,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
6337,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6338,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6339,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6340,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
6341,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6342,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6343,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6344,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
6345,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
6346,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6347,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6348,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6349,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
6350,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6351,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6352,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6353,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6354,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6355,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
6356,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6357,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6358,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6359,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6360,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6361,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6362,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6363,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6364,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6365,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
6366,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
6367,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6368,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6369,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6370,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6371,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6372,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6373,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6374,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6375,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6376,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6377,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6378,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6379,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6380,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6381,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6382,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6383,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6384,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6385,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6386,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6387,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6388,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6389,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6390,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6391,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6392,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6393,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6394,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6395,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6396,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
