Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R
5489,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5490,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5491,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5492,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5493,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5494,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5495,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5496,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5497,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5498,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5499,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5500,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5501,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5502,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5503,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5504,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5505,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5506,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5507,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5508,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5509,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5510,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5511,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5512,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5513,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5514,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5515,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5516,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5517,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5518,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5519,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5520,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5521,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5522,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
5523,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5524,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5525,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5526,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5527,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5528,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5529,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5530,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5531,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5532,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5533,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
5534,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5535,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5536,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5537,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5538,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5539,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5540,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
5541,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5542,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5543,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5544,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5545,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5546,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5547,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5548,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5549,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5550,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5551,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
5552,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5553,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5554,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5555,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5556,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5557,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5558,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5559,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5560,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5561,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5562,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5563,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5564,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5565,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5566,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5567,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
5568,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
5569,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5570,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
5571,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5572,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5573,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
5574,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
5575,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
5576,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
5577,Cropland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
5578,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5579,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5580,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5581,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
5582,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5583,Cropland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5584,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5585,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5586,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5587,Cropland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
5588,Cropland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
5589,Cropland,Bareland,Water,Water,Water,Bareland,Water,Bareland
5590,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5591,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5592,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5593,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5594,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5595,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5596,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5597,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5598,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5599,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5600,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
5601,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5602,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5603,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5604,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5605,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5606,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5607,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5608,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5609,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5610,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
5611,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5612,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5613,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5614,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5615,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5616,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5617,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5618,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Wetland
5619,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
5620,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5621,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5622,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5623,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5624,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5625,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5626,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5627,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5628,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5629,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5630,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5631,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5632,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5633,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5634,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5635,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5636,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5637,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5638,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5639,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5640,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5641,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5642,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5643,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5644,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5645,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5646,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5647,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
5648,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5649,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5650,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
5651,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5652,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5653,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5654,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5655,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
5656,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5657,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
5658,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5659,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5660,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
5661,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
5662,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5663,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5664,Cropland,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
5665,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5666,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
5667,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5668,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5669,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5670,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5671,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
5672,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5673,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
5674,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5675,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5676,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5677,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
5678,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5679,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5680,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
5681,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
5682,Cropland,Built-up,Water,NULL,Water,Shrubland,Grassland,Forest
5683,Cropland,Built-up,Water,NULL,Water,Built-up,Grassland,Wetland
5684,Cropland,Built-up,Water,NULL,Water,Built-up,Grassland,Forest
5685,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,NULL
5686,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5687,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5688,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5689,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5690,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5691,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5692,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
5693,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5694,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5695,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5696,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5697,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5698,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5699,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5700,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5701,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Wetland
5702,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5703,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5704,Cropland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5705,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5706,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5707,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5708,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5709,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
5710,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
5711,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5712,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
5713,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
5714,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
5715,Cropland,Water,Wetland,Water,Wetland,Grassland,NULL,Water
5716,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
5717,Cropland,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
5718,Cropland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5719,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
5720,Cropland,Water,Water,NULL,Water,Bareland,Grassland,Bareland
5721,Cropland,Water,Water,NULL,Water,Water,Forest,Bareland
5722,Cropland,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
5723,Cropland,Water,Water,Water,Water,Bareland,NULL,Water
5724,Cropland,Water,Water,Water,Water,Bareland,Water,Bareland
5725,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5726,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5727,Cropland,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
5728,Cropland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5729,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5730,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5731,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5732,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5733,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5734,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5735,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5736,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5737,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5738,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5739,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5740,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5741,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5742,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
5743,Cropland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
5744,Cropland,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
5745,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5746,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5747,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
5748,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5749,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5750,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5751,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5752,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5753,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5754,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5755,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5756,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5757,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5758,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5759,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5760,Cropland,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
5761,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5762,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5763,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5764,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5765,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5766,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5767,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5768,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5769,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5770,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5771,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5772,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5773,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5774,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5775,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5776,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5777,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5778,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5779,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Wetland
5780,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
5781,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5782,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5783,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5784,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5785,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5786,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5787,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5788,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5789,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5790,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
5791,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5792,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5793,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5794,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5795,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5796,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5797,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5798,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5799,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5800,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5801,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5802,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5803,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5804,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5805,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5806,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5807,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5808,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
