Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFU_M_R
352,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
353,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
354,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
355,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
356,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
357,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
358,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
359,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
360,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
361,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
362,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
363,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
364,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
365,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
366,Bareland,Water,Wetland,Water,Wetland,NULL,Wetland,Water
367,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Water
368,Bareland,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
369,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
370,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
371,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
372,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
373,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
374,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
375,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
376,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
377,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
378,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
379,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
380,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
381,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
382,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
383,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
384,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
385,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
386,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
387,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Forest
388,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
389,Bareland,Water,Water,NULL,Water,Water,Water,Water
390,Bareland,Water,Water,Non_Water,Water,Water,Water,Wetland
391,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
392,Bareland,Water,Water,Non_Water,Water,Water,Water,Forest
393,Bareland,Water,Water,Water,Water,NULL,Water,Water
394,Bareland,Water,Water,Water,Water,Wetland,Water,Water
395,Bareland,Water,Water,Water,Water,Bareland,Bareland,Grassland
396,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
397,Bareland,Water,Water,Water,Water,Bareland,Bareland,Forest
398,Bareland,Water,Water,Water,Water,Bareland,Water,Water
399,Bareland,Water,Water,Water,Water,Bareland,Water,Forest
400,Bareland,Water,Water,Water,Water,Water,Wetland,Water
401,Bareland,Water,Water,Water,Water,Water,Bareland,Water
402,Bareland,Water,Water,Water,Water,Water,Water,Wetland
403,Bareland,Water,Water,Water,Water,Water,Water,Water
404,Bareland,Water,Water,Water,Water,Water,Water,Forest
405,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
406,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
407,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
408,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
409,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
410,Bareland,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
411,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
412,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
413,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
414,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
415,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
416,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
417,Bareland,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
418,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
419,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
420,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
421,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
422,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
423,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
424,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
425,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
426,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
427,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
428,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
429,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
430,Bareland,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
431,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
432,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
433,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
434,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
435,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
436,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
437,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Forest
438,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Grassland
439,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Water
440,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Forest
441,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
442,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
443,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
444,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
445,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
446,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Water
447,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
448,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
449,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
450,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
451,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
452,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
453,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
454,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
455,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
456,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
457,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
458,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
459,Water,NULL,Water,Non_Water,Water,Water,Water,Water
460,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
461,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
462,Water,NULL,Water,Water,Water,Water,Water,Grassland
463,Water,NULL,Water,Water,Water,Water,Water,Water
464,Water,NULL,Water,Water,Water,Water,Water,Forest
465,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
466,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
467,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
468,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
469,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
470,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
471,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
472,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
473,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
474,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
475,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
476,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
477,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
478,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
479,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
480,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
481,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
482,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
483,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
484,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
485,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
486,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
487,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
488,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
489,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
490,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
491,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
492,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
493,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
494,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
495,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
496,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
497,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
498,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
499,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
500,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
501,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
502,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
503,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
504,Water,Wetland,Water,NULL,Water,Water,Water,Water
505,Water,Wetland,Water,NULL,Water,Water,Water,Forest
506,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
507,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
508,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
509,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
510,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
511,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
512,Water,Wetland,Water,Water,Water,Wetland,Water,Water
513,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
514,Water,Wetland,Water,Water,Water,Water,Wetland,Water
515,Water,Wetland,Water,Water,Water,Water,Water,Grassland
516,Water,Wetland,Water,Water,Water,Water,Water,Wetland
517,Water,Wetland,Water,Water,Water,Water,Water,Water
518,Water,Wetland,Water,Water,Water,Water,Water,Forest
519,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
520,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
521,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
522,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
523,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
524,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
525,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
526,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
527,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
528,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Forest
529,Water,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
530,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
531,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
532,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
533,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
534,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
535,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
536,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
537,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
538,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
539,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
540,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
541,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
542,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
543,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
544,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
545,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
546,Water,Bareland,Water,Water,Water,NULL,Water,Water
547,Water,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
548,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
549,Water,Bareland,Water,Water,Water,Bareland,Bareland,Forest
550,Water,Bareland,Water,Water,Water,Bareland,Water,Grassland
551,Water,Bareland,Water,Water,Water,Bareland,Water,Water
552,Water,Bareland,Water,Water,Water,Water,Bareland,Water
553,Water,Bareland,Water,Water,Water,Water,Water,Grassland
554,Water,Bareland,Water,Water,Water,Water,Water,Water
555,Water,Bareland,Water,Water,Water,Water,Water,Forest
556,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
557,Water,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
558,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
559,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
560,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
561,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
562,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
563,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
564,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
565,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
566,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
567,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
568,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
569,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
570,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
571,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
572,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
573,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
574,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
575,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
576,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
577,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
578,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
579,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
580,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
581,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
582,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
583,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
584,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
585,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
586,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
587,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
588,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
589,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
590,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
591,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
592,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
593,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
594,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
595,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
596,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
597,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
598,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
599,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
600,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
601,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
602,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
603,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
604,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
605,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
606,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
607,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
608,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
609,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
610,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
611,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
612,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
613,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
614,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
615,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
616,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
617,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
618,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
619,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
620,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
621,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
622,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
623,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
624,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
625,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
626,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
627,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
628,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
629,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
630,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
631,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
632,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
633,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
634,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
635,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
636,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
637,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
638,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
639,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
640,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
641,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
642,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
643,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
644,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
645,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
646,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
647,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
648,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
649,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
650,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
651,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
652,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
653,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
654,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
655,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
656,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
657,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
658,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
659,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
660,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
661,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
662,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
663,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
664,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
665,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
666,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
667,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
668,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
669,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
670,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
671,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
672,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
673,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
674,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
675,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
676,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
677,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
678,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
679,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
680,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
681,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
682,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
683,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
684,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
685,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
686,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
687,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
688,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
689,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
690,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
691,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
692,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
693,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
694,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
695,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
696,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
697,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
698,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
699,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
700,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
701,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
702,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
703,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
704,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
705,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
706,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
707,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
708,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
709,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
710,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
711,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
712,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
713,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
714,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
715,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
716,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
717,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
718,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
719,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
720,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
721,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
722,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
723,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
724,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
725,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
726,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
727,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
728,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
729,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
730,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
731,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
732,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
733,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
734,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
735,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
736,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
737,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
