Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYV_M_R
363,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
364,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
365,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
366,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
367,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
368,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
369,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
370,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
371,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
372,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
373,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
374,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
375,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
376,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
377,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
378,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
379,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
380,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
381,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
382,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
383,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
384,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
385,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
386,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
387,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
388,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
389,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
390,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
391,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
392,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
393,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
394,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
395,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
396,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
397,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
398,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
399,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
400,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
401,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
402,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
403,Water,Water,Wetland,Water,Wetland,Water,Water,Water
404,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
405,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
406,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
407,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
408,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
409,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
410,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
411,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
412,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
413,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
414,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,NULL,Water
415,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
416,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
417,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
418,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
419,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
420,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
421,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
422,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
423,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
424,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
425,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
426,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
427,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
428,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
429,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
430,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
431,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
432,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
433,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
434,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
435,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
436,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
437,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
438,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
439,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
440,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
441,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
442,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
443,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
444,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
445,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
446,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
447,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
448,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
449,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
450,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
451,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
452,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
453,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
454,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
455,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
456,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Forest
457,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
458,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
459,Water,Water,Water,NULL,Water,NULL,NULL,Water
460,Water,Water,Water,NULL,Water,NULL,NULL,Forest
461,Water,Water,Water,NULL,Water,NULL,Wetland,Water
462,Water,Water,Water,NULL,Water,NULL,Water,Grassland
463,Water,Water,Water,NULL,Water,NULL,Water,Water
464,Water,Water,Water,NULL,Water,NULL,Water,Forest
465,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
466,Water,Water,Water,NULL,Water,Water,NULL,Water
467,Water,Water,Water,NULL,Water,Water,NULL,Forest
468,Water,Water,Water,NULL,Water,Water,Wetland,Water
469,Water,Water,Water,NULL,Water,Water,Wetland,Forest
470,Water,Water,Water,NULL,Water,Water,Water,Grassland
471,Water,Water,Water,NULL,Water,Water,Water,Water
472,Water,Water,Water,NULL,Water,Water,Water,Forest
473,Water,Water,Water,NULL,Water,Water,Forest,Water
474,Water,Water,Water,NULL,Water,Water,Forest,Forest
475,Water,Water,Water,NULL,Water,Forest,NULL,Water
476,Water,Water,Water,NULL,Water,Forest,NULL,Forest
477,Water,Water,Water,NULL,Water,Forest,Forest,Water
478,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
479,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
480,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
481,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
482,Water,Water,Water,Non_Water,Water,NULL,Water,Water
483,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
484,Water,Water,Water,Non_Water,Water,Water,NULL,Water
485,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
486,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
487,Water,Water,Water,Non_Water,Water,Water,Water,Water
488,Water,Water,Water,Non_Water,Water,Water,Water,Forest
489,Water,Water,Water,Non_Water,Water,Water,Forest,Water
490,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
491,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
492,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
493,Water,Water,Water,Water,Water,NULL,NULL,Grassland
494,Water,Water,Water,Water,Water,NULL,NULL,Water
495,Water,Water,Water,Water,Water,NULL,NULL,Forest
496,Water,Water,Water,Water,Water,NULL,Wetland,Water
497,Water,Water,Water,Water,Water,NULL,Wetland,Forest
498,Water,Water,Water,Water,Water,NULL,Water,Water
499,Water,Water,Water,Water,Water,NULL,Water,Forest
500,Water,Water,Water,Water,Water,NULL,Forest,Water
501,Water,Water,Water,Water,Water,Bareland,Water,Water
502,Water,Water,Water,Water,Water,Water,NULL,Grassland
503,Water,Water,Water,Water,Water,Water,NULL,Water
504,Water,Water,Water,Water,Water,Water,NULL,Forest
505,Water,Water,Water,Water,Water,Water,Wetland,Water
506,Water,Water,Water,Water,Water,Water,Wetland,Forest
507,Water,Water,Water,Water,Water,Water,Water,Grassland
508,Water,Water,Water,Water,Water,Water,Water,Water
509,Water,Water,Water,Water,Water,Water,Water,Forest
510,Water,Water,Water,Water,Water,Water,Forest,Water
511,Water,Water,Water,Water,Water,Water,Forest,Forest
512,Water,Water,Water,Water,Water,Forest,NULL,Water
513,Water,Water,Water,Water,Water,Forest,NULL,Forest
514,Water,Water,Water,Water,Water,Forest,Wetland,Water
515,Water,Water,Water,Water,Water,Forest,Wetland,Forest
516,Water,Water,Water,Water,Water,Forest,Water,Water
517,Water,Water,Water,Water,Water,Forest,Water,Forest
518,Water,Water,Water,Water,Water,Forest,Forest,Water
519,Water,Water,Water,Water,Water,Forest,Forest,Forest
520,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
521,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
522,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
523,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
524,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
525,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
526,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
527,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
528,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
529,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
530,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
531,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
532,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
533,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
534,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
535,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
536,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
537,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
538,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
539,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
540,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
541,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
542,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
543,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
545,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
546,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
547,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
548,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
549,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
550,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
551,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
552,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
553,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
554,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
555,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
556,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
557,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
558,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
559,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
560,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
561,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
562,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
563,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
564,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
565,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
566,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
567,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
568,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
569,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
570,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
571,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
572,Water,Forest,Wetland,Water,Wetland,Water,NULL,Water
573,Water,Forest,Water,NULL,Water,Water,NULL,Water
574,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
575,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
576,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
577,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
578,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
579,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
580,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
581,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
582,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
583,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
584,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
585,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
586,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
587,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
588,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
589,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
590,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
591,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
592,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
593,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Built-up
594,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
595,Forest,NULL,Grassland,Water,Non_Wetland,Water,NULL,Grassland
596,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
597,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
598,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
599,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
600,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
601,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
602,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
603,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
604,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
605,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
606,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
607,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
608,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
609,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
610,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,NULL,Grassland
611,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Bareland
612,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
613,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
614,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
615,Forest,NULL,Water,NULL,Water,Bareland,Water,Water
616,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
617,Forest,NULL,Water,Water,Water,Water,Water,Water
618,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
619,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
620,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
621,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
622,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
623,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
624,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
625,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
626,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
627,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
628,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
629,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
630,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
631,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
632,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
633,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
634,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
635,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
636,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
637,Forest,Bareland,Wetland,Water,Wetland,Water,NULL,Water
638,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
639,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Grassland
640,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
641,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
642,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
643,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
644,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
645,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
646,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Forest
647,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
648,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
649,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
650,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
651,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
652,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
653,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
654,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
655,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
656,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
657,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
658,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
659,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
660,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Grassland
661,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
662,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
663,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
664,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
665,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
666,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
667,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
668,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
669,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
670,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
671,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
672,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
673,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
674,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
675,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
676,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
677,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
678,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
679,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
680,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
681,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
682,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
683,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
684,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
685,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
686,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
687,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
688,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
689,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
690,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
691,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
692,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
693,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
694,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
695,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
696,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
697,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
698,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
699,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
700,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
701,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
702,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
703,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
704,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
705,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
706,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
707,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
708,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
709,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
710,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
711,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
712,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
713,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
714,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
715,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
716,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
717,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
718,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
719,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
720,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
721,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
722,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
723,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
724,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
725,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
726,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
727,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
728,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
729,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
730,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
731,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
732,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
733,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
734,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
735,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
736,Forest,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Water
737,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Forest
738,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
739,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
740,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
741,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
742,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
743,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
744,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
745,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
746,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
747,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
748,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
