Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFR_M_R
11243,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
11244,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
11245,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
11246,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
11247,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
11248,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
11249,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
11250,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
11251,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
11252,Water,NULL,NULL,Water,Non_Wetland,Forest,Water,Bareland
11253,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11254,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11255,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11256,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11257,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11258,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
11259,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
11260,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
11261,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
11262,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11263,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
11264,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11265,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11266,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11267,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11268,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11269,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11270,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11271,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11272,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
11273,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
11274,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11275,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11276,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11277,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11278,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11279,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
11280,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
11281,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
11282,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11283,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11284,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11285,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11286,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11287,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11288,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
11289,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11290,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11291,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11292,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11293,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11294,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
11295,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11296,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11297,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
11298,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
11299,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11300,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11301,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
11302,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11303,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11304,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11305,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11306,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
11307,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11308,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11309,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
11310,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11311,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11312,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11313,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
11314,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11315,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11316,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11317,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11318,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
11319,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11320,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
11321,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11322,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11323,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11324,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
11325,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11326,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11327,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
11328,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
11329,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
11330,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11331,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
11332,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
11333,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
11334,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
11335,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11336,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
11337,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
11338,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
11339,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
11340,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
11341,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11342,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
11343,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11344,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
11345,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11346,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
11347,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
11348,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
11349,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11350,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11351,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11352,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11353,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11354,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
11355,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11356,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
11357,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11358,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11359,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11360,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11361,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
11362,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
11363,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11364,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
11365,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
11366,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
11367,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11368,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
11369,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
11370,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
11371,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
11372,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
11373,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
11374,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
11375,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
11376,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11377,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
11378,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
11379,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
11380,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11381,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
11382,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
11383,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
11384,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
11385,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
11386,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
11387,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
11388,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
11389,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
11390,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11391,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
11392,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
11393,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
11394,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
11395,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
11396,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11397,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11398,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11399,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
11400,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11401,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11402,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11403,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11404,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11405,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11406,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
11407,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
11408,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11409,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11410,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11411,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11412,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11413,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11414,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11415,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11416,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
11417,Water,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
11418,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
11419,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Cropland
11420,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
11421,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
11422,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
11423,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11424,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11425,Water,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11426,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11427,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
11428,Water,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
11429,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
11430,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11431,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11432,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11433,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11434,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11435,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11436,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11437,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11438,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11439,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11440,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11441,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11442,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11443,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11444,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11445,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11446,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
11447,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11448,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
11449,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
11450,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
11451,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
11452,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
11453,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
11454,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
11455,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
11456,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
11457,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
11458,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
11459,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
11460,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
11461,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
11462,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
11463,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
11464,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
11465,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11466,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11467,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Built-up
11468,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
11469,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11470,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
11471,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
11472,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
11473,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
11474,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
11475,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
11476,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
11477,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
11478,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
11479,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
11480,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
11481,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
11482,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
11483,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
11484,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11485,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
11486,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Built-up
11487,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Water
11488,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
11489,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11490,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
11491,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
11492,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
11493,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
11494,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Built-up
11495,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
11496,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
11497,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
11498,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
11499,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
11500,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
11501,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
11502,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11503,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11504,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11505,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
11506,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
11507,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
11508,Water,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
11509,Water,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
11510,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
11511,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
11512,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
11513,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
11514,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
11515,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
11516,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
11517,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
11518,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
11519,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
11520,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
11521,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
11522,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
11523,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
11524,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
11525,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
11526,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
11527,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
11528,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
11529,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
11530,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
11531,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
11532,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
11533,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
11534,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
11535,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
11536,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
11537,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
11538,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
11539,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
11540,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
11541,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
11542,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
11543,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
11544,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
11545,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11546,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
11547,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
11548,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
11549,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
11550,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
11551,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
11552,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11553,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
11554,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
11555,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
11556,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
11557,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
11558,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
11559,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
11560,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
11561,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
11562,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
11563,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
11564,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
11565,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
11566,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
11567,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
11568,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
11569,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
11570,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
11571,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
11572,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
11573,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
11574,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
11575,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
11576,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
11577,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
11578,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
11579,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
11580,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
11581,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
11582,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
11583,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11584,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
