Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDT_M_R
1825,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1826,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1827,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1828,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1829,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1830,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
1831,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
1832,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1833,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1834,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1835,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
1836,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
1837,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
1838,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1839,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1840,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1841,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1842,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1843,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
1844,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1845,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
1846,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1847,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1848,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1849,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1850,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1851,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1852,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
1853,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1854,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1855,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1856,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1857,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1858,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1859,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1860,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1861,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
1862,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1863,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1864,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1865,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
1866,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1867,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1868,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1869,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1870,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1871,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1872,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1873,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1874,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1875,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1876,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1877,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1878,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1879,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1880,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1881,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1882,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
1883,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
1884,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1885,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1886,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1887,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
1888,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1889,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1890,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1891,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1892,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1893,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1894,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1895,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1896,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1897,Water,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
1898,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1899,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1900,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1901,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1902,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
1903,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1904,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Water
1905,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1906,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1907,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1908,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1909,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1910,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1911,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1912,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1913,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1914,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1915,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1916,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
1917,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
1918,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1919,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1920,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1921,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
1922,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
1923,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1924,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1925,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1926,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
1927,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1928,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1929,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1930,Water,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
1931,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Water
1932,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1933,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1934,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1935,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1936,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1937,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1938,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1939,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1940,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1941,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1942,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1943,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1944,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Water
1945,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
1946,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
1947,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1948,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1949,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
1950,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
1951,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
1952,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1953,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1954,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1955,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1956,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
1957,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1958,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1959,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
1960,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1961,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1962,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1963,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1964,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1965,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
1966,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1967,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1968,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1969,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
1970,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1971,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1972,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
1973,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1974,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1975,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Water
1976,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Water
1977,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1978,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1979,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1980,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
1981,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1982,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Forest
1983,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1984,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1985,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1986,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
1987,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
1988,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1989,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1990,Water,Water,Water,NULL,Water,NULL,NULL,Water
1991,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1992,Water,Water,Water,NULL,Water,NULL,Water,Water
1993,Water,Water,Water,NULL,Water,NULL,Water,Forest
1994,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
1995,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1996,Water,Water,Water,NULL,Water,Wetland,Bareland,Water
1997,Water,Water,Water,NULL,Water,Wetland,Bareland,Forest
1998,Water,Water,Water,NULL,Water,Wetland,Water,Water
1999,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2000,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
2001,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
2002,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
2003,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
2004,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
2005,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
2006,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
2007,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
2008,Water,Water,Water,NULL,Water,Bareland,Water,Water
2009,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2010,Water,Water,Water,NULL,Water,Water,NULL,Water
2011,Water,Water,Water,NULL,Water,Water,NULL,Forest
2012,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2013,Water,Water,Water,NULL,Water,Water,Wetland,Water
2014,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2015,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
2016,Water,Water,Water,NULL,Water,Water,Bareland,Water
2017,Water,Water,Water,NULL,Water,Water,Bareland,Forest
2018,Water,Water,Water,NULL,Water,Water,Water,Grassland
2019,Water,Water,Water,NULL,Water,Water,Water,Water
2020,Water,Water,Water,NULL,Water,Water,Water,Forest
2021,Water,Water,Water,NULL,Water,Water,Forest,Grassland
2022,Water,Water,Water,NULL,Water,Water,Forest,Water
2023,Water,Water,Water,NULL,Water,Water,Forest,Forest
2024,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2025,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2026,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2027,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2028,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
2029,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2030,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2031,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2032,Water,Water,Water,Non_Water,Water,Bareland,NULL,Grassland
2033,Water,Water,Water,Non_Water,Water,Bareland,NULL,Water
2034,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
2035,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
2036,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
2037,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
2038,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2039,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
2040,Water,Water,Water,Non_Water,Water,Bareland,Forest,Forest
2041,Water,Water,Water,Non_Water,Water,Water,NULL,Water
2042,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
2043,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2044,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2045,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
2046,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
2047,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2048,Water,Water,Water,Non_Water,Water,Water,Water,Water
2049,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2050,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2051,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2052,Water,Water,Water,Water,Water,NULL,NULL,Water
2053,Water,Water,Water,Water,Water,NULL,NULL,Forest
2054,Water,Water,Water,Water,Water,NULL,Water,Grassland
2055,Water,Water,Water,Water,Water,NULL,Water,Water
2056,Water,Water,Water,Water,Water,Grassland,NULL,Water
2057,Water,Water,Water,Water,Water,Grassland,Water,Forest
2058,Water,Water,Water,Water,Water,Wetland,NULL,Forest
2059,Water,Water,Water,Water,Water,Wetland,Bareland,Water
2060,Water,Water,Water,Water,Water,Wetland,Bareland,Forest
2061,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2062,Water,Water,Water,Water,Water,Wetland,Water,Water
2063,Water,Water,Water,Water,Water,Wetland,Water,Forest
2064,Water,Water,Water,Water,Water,Bareland,NULL,Water
2065,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
2066,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2067,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
2068,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
2069,Water,Water,Water,Water,Water,Bareland,Bareland,Water
2070,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
2071,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2072,Water,Water,Water,Water,Water,Bareland,Water,Water
2073,Water,Water,Water,Water,Water,Bareland,Water,Forest
2074,Water,Water,Water,Water,Water,Water,NULL,Water
2075,Water,Water,Water,Water,Water,Water,NULL,Forest
2076,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2077,Water,Water,Water,Water,Water,Water,Wetland,Water
2078,Water,Water,Water,Water,Water,Water,Wetland,Forest
2079,Water,Water,Water,Water,Water,Water,Bareland,Grassland
2080,Water,Water,Water,Water,Water,Water,Bareland,Water
2081,Water,Water,Water,Water,Water,Water,Bareland,Forest
2082,Water,Water,Water,Water,Water,Water,Water,Grassland
2083,Water,Water,Water,Water,Water,Water,Water,Water
2084,Water,Water,Water,Water,Water,Water,Water,Forest
2085,Water,Water,Water,Water,Water,Water,Forest,Water
2086,Water,Water,Water,Water,Water,Water,Forest,Forest
2087,Water,Water,Water,Water,Water,Forest,Bareland,Forest
2088,Water,Water,Water,Water,Water,Forest,Water,Water
2089,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2090,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2091,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2092,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2093,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2094,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2095,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2096,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2097,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
2098,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2099,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2100,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2101,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2102,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2103,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2104,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2105,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2106,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2107,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
2108,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2109,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2110,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2111,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
2112,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2113,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2114,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2115,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2116,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2117,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
2118,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2119,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2120,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2121,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2122,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2123,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2124,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2125,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2126,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2127,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2128,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2129,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2130,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2131,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2132,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2133,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2134,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2135,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2136,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2137,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2138,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2139,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2140,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2141,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2142,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2143,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2144,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2145,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2146,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2147,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2148,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2149,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2150,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2151,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2152,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2153,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2154,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2155,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2156,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2157,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2158,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2159,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
2160,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2161,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2162,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2163,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2164,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2165,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2166,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2167,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2168,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Water
2169,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
2170,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2171,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
2172,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2173,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2174,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2175,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
2176,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
2177,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
2178,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2179,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2180,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2181,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2182,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2183,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2184,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2185,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
2186,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
2187,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2188,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2189,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2190,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2191,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2192,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2193,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2194,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2195,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2196,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
2197,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
2198,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2199,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2200,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
2201,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2202,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2203,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Water
