Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLB_M_R
1665,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1666,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1667,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1668,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1669,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1670,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1671,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1672,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1674,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1675,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1676,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1677,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1678,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1679,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1680,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1681,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1682,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1683,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1684,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1685,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1686,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1687,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1688,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1689,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1690,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1691,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1692,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1693,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1694,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1695,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1696,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1697,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1698,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1699,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1700,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1701,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1702,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1703,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1704,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1705,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1706,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1707,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1708,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1709,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1710,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1711,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1712,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1713,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1714,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1715,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1716,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1717,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1718,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1719,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1720,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1721,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1722,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1723,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1724,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1725,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1726,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1727,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1728,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1729,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1730,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1731,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1732,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1733,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1734,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1735,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1736,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1737,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1738,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1739,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1740,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1741,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1742,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1743,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1744,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1745,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1746,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1747,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1748,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1749,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1750,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1751,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1752,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1753,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1754,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1755,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1756,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1757,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1758,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1759,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1760,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1761,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1762,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1763,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1764,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1765,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1766,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1767,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1768,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1769,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1770,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1771,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1772,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1773,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1774,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1775,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1776,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1777,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1778,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1779,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1780,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1781,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1782,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1783,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1784,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1785,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1786,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1787,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1789,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1790,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1791,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1792,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1793,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1794,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1795,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
1796,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1797,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1798,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1799,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1800,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1801,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1802,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1803,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1804,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1805,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1806,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1807,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1808,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1809,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1810,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1811,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1812,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1813,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1814,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1815,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1816,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1817,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1818,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1819,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1820,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1821,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1822,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1823,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1824,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1825,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1826,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1827,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1828,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1829,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1830,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1831,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1832,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1833,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1834,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1835,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1836,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1837,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1838,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1839,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1840,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1841,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1842,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1843,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1844,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1845,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1846,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1847,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1848,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1849,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1850,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1851,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1852,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1853,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1854,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1855,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1856,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1857,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1858,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1859,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1860,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1861,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1862,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1863,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1864,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1865,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1866,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1867,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1868,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1869,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1870,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1871,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1872,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1873,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1874,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1875,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1876,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1877,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1878,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1879,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1880,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1881,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1882,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1883,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1884,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1885,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1886,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1887,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1888,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1889,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1890,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1891,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1892,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1893,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
1894,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1895,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1896,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1897,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1898,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1899,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1900,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1901,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1902,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1903,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1904,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1905,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1906,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1907,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1908,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1909,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1910,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1911,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1912,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1913,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1914,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1915,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1916,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1917,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1918,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1919,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1920,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1921,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1922,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1923,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1924,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1925,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1926,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1927,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1928,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1929,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1930,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1931,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1932,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1933,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1934,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1935,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1936,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1937,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1938,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1939,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1940,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1941,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1942,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1943,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1944,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1945,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1946,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1947,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1948,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1949,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1950,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1951,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1952,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1953,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1954,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1955,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1956,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1957,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1958,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1959,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1960,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1961,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1962,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1963,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1964,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1965,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1966,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1967,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1968,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1969,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1970,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1971,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1972,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1973,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1974,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
1975,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1976,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1977,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1978,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1979,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1980,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1981,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1982,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1983,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1984,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1985,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1986,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1987,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1988,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1989,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1990,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1991,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1992,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1993,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1994,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1995,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
