Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R
1469,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1470,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1471,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1472,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1473,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1474,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1475,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1476,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1477,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1478,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1479,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1480,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1481,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1482,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1483,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1484,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1485,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1486,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1487,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1488,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1489,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1490,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1491,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1492,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1493,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1494,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1495,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1496,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1497,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1498,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1499,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1500,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1501,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1502,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1503,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1504,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1505,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1506,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1507,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1508,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1509,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,NULL
1510,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1511,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1512,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1513,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1514,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1515,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1516,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1517,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1518,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1519,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1520,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1521,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1522,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1523,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1524,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1525,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1526,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1527,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1528,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1529,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1530,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1531,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1532,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1533,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1534,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1535,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1536,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1537,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1538,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1539,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1540,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1541,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1542,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1543,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1544,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1545,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1546,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1547,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1548,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1549,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1550,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1551,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1552,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1553,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1554,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1555,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1556,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1557,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1558,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1559,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1560,Bareland,Bareland,Water,Water,Water,NULL,NULL,NULL
1561,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1562,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1563,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1564,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1565,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1566,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1567,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1568,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1569,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1570,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1571,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1572,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1573,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1574,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1575,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1576,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1577,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1578,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1579,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1580,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1581,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1582,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1583,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1584,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1585,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1586,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1587,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1588,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1589,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1590,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1591,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1592,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1593,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1594,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1595,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1596,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1597,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1598,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1599,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1600,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1601,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1602,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1603,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1604,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1605,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1606,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1607,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1608,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1609,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1610,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
1611,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1612,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1613,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1614,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1615,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1616,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1617,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1618,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1619,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1620,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1621,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1622,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1623,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1624,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1625,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1626,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1627,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1628,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1629,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1630,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1631,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1632,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1633,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1634,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1635,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1636,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1637,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1638,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1639,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1640,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1641,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1642,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1643,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1645,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1646,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1647,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1648,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1649,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1650,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1651,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1652,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1653,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1654,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1655,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1656,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1657,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1658,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1659,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1660,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1661,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1662,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1663,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1664,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1665,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1666,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1667,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1668,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1669,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1670,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1671,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1672,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1673,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1674,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1675,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1676,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1677,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1678,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1679,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1680,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1681,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1682,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1683,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1684,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1685,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1686,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1687,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1688,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1689,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1690,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1691,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1692,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1693,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1694,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1695,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1696,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1697,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1698,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1699,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1700,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1701,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1702,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1703,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1704,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1705,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1706,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1707,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1708,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1709,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1710,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1711,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1712,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1713,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1715,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1716,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1717,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1718,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1719,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1720,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1721,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1722,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1723,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1724,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1725,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1726,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1727,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1728,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1729,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1730,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1731,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1732,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1733,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1734,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1735,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1736,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1737,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1738,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1739,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1740,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1741,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1742,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1743,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1744,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1745,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1746,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1747,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1748,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1749,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1750,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1751,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1752,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1753,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1754,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1755,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1756,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1757,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1758,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1759,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1760,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1761,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1762,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1763,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1764,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1765,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1766,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1767,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1768,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1769,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1770,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1771,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1772,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1773,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1774,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1775,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1776,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1777,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1778,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1779,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1780,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1781,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1782,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1783,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1784,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1785,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1786,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1787,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1788,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1789,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1790,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1791,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1792,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1793,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1794,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1795,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1796,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1797,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1798,Bareland,Forest,Water,NULL,Water,NULL,NULL,NULL
1799,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1800,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1801,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1802,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1803,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
