Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUR_M_R
434,NULL,Forest,Wetland,Non_Water,Wetland,Cropland
435,NULL,Forest,Wetland,Non_Water,Wetland,Forest
436,NULL,Forest,Wetland,Water,Wetland,Water
437,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
438,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
439,NULL,Forest,Bareland,NULL,Non_Wetland,Water
440,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
441,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
442,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
443,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
444,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
445,NULL,Forest,Bareland,Water,Non_Wetland,Water
446,NULL,Forest,Bareland,Water,Non_Wetland,Forest
447,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
448,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
449,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
450,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
451,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland
452,NULL,Forest,Water,NULL,Water,Forest
453,NULL,Forest,Water,Non_Water,Water,Grassland
454,NULL,Forest,Water,Non_Water,Water,Cropland
455,NULL,Forest,Water,Non_Water,Water,Bareland
456,NULL,Forest,Water,Non_Water,Water,Water
457,NULL,Forest,Water,Water,Water,Bareland
458,NULL,Forest,Water,Water,Water,Water
459,NULL,Forest,Water,Water,Water,Forest
460,NULL,Forest,Forest,NULL,Non_Wetland,NULL
461,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
462,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
463,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
464,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
465,NULL,Forest,Forest,NULL,Non_Wetland,Water
466,NULL,Forest,Forest,NULL,Non_Wetland,Forest
467,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
468,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
469,NULL,Forest,Forest,Water,Non_Wetland,Cropland
470,NULL,Forest,Forest,Water,Non_Wetland,Water
471,NULL,Forest,Forest,Water,Non_Wetland,Forest
472,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
473,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
474,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
475,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
480,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
481,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
482,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
483,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
484,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
485,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water
486,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
487,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
488,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
489,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
490,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
491,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
492,Grassland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
493,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
494,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
495,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
496,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
497,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
498,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
499,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
500,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
501,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
502,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
503,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
504,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
505,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
506,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water
507,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
508,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
509,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
510,Grassland,NULL,Cropland,Water,Non_Wetland,Water
511,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
512,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
513,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
514,Grassland,NULL,Wetland,Water,Wetland,Water
515,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
516,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
517,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
518,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
519,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
520,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
521,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
522,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
523,Grassland,NULL,Bareland,Water,Non_Wetland,Water
524,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
525,Grassland,NULL,Water,Non_Water,Water,Grassland
526,Grassland,NULL,Water,Non_Water,Water,Forest
527,Grassland,NULL,Water,Water,Water,Water
528,Grassland,NULL,Water,Water,Water,Forest
529,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
530,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
531,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
532,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
533,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
534,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
535,Grassland,NULL,Forest,NULL,Non_Wetland,Water
536,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
537,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
538,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
539,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland
540,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water
541,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
542,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
543,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
544,Grassland,NULL,Forest,Water,Non_Wetland,Water
545,Grassland,NULL,Forest,Water,Non_Wetland,Forest
546,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
547,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
548,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
549,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
550,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
551,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
552,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
553,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
554,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
555,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
556,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water
557,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
558,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
559,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
560,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
561,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
562,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
563,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
564,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water
565,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
566,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
567,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
568,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
569,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
570,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
571,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
572,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
573,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water
574,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
575,Grassland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
576,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
577,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
578,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
579,Grassland,Built-up,Cropland,NULL,Non_Wetland,Water
580,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
581,Grassland,Built-up,Bareland,Water,Non_Wetland,Water
582,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
583,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
584,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
585,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
586,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
587,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland
588,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
589,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland
590,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest
591,Grassland,Water,Wetland,Water,Wetland,Water
592,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland
593,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water
594,Grassland,Water,Bareland,Non_Water,Non_Wetland,Forest
595,Grassland,Water,Bareland,Water,Non_Wetland,Grassland
596,Grassland,Water,Water,NULL,Water,Bareland
597,Grassland,Water,Water,Non_Water,Water,Water
598,Grassland,Water,Water,Non_Water,Water,Forest
599,Grassland,Water,Water,Water,Water,Water
600,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
601,Grassland,Water,Forest,NULL,Non_Wetland,Water
602,Grassland,Water,Forest,NULL,Non_Wetland,Forest
603,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
604,Grassland,Water,Forest,Non_Water,Non_Wetland,Cropland
605,Grassland,Water,Forest,Non_Water,Non_Wetland,Water
606,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
607,Grassland,Water,Forest,Water,Non_Wetland,Grassland
608,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
609,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
610,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
611,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
612,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
613,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
614,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
615,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
616,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
617,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
618,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
619,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
620,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
621,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
622,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
623,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
624,Grassland,Forest,Cropland,Water,Non_Wetland,Forest
625,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
626,Grassland,Forest,Water,Non_Water,Water,Water
627,Grassland,Forest,Water,Non_Water,Water,Forest
628,Grassland,Forest,Water,Water,Water,Forest
629,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
630,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
631,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
632,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
633,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
634,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
635,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water
636,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
637,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
638,Grassland,Forest,Forest,Water,Non_Wetland,Forest
639,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
640,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
641,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
642,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
643,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
644,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
645,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
646,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
647,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
648,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
649,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
650,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
651,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
652,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
653,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
654,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
655,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
656,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
657,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
658,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
659,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
660,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
661,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
662,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
663,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
664,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
665,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
666,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
667,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
668,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
669,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
670,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
671,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
672,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
673,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
674,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
675,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
676,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
677,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
678,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
679,Cropland,NULL,Cropland,Water,Non_Wetland,Water
680,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
681,Cropland,NULL,Wetland,NULL,Wetland,Forest
682,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
683,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
684,Cropland,NULL,Wetland,Non_Water,Wetland,Water
685,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
686,Cropland,NULL,Wetland,Water,Wetland,Grassland
687,Cropland,NULL,Wetland,Water,Wetland,Water
688,Cropland,NULL,Wetland,Water,Wetland,Forest
689,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
690,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
691,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
692,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
693,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
694,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
695,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
696,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
697,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
698,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
699,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
700,Cropland,NULL,Bareland,Water,Non_Wetland,Water
701,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
702,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
703,Cropland,NULL,Water,NULL,Water,Water
704,Cropland,NULL,Water,NULL,Water,Forest
705,Cropland,NULL,Water,Non_Water,Water,Grassland
706,Cropland,NULL,Water,Non_Water,Water,Cropland
707,Cropland,NULL,Water,Non_Water,Water,Bareland
708,Cropland,NULL,Water,Non_Water,Water,Water
709,Cropland,NULL,Water,Non_Water,Water,Forest
710,Cropland,NULL,Water,Water,Water,Grassland
711,Cropland,NULL,Water,Water,Water,Bareland
712,Cropland,NULL,Water,Water,Water,Water
713,Cropland,NULL,Water,Water,Water,Forest
714,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
715,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
716,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
717,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
718,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
719,Cropland,NULL,Forest,NULL,Non_Wetland,Water
720,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
721,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
722,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
723,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
724,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
725,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
726,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
727,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
728,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
729,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
730,Cropland,NULL,Forest,Water,Non_Wetland,Water
731,Cropland,NULL,Forest,Water,Non_Wetland,Forest
732,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
733,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
734,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
735,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
736,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
737,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
738,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
739,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
740,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
741,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
742,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
743,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
744,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
745,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
746,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
747,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
748,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
749,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
750,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
751,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
752,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
753,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
754,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
755,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
756,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
757,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
758,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
759,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
760,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
761,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
762,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
763,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
764,Cropland,Cropland,Wetland,Water,Wetland,Water
765,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
766,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
767,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
768,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
769,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
770,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
771,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
772,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
773,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
774,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
775,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
776,Cropland,Cropland,Water,NULL,Water,Grassland
777,Cropland,Cropland,Water,NULL,Water,Water
778,Cropland,Cropland,Water,Non_Water,Water,Water
779,Cropland,Cropland,Water,Non_Water,Water,Forest
780,Cropland,Cropland,Water,Water,Water,Grassland
781,Cropland,Cropland,Water,Water,Water,Bareland
782,Cropland,Cropland,Water,Water,Water,Water
783,Cropland,Cropland,Water,Water,Water,Forest
784,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
785,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
786,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
787,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
788,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
789,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
790,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
791,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
792,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
793,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
794,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
795,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
796,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
797,Cropland,Cropland,Forest,Water,Non_Wetland,Water
798,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
799,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Water
800,Cropland,Wetland,Wetland,Water,Wetland,Water
801,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
802,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
803,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
804,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
805,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
806,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
807,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
808,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
809,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
810,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Water
811,Cropland,Bareland,Wetland,Non_Water,Wetland,Water
812,Cropland,Bareland,Wetland,Water,Wetland,Water
813,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Water
814,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
815,Cropland,Bareland,Water,Non_Water,Water,Water
816,Cropland,Bareland,Water,Water,Water,Bareland
817,Cropland,Bareland,Water,Water,Water,Water
818,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
819,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
820,Cropland,Bareland,Forest,NULL,Non_Wetland,Water
821,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
822,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Water
823,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Forest
824,Cropland,Bareland,Forest,Water,Non_Wetland,Cropland
825,Cropland,Bareland,Forest,Water,Non_Wetland,Water
826,Cropland,Bareland,Forest,Water,Non_Wetland,Forest
827,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
828,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
829,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
830,Cropland,Built-up,Shrubland,Water,Non_Wetland,Water
831,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
832,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
833,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
834,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
835,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
836,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
837,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
838,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
839,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
840,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
841,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
842,Cropland,Built-up,Cropland,Water,Non_Wetland,Water
843,Cropland,Built-up,Wetland,Water,Wetland,Water
844,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
845,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
846,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Water
847,Cropland,Built-up,Bareland,Water,Non_Wetland,Water
848,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
849,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
850,Cropland,Built-up,Water,Water,Water,Water
851,Cropland,Built-up,Water,Water,Water,Forest
852,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
853,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
854,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
855,Cropland,Built-up,Forest,NULL,Non_Wetland,Water
856,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
857,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
858,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Water
859,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
860,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
861,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
862,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
863,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
