Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKF_M_R
6934,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
6935,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
6936,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6937,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
6938,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
6939,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
6940,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
6941,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6942,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
6943,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6944,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6945,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
6946,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6947,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6948,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6949,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6950,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6951,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
6952,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6953,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
6954,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6955,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
6956,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
6957,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
6958,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
6959,Water,Water,Wetland,Water,Wetland,NULL,Water,NULL
6960,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
6961,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
6962,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
6963,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
6964,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
6965,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
6966,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
6967,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
6968,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
6969,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
6970,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
6971,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
6972,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
6973,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
6974,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
6975,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
6976,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
6977,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6978,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
6979,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Forest
6980,Water,Water,Wetland,Water,Wetland,Bareland,Water,NULL
6981,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
6982,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
6983,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
6984,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
6985,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
6986,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
6987,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
6988,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
6989,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
6990,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
6991,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
6992,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
6993,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
6994,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
6995,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
6996,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
6997,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
6998,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
6999,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7000,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
7001,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
7002,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
7003,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
7004,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
7005,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
7006,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
7007,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
7008,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
7009,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
7010,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Water
7011,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
7012,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
7013,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
7014,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
7015,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Bareland
7016,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
7017,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7018,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
7019,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
7020,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
7021,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
7022,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
7023,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7024,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
7025,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
7026,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
7027,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7028,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
7029,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
7030,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
7031,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
7032,Water,Water,Bareland,Water,Non_Wetland,Bareland,Shrubland,Forest
7033,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
7034,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
7035,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
7036,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7037,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
7038,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
7039,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
7040,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
7041,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7042,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
7043,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
7044,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
7045,Water,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Water
7046,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Water
7047,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
7048,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Built-up
7049,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
7050,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
7051,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
7052,Water,Water,Water,NULL,Water,NULL,NULL,Water
7053,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
7054,Water,Water,Water,NULL,Water,NULL,Grassland,Water
7055,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
7056,Water,Water,Water,NULL,Water,NULL,Water,Grassland
7057,Water,Water,Water,NULL,Water,NULL,Water,Water
7058,Water,Water,Water,NULL,Water,NULL,Water,Forest
7059,Water,Water,Water,NULL,Water,NULL,Forest,Water
7060,Water,Water,Water,NULL,Water,NULL,Forest,Forest
7061,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
7062,Water,Water,Water,NULL,Water,Shrubland,NULL,Water
7063,Water,Water,Water,NULL,Water,Shrubland,NULL,Forest
7064,Water,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
7065,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
7066,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
7067,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
7068,Water,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
7069,Water,Water,Water,NULL,Water,Shrubland,Grassland,Bareland
7070,Water,Water,Water,NULL,Water,Shrubland,Grassland,Water
7071,Water,Water,Water,NULL,Water,Shrubland,Grassland,Forest
7072,Water,Water,Water,NULL,Water,Shrubland,Wetland,NULL
7073,Water,Water,Water,NULL,Water,Shrubland,Wetland,Water
7074,Water,Water,Water,NULL,Water,Shrubland,Wetland,Forest
7075,Water,Water,Water,NULL,Water,Shrubland,Bareland,Water
7076,Water,Water,Water,NULL,Water,Shrubland,Water,NULL
7077,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
7078,Water,Water,Water,NULL,Water,Shrubland,Water,Bareland
7079,Water,Water,Water,NULL,Water,Shrubland,Water,Water
7080,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
7081,Water,Water,Water,NULL,Water,Shrubland,Forest,Water
7082,Water,Water,Water,NULL,Water,Shrubland,Forest,Forest
7083,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
7084,Water,Water,Water,NULL,Water,Grassland,NULL,Water
7085,Water,Water,Water,NULL,Water,Grassland,Shrubland,NULL
7086,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
7087,Water,Water,Water,NULL,Water,Grassland,Water,NULL
7088,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
7089,Water,Water,Water,NULL,Water,Grassland,Water,Cropland
7090,Water,Water,Water,NULL,Water,Grassland,Water,Water
7091,Water,Water,Water,NULL,Water,Grassland,Water,Forest
7092,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
7093,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
7094,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
7095,Water,Water,Water,NULL,Water,Wetland,Water,Water
7096,Water,Water,Water,NULL,Water,Wetland,Water,Forest
7097,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
7098,Water,Water,Water,NULL,Water,Bareland,NULL,Water
7099,Water,Water,Water,NULL,Water,Bareland,Shrubland,NULL
7100,Water,Water,Water,NULL,Water,Bareland,Shrubland,Grassland
7101,Water,Water,Water,NULL,Water,Bareland,Shrubland,Wetland
7102,Water,Water,Water,NULL,Water,Bareland,Shrubland,Bareland
7103,Water,Water,Water,NULL,Water,Bareland,Shrubland,Water
7104,Water,Water,Water,NULL,Water,Bareland,Shrubland,Forest
7105,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
7106,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
7107,Water,Water,Water,NULL,Water,Bareland,Wetland,NULL
7108,Water,Water,Water,NULL,Water,Bareland,Wetland,Bareland
7109,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
7110,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
7111,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
7112,Water,Water,Water,NULL,Water,Bareland,Water,NULL
7113,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
7114,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
7115,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
7116,Water,Water,Water,NULL,Water,Bareland,Water,Water
7117,Water,Water,Water,NULL,Water,Bareland,Water,Forest
7118,Water,Water,Water,NULL,Water,Bareland,Forest,Water
7119,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
7120,Water,Water,Water,NULL,Water,Water,NULL,NULL
7121,Water,Water,Water,NULL,Water,Water,NULL,Grassland
7122,Water,Water,Water,NULL,Water,Water,NULL,Bareland
7123,Water,Water,Water,NULL,Water,Water,NULL,Water
7124,Water,Water,Water,NULL,Water,Water,Shrubland,NULL
7125,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
7126,Water,Water,Water,NULL,Water,Water,Shrubland,Wetland
7127,Water,Water,Water,NULL,Water,Water,Shrubland,Bareland
7128,Water,Water,Water,NULL,Water,Water,Shrubland,Water
7129,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
7130,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
7131,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
7132,Water,Water,Water,NULL,Water,Water,Grassland,Water
7133,Water,Water,Water,NULL,Water,Water,Wetland,Water
7134,Water,Water,Water,NULL,Water,Water,Wetland,Forest
7135,Water,Water,Water,NULL,Water,Water,Water,Grassland
7136,Water,Water,Water,NULL,Water,Water,Water,Wetland
7137,Water,Water,Water,NULL,Water,Water,Water,Bareland
7138,Water,Water,Water,NULL,Water,Water,Water,Water
7139,Water,Water,Water,NULL,Water,Water,Water,Forest
7140,Water,Water,Water,NULL,Water,Water,Forest,Bareland
7141,Water,Water,Water,NULL,Water,Water,Forest,Water
7142,Water,Water,Water,NULL,Water,Water,Forest,Forest
7143,Water,Water,Water,NULL,Water,Forest,NULL,Water
7144,Water,Water,Water,NULL,Water,Forest,NULL,Forest
7145,Water,Water,Water,NULL,Water,Forest,Shrubland,Water
7146,Water,Water,Water,NULL,Water,Forest,Shrubland,Forest
7147,Water,Water,Water,NULL,Water,Forest,Wetland,Water
7148,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
7149,Water,Water,Water,NULL,Water,Forest,Water,Water
7150,Water,Water,Water,NULL,Water,Forest,Water,Forest
7151,Water,Water,Water,NULL,Water,Forest,Forest,Water
7152,Water,Water,Water,NULL,Water,Forest,Forest,Forest
7153,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
7154,Water,Water,Water,Non_Water,Water,NULL,Water,Water
7155,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
7156,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
7157,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
7158,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Forest
7159,Water,Water,Water,Non_Water,Water,Shrubland,Bareland,Water
7160,Water,Water,Water,Non_Water,Water,Shrubland,Water,NULL
7161,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
7162,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
7163,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
7164,Water,Water,Water,Non_Water,Water,Shrubland,Forest,Water
7165,Water,Water,Water,Non_Water,Water,Shrubland,Forest,Forest
7166,Water,Water,Water,Non_Water,Water,Grassland,Shrubland,Grassland
7167,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
7168,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
7169,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
7170,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
7171,Water,Water,Water,Non_Water,Water,Bareland,Shrubland,Grassland
7172,Water,Water,Water,Non_Water,Water,Bareland,Shrubland,Water
7173,Water,Water,Water,Non_Water,Water,Bareland,Shrubland,Forest
7174,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
7175,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
7176,Water,Water,Water,Non_Water,Water,Bareland,Water,NULL
7177,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
7178,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
7179,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
7180,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
7181,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
7182,Water,Water,Water,Non_Water,Water,Bareland,Forest,Water
7183,Water,Water,Water,Non_Water,Water,Bareland,Forest,Forest
7184,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
7185,Water,Water,Water,Non_Water,Water,Water,NULL,Water
7186,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
7187,Water,Water,Water,Non_Water,Water,Water,Shrubland,Grassland
7188,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
7189,Water,Water,Water,Non_Water,Water,Water,Shrubland,Forest
7190,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
7191,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
7192,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
7193,Water,Water,Water,Non_Water,Water,Water,Water,NULL
7194,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
7195,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
7196,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
7197,Water,Water,Water,Non_Water,Water,Water,Water,Water
7198,Water,Water,Water,Non_Water,Water,Water,Water,Forest
7199,Water,Water,Water,Non_Water,Water,Water,Forest,Water
7200,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
7201,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
7202,Water,Water,Water,Non_Water,Water,Forest,Shrubland,Water
7203,Water,Water,Water,Non_Water,Water,Forest,Shrubland,Forest
7204,Water,Water,Water,Non_Water,Water,Forest,Water,Water
7205,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
7206,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
7207,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
7208,Water,Water,Water,Water,Water,NULL,Shrubland,Water
7209,Water,Water,Water,Water,Water,NULL,Water,Grassland
7210,Water,Water,Water,Water,Water,NULL,Water,Water
7211,Water,Water,Water,Water,Water,NULL,Forest,Water
7212,Water,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
7213,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
7214,Water,Water,Water,Water,Water,Shrubland,Shrubland,Forest
7215,Water,Water,Water,Water,Water,Shrubland,Wetland,Water
7216,Water,Water,Water,Water,Water,Shrubland,Bareland,Water
7217,Water,Water,Water,Water,Water,Shrubland,Water,NULL
7218,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
7219,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
7220,Water,Water,Water,Water,Water,Shrubland,Water,Water
7221,Water,Water,Water,Water,Water,Shrubland,Water,Forest
7222,Water,Water,Water,Water,Water,Shrubland,Forest,Water
7223,Water,Water,Water,Water,Water,Shrubland,Forest,Forest
7224,Water,Water,Water,Water,Water,Grassland,Water,Grassland
7225,Water,Water,Water,Water,Water,Grassland,Water,Water
7226,Water,Water,Water,Water,Water,Wetland,Water,Wetland
7227,Water,Water,Water,Water,Water,Wetland,Water,Water
7228,Water,Water,Water,Water,Water,Wetland,Water,Forest
7229,Water,Water,Water,Water,Water,Bareland,NULL,Grassland
7230,Water,Water,Water,Water,Water,Bareland,Shrubland,Grassland
7231,Water,Water,Water,Water,Water,Bareland,Shrubland,Water
7232,Water,Water,Water,Water,Water,Bareland,Shrubland,Forest
7233,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
7234,Water,Water,Water,Water,Water,Bareland,Grassland,Water
7235,Water,Water,Water,Water,Water,Bareland,Bareland,Water
7236,Water,Water,Water,Water,Water,Bareland,Water,NULL
7237,Water,Water,Water,Water,Water,Bareland,Water,Grassland
7238,Water,Water,Water,Water,Water,Bareland,Water,Wetland
7239,Water,Water,Water,Water,Water,Bareland,Water,Bareland
7240,Water,Water,Water,Water,Water,Bareland,Water,Water
7241,Water,Water,Water,Water,Water,Bareland,Water,Forest
7242,Water,Water,Water,Water,Water,Bareland,Forest,Forest
7243,Water,Water,Water,Water,Water,Water,NULL,Water
7244,Water,Water,Water,Water,Water,Water,Shrubland,Grassland
7245,Water,Water,Water,Water,Water,Water,Shrubland,Water
7246,Water,Water,Water,Water,Water,Water,Shrubland,Forest
7247,Water,Water,Water,Water,Water,Water,Grassland,Bareland
7248,Water,Water,Water,Water,Water,Water,Grassland,Water
7249,Water,Water,Water,Water,Water,Water,Wetland,Water
7250,Water,Water,Water,Water,Water,Water,Water,NULL
7251,Water,Water,Water,Water,Water,Water,Water,Grassland
7252,Water,Water,Water,Water,Water,Water,Water,Wetland
7253,Water,Water,Water,Water,Water,Water,Water,Bareland
7254,Water,Water,Water,Water,Water,Water,Water,Water
7255,Water,Water,Water,Water,Water,Water,Water,Forest
7256,Water,Water,Water,Water,Water,Water,Forest,Water
7257,Water,Water,Water,Water,Water,Water,Forest,Forest
7258,Water,Water,Water,Water,Water,Forest,Shrubland,Water
7259,Water,Water,Water,Water,Water,Forest,Shrubland,Forest
7260,Water,Water,Water,Water,Water,Forest,Water,Wetland
7261,Water,Water,Water,Water,Water,Forest,Water,Water
7262,Water,Water,Water,Water,Water,Forest,Water,Forest
7263,Water,Water,Water,Water,Water,Forest,Forest,Water
7264,Water,Water,Water,Water,Water,Forest,Forest,Forest
7265,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7266,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
7267,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7268,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7269,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
7270,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7271,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7272,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
7273,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
7274,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7275,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7276,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7277,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7278,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
7279,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7280,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7281,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7282,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
7283,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7284,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7285,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7286,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
7287,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
7288,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
7289,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
7290,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7291,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
7292,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7293,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7294,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7295,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7296,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7297,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7298,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7299,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7300,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7301,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7302,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
7303,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7304,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
7305,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7306,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
7307,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7308,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7309,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7310,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7311,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7312,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
7313,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7314,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7315,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7316,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
7317,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7318,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
7319,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7320,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
7321,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
7322,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7323,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
7324,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
7325,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
7326,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
7327,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7328,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7329,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7330,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
7331,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
7332,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
