Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPV_M_R
6867,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6868,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6869,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6870,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6871,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6872,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6873,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6874,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
6875,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6876,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6877,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6878,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6879,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6880,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6881,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
6882,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6883,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6884,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6885,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6886,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
6887,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6888,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6889,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6890,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
6891,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Water
6892,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6893,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
6894,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6895,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6896,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6897,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
6898,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
6899,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6900,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6901,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6902,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6903,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6904,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6905,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
6906,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6907,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
6908,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Water
6909,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
6910,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Water
6911,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
6912,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
6913,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
6914,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6915,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
6916,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
6917,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
6918,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland,Water
6919,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Water,Water
6920,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
6921,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
6922,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Bareland
6923,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
6924,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
6925,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
6926,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6927,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6928,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6929,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
6930,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6931,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
6932,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6933,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6934,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6935,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6936,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6937,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6938,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6939,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
6940,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
6941,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6942,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6943,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6944,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6945,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6946,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6947,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6948,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6949,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6950,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6951,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6952,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6953,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6954,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6955,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6956,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
6957,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6958,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6959,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
6960,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6961,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
6962,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
6963,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6964,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6965,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6966,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
6967,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
6968,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
6969,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
6970,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water,Water
6971,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
6972,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
6973,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
6974,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
6975,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
6976,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6977,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6978,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6979,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6980,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6981,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6982,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6983,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
6984,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6985,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6986,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Water
6987,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6988,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6989,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6990,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6991,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6992,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6993,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6994,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6995,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6996,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6997,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
6998,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
6999,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7000,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7001,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7002,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7003,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7004,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7005,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7006,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7007,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7008,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7009,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7010,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7011,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7012,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7013,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7014,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7015,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7016,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
7017,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7018,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7019,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7020,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
7021,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
7022,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7023,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
7024,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
7025,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
7026,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7027,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7028,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7029,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7030,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7031,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
7032,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
7033,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
7034,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
7035,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Water
7036,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
7037,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
7038,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
7039,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
7040,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
7041,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
7042,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
7043,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7044,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
7045,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water,Bareland
7046,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water,Water
7047,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
7048,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
7049,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
7050,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
7051,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
7052,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
7053,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
7054,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Water
7055,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Bareland,Bareland
7056,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
7057,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
7058,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
7059,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
7060,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
7061,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
7062,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
7063,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
7064,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7065,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7066,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7067,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7068,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
7069,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7070,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7071,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
7072,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7073,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
7074,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water,Bareland
7075,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water,Water
7076,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
7077,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
7078,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
7079,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
7080,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
7081,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Forest,Water
7082,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7083,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
7084,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
7085,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
7086,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
7087,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Water
7088,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
7089,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
7090,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7091,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7092,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7093,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7094,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7095,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7096,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7097,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7098,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7099,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7100,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7101,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7102,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
7103,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7104,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
7105,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland,Water
7106,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Water,Bareland
7107,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
7108,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
7109,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
7110,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
7111,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
7112,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Built-up
7113,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
7114,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
7115,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
7116,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
7117,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
7118,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Water
7119,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7120,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7121,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
7122,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7123,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7124,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
7125,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
7126,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
7127,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7128,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
7129,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
7130,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
7131,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland,Water
7132,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
7133,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
7134,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7135,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7136,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7137,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7138,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7139,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7140,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
7141,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7142,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7143,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7144,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7145,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7146,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7147,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7148,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7149,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
7150,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7151,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
7152,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
7153,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7154,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7155,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
7156,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
7157,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7158,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
7159,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
7160,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Water
7161,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7162,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7163,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7164,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
7165,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7166,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
7167,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7168,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7169,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7170,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7171,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7172,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7173,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7174,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7175,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
7176,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7177,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
7178,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7179,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7180,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7181,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
