Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYT_M_R
747,Bareland,Water,Water,Water,Water,Water,Wetland,Water
748,Bareland,Water,Water,Water,Water,Water,Water,Water
749,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
750,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
751,Bareland,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
752,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
753,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
754,Bareland,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
755,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
756,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
757,Bareland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
758,Bareland,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
759,Bareland,Forest,Water,Water,Water,Water,Water,Water
760,Bareland,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
761,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
762,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
763,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
764,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
765,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
766,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
767,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
768,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
769,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
770,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
771,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
772,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
773,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
774,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
775,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
776,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
777,Water,NULL,Water,NULL,Water,Water,Grassland,Water
778,Water,NULL,Water,Non_Water,Water,Water,Grassland,Forest
779,Water,NULL,Water,Water,Water,NULL,Grassland,Forest
780,Water,NULL,Water,Water,Water,Grassland,Grassland,Forest
781,Water,NULL,Water,Water,Water,Water,Water,Water
782,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
783,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
784,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
785,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
786,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
787,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
788,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
789,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
790,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
791,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
792,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
793,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
794,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
795,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
796,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
797,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
798,Water,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
799,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
800,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
801,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
802,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
803,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
804,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
805,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
806,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
807,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
808,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
809,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
810,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
811,Water,Wetland,Water,NULL,Water,Water,Water,Forest
812,Water,Wetland,Water,Water,Water,NULL,Water,Grassland
813,Water,Wetland,Water,Water,Water,Water,Water,Water
814,Water,Wetland,Water,Water,Water,Water,Water,Forest
815,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
816,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
817,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
818,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
819,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
820,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
821,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
822,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
823,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
824,Water,Bareland,Water,Water,Water,Water,Water,Water
825,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
826,Water,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
827,Water,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Forest
828,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
829,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
830,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
831,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
832,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
833,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
834,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
835,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
836,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
837,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
838,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
839,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
840,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
841,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
842,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
843,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
844,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
845,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
846,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
847,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
848,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
849,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
850,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
851,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
852,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
853,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
854,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
855,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
856,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
857,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
858,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
859,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
860,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
861,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
862,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
863,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
864,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
865,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
866,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
867,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
868,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
869,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
870,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
871,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
872,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
873,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
874,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
875,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
876,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
877,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
878,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
879,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
880,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
881,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
882,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
883,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
884,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
885,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
886,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
887,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
888,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
889,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
890,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
891,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
892,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
893,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
894,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
895,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
896,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
897,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
898,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
899,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
900,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
901,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
902,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
903,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
904,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
905,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
906,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
907,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
908,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
909,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
910,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
911,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
912,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
913,Water,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
914,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
915,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
916,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
917,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
918,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
919,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
920,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
921,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
922,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
923,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
924,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
925,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
926,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
927,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
928,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
929,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
930,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
931,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
932,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
933,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
934,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
935,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
936,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
937,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
938,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
939,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
940,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
941,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
942,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
943,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
944,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
945,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
946,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
947,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
948,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
949,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
950,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
951,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
952,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
953,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
954,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
955,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
956,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
957,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
958,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
959,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
960,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
961,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
962,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
963,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
964,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
965,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
966,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
967,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
968,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
969,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
970,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
971,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
972,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
973,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
974,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
975,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
976,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
977,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
978,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
979,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
980,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
981,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
982,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
983,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
984,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
985,Water,Water,Wetland,Water,Wetland,Water,Water,Water
986,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
987,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
988,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
989,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
990,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
991,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
992,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
993,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
994,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
995,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
996,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
997,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
998,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
999,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1000,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1001,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1002,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1003,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1004,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1005,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1006,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1007,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
1008,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
1009,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
1010,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1011,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1012,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1013,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1014,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1015,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1016,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1017,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1018,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1019,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1020,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1021,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
1022,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
1023,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1024,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1025,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1026,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1027,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1028,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1029,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1030,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1031,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
1032,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1033,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
1034,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1035,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1036,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1037,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Water
1038,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
1039,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1040,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
1041,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Forest
1042,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1043,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1044,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1045,Water,Water,Water,NULL,Water,NULL,Water,Water
1046,Water,Water,Water,NULL,Water,NULL,Water,Forest
1047,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
1048,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1049,Water,Water,Water,NULL,Water,Grassland,Bareland,Water
1050,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
1051,Water,Water,Water,NULL,Water,Grassland,Water,Water
1052,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1053,Water,Water,Water,NULL,Water,Grassland,Forest,Grassland
1054,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
1055,Water,Water,Water,NULL,Water,Bareland,Water,Forest
1056,Water,Water,Water,NULL,Water,Water,NULL,Water
1057,Water,Water,Water,NULL,Water,Water,NULL,Forest
1058,Water,Water,Water,NULL,Water,Water,Grassland,Water
1059,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1060,Water,Water,Water,NULL,Water,Water,Wetland,Water
1061,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1062,Water,Water,Water,NULL,Water,Water,Bareland,Water
1063,Water,Water,Water,NULL,Water,Water,Water,Grassland
1064,Water,Water,Water,NULL,Water,Water,Water,Bareland
1065,Water,Water,Water,NULL,Water,Water,Water,Water
1066,Water,Water,Water,NULL,Water,Water,Water,Forest
1067,Water,Water,Water,NULL,Water,Water,Forest,Water
1068,Water,Water,Water,NULL,Water,Water,Forest,Forest
1069,Water,Water,Water,NULL,Water,Forest,NULL,Water
1070,Water,Water,Water,NULL,Water,Forest,NULL,Forest
1071,Water,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
1072,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
1073,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1074,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1075,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1076,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1077,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
1078,Water,Water,Water,Non_Water,Water,Water,NULL,Water
1079,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
1080,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1081,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1082,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1083,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1084,Water,Water,Water,Non_Water,Water,Water,Water,Water
1085,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1086,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1087,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1088,Water,Water,Water,Water,Water,NULL,Wetland,Water
1089,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1090,Water,Water,Water,Water,Water,NULL,Water,Grassland
1091,Water,Water,Water,Water,Water,NULL,Water,Water
1092,Water,Water,Water,Water,Water,NULL,Water,Forest
1093,Water,Water,Water,Water,Water,NULL,Forest,Water
1094,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
1095,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1096,Water,Water,Water,Water,Water,Grassland,Water,Water
1097,Water,Water,Water,Water,Water,Grassland,Water,Forest
1098,Water,Water,Water,Water,Water,Wetland,Water,Water
1099,Water,Water,Water,Water,Water,Bareland,Water,Water
1100,Water,Water,Water,Water,Water,Bareland,Water,Forest
1101,Water,Water,Water,Water,Water,Water,NULL,Water
1102,Water,Water,Water,Water,Water,Water,NULL,Forest
1103,Water,Water,Water,Water,Water,Water,Grassland,Water
1104,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1105,Water,Water,Water,Water,Water,Water,Wetland,Water
1106,Water,Water,Water,Water,Water,Water,Wetland,Forest
1107,Water,Water,Water,Water,Water,Water,Bareland,Water
1108,Water,Water,Water,Water,Water,Water,Water,Grassland
1109,Water,Water,Water,Water,Water,Water,Water,Bareland
1110,Water,Water,Water,Water,Water,Water,Water,Water
1111,Water,Water,Water,Water,Water,Water,Water,Forest
1112,Water,Water,Water,Water,Water,Water,Forest,Water
1113,Water,Water,Water,Water,Water,Water,Forest,Forest
1114,Water,Water,Water,Water,Water,Forest,NULL,Water
1115,Water,Water,Water,Water,Water,Forest,NULL,Forest
1116,Water,Water,Water,Water,Water,Forest,Wetland,Water
1117,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1118,Water,Water,Water,Water,Water,Forest,Water,Water
1119,Water,Water,Water,Water,Water,Forest,Water,Forest
1120,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1121,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1122,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1123,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1124,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1125,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1126,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1127,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1128,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1129,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1130,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1131,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1132,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1133,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1134,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1135,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1136,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
