Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDK_M_R
7875,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7876,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7877,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
7878,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
7879,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7880,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7881,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7882,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7883,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7884,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
7885,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7886,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7887,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7888,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7889,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7890,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
7891,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7892,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7893,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7894,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7895,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7896,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7897,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7898,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7899,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7900,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7901,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7902,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7903,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7904,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7905,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7906,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7907,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7908,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7909,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7910,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7911,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7912,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7913,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7914,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7915,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7916,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7917,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7918,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7919,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7920,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7921,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7922,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7923,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7924,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7925,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7926,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7927,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7928,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7929,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7930,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7931,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7932,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7933,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
7934,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7935,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7936,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7937,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7938,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7939,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7940,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7941,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7942,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7943,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7944,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7945,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7946,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7947,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7948,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7949,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7950,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7951,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7952,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7953,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7954,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7955,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7956,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7957,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7958,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7959,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7960,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7961,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
7962,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
7963,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7964,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
7965,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7966,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7967,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
7968,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7969,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
7970,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
7971,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
7972,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
7973,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
7974,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
7975,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
7976,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7977,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
7978,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
7979,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
7980,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
7981,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
7982,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
7983,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
7984,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7985,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
7986,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7987,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7988,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7989,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7990,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
7991,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
7992,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
7993,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
7994,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
7995,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
7996,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
7997,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
7998,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
7999,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
8000,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
8001,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
8002,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8003,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8004,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
8005,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
8006,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
8007,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
8008,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Cropland
8009,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
8010,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
8011,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8012,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
8013,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
8014,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
8015,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Water
8016,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8017,Bareland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
8018,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
8019,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8020,Bareland,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
8021,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
8022,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
8023,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
8024,Bareland,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
8025,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
8026,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
8027,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Cropland
8028,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
8029,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
8030,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
8031,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
8032,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
8033,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
8034,Bareland,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
8035,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
8036,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8037,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8038,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8039,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8040,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
8041,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8042,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8043,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8044,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8045,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8046,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8047,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8048,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8049,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8050,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8051,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8052,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8053,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
8054,Bareland,NULL,Water,NULL,Water,NULL,Bareland,Bareland
8055,Bareland,NULL,Water,NULL,Water,NULL,Built-up,Grassland
8056,Bareland,NULL,Water,NULL,Water,NULL,Built-up,Bareland
8057,Bareland,NULL,Water,NULL,Water,NULL,Built-up,Forest
8058,Bareland,NULL,Water,NULL,Water,Cropland,Bareland,Grassland
8059,Bareland,NULL,Water,NULL,Water,Cropland,Bareland,Bareland
8060,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
8061,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Built-up
8062,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
8063,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
8064,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Water
8065,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
8066,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Cropland
8067,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
8068,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
8069,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
8070,Bareland,NULL,Water,NULL,Water,Bareland,Built-up,Grassland
8071,Bareland,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
8072,Bareland,NULL,Water,NULL,Water,Bareland,Built-up,Forest
8073,Bareland,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
8074,Bareland,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
8075,Bareland,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
8076,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
8077,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
8078,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Water
8079,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
8080,Bareland,NULL,Water,Water,Water,Water,Water,Water
8081,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8082,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8083,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8084,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8085,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8086,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8087,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
8088,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8089,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8090,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8091,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8092,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8093,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8094,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8095,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8096,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8097,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8098,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8099,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
8100,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8101,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8102,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8103,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8104,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8105,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8106,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8107,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8108,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8109,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
8110,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8111,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
8112,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8113,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8114,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8115,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8116,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8117,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8118,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
8119,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8120,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8121,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8122,Bareland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
8123,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8124,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8125,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8126,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8127,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8128,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8129,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8130,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8131,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8132,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8133,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8134,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8135,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8136,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8137,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8138,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8139,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8140,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8141,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8142,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8143,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8144,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8145,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8146,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
8147,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
8148,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8149,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8150,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8151,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8152,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8153,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8154,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8155,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8156,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8157,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8158,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8159,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8160,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8161,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8162,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8163,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8164,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8165,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8166,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8167,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8168,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8169,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8170,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8171,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8172,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8173,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8174,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8175,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8176,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8177,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8178,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8179,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8180,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8181,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8182,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8183,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
8184,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8185,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8186,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
8187,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
8188,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8189,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8190,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8191,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8192,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8193,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8194,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8195,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8196,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8197,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
