Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWR_M_R
8505,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8506,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
8507,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8508,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8509,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8510,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8511,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8512,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8513,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8514,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8515,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8516,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8517,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8518,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8519,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8520,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8521,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8522,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
8523,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
8524,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8525,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
8526,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8527,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8528,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8529,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8530,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8531,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8532,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8533,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8534,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
8535,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8536,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8537,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8538,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
8539,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8540,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8541,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8542,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
8543,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8544,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8545,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8546,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8547,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8548,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8549,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8550,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
8551,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8552,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8553,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8554,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8555,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8556,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8557,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8558,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8559,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
8560,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8561,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8562,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8563,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8564,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
8565,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
8566,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
8567,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
8568,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
8569,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8570,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
8571,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8572,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
8573,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8574,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8575,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
8576,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8577,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
8578,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
8579,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8580,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8581,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8582,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
8583,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8584,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8585,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
8586,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8587,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8588,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,NULL
8589,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8590,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8591,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8592,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8593,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8594,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8595,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8596,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
8597,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8598,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8599,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8600,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8601,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
8602,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
8603,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8604,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8605,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
8606,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8607,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8608,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
8609,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
8610,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8611,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8612,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8613,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8614,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
8615,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
8616,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8617,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
8618,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
8619,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8620,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
8621,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
8622,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
8623,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8624,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
8625,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
8626,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8627,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
8628,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
8629,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
8630,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
8631,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
8632,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8633,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
8634,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8635,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
8636,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
8637,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8638,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
8639,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
8640,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
8641,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
8642,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
8643,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
8644,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8645,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8646,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
8647,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
8648,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
8649,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8650,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
8651,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Water
8652,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
8653,Wetland,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
8654,Wetland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
8655,Wetland,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,NULL
8656,Wetland,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
8657,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8658,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8659,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8660,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8661,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8662,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8663,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8664,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8665,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8666,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8667,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8668,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8669,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8670,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8671,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8672,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8673,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8674,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8675,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8676,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8677,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8678,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
8679,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8680,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8681,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8682,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8683,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8684,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8685,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
8686,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8687,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8688,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8689,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8690,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8691,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8692,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8693,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
8694,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8695,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8696,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8697,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8698,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8699,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8700,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8701,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8702,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
8703,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8704,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
8705,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8706,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
8707,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8708,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
8709,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
8710,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8711,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8712,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
8713,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8714,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
8715,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8716,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
8717,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
8718,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8719,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8720,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8721,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
8722,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8723,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
8724,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8725,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8726,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8727,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8728,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8729,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8730,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8731,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
8732,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
8733,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8734,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
8735,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8736,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8737,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8738,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8739,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8740,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8741,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8742,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
8743,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8744,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8745,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8746,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8747,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
8748,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8749,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
8750,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
8751,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8752,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
8753,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8754,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8755,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8756,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
8757,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8758,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8759,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8760,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
8761,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8762,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8763,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8764,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8765,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8766,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
8767,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
8768,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
8769,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8770,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
8771,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8772,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
8773,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
8774,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8775,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8776,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
8777,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8778,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
8779,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8780,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8781,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
8782,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8783,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
8784,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
8785,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8786,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
8787,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8788,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
8789,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8790,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
8791,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8792,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
8793,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
8794,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
8795,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8796,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8797,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
8798,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8799,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
8800,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
8801,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8802,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
8803,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8804,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8805,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
8806,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8807,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
8808,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
8809,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
8810,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8811,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8812,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8813,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8814,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
8815,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8816,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,NULL
8817,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
