Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLG_M_R
6027,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6028,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6029,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6030,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
6031,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6032,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6033,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6034,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6035,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6036,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6037,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6038,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6039,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6040,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6041,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6042,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6043,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6044,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6045,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
6046,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6047,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6048,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
6049,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6050,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6051,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6052,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6053,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6054,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6055,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
6056,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6057,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6058,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6059,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6060,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6061,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
6062,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6063,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6064,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6065,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6066,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6067,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6068,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6069,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6070,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6071,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
6072,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
6073,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6074,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6075,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6076,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6077,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
6078,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6079,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
6080,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6081,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
6082,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
6083,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
6084,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6085,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
6086,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
6087,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
6088,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
6089,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6090,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6091,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6092,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6093,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6094,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
6095,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6096,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6097,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6098,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6099,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6100,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6101,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6102,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6103,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6104,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6105,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6106,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
6107,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6108,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6109,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6110,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6111,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6112,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6113,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
6114,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6115,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6116,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6117,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6118,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6119,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6120,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6121,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6122,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6123,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6124,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
6125,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6126,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6127,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6128,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6129,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6130,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6131,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6132,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6133,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
6134,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
6135,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6136,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
6137,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6138,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6139,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6140,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
6141,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
6142,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6143,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6144,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
6145,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
6146,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
6147,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
6148,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Built-up
6149,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
6150,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
6151,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
6152,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6153,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6154,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6155,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6156,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6157,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6158,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6159,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
6160,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6161,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6162,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6163,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6164,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6165,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6166,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
6167,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
6168,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6169,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6170,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
6171,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
6172,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
6173,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6174,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6175,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6176,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6177,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6178,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6179,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6180,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6181,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6182,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6183,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6184,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6185,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6186,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6187,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6188,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6189,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6190,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6191,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6192,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6193,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6194,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6195,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6196,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6197,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6198,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6199,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6200,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
6201,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6202,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
6203,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6204,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
6205,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
6206,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
6207,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6208,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6209,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6210,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6211,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6212,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6213,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6214,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6215,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6216,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6217,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6218,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6219,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6220,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6221,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6222,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6223,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6224,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6225,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6226,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6227,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6228,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6229,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6230,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6231,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6232,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6233,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6234,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6235,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6236,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6237,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6238,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6239,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6240,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6241,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6242,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6243,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6244,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6245,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6246,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6247,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6248,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6249,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6250,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6251,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6252,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6253,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6254,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6255,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
6256,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6257,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6258,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6259,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6260,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6261,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6262,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6263,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6264,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6265,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6266,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6267,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6268,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6269,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
6270,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6271,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6272,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6273,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6274,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6275,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
6276,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6277,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6278,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6279,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6280,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6281,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
6282,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6283,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6284,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6285,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
6286,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6287,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6288,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
6289,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6290,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6291,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6292,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6293,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6294,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6295,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6296,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6297,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6298,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6299,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6300,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6301,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6302,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6303,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6304,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6305,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6306,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6307,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6308,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6309,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6310,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6311,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6312,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6313,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6314,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6315,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6316,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6317,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6318,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6319,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
6320,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
6321,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6322,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6323,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6324,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6325,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6326,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6327,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6328,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6329,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6330,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6331,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
6332,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
6333,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6334,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6335,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
