Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMP_M_R
5776,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5777,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
5778,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
5779,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
5780,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
5781,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
5782,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
5783,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5784,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5785,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
5786,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5787,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
5788,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
5789,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
5790,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5791,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
5792,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Water
5793,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5794,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5795,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
5796,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
5797,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
5798,Wetland,NULL,Water,NULL,Water,Water,Water,Water
5799,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5800,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5801,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5802,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5803,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5804,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
5805,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5806,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5807,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5808,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5809,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5810,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5811,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
5812,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5813,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5814,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
5815,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
5816,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5817,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5818,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5819,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
5820,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
5821,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5822,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5823,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5824,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5825,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5826,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
5827,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5828,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5829,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5830,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5831,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5832,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5833,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
5834,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5835,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5836,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5837,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
5838,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5839,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5840,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
5841,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5842,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5843,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
5844,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
5845,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
5846,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
5847,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
5848,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
5849,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
5850,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
5851,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
5852,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,NULL
5853,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
5854,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
5855,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
5856,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
5857,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
5858,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5859,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
5860,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5861,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
5862,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,NULL
5863,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
5864,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Forest,Wetland
5865,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
5866,Wetland,Wetland,Water,Water,Water,NULL,Forest,Wetland
5867,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5868,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5869,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5870,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5871,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
5872,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5873,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5874,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5875,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5876,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5877,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
5878,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5879,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5880,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5881,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5882,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5883,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5884,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
5885,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5886,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5887,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5888,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5889,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5890,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5891,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5892,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5893,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5894,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5895,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5896,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5897,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5898,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5899,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5900,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5901,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Water,Wetland
5902,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5903,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5904,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5905,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5906,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
5907,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
5908,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
5909,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
5910,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
5911,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
5912,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
5913,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
5914,Wetland,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5915,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5916,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5917,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
5918,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
5919,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
5920,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
5921,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
5922,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
5923,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5924,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5925,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
5926,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5927,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5928,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
5929,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5930,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5931,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5932,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5933,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
5934,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5935,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5936,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5937,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5938,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
5939,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5940,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5941,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5942,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5943,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
5944,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
5945,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
5946,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5947,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5948,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5949,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5950,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5951,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5952,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5953,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5954,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5955,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5956,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5957,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5958,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5959,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5960,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5961,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5962,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5963,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5964,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5965,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5966,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5967,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5968,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5969,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5970,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5971,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5972,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5973,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5974,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5975,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
5976,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5977,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5978,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5979,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
5980,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5981,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5982,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5983,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5984,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5985,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5986,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5987,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5988,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5989,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5990,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5991,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5992,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5993,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
5994,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5995,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5996,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5997,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5998,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5999,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6000,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6001,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6002,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6003,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6004,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6005,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6006,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6007,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6008,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6009,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6010,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6011,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6012,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6013,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6014,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6015,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6016,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6017,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6018,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6019,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6020,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6021,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6022,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6023,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6024,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6025,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6026,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6027,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6028,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6029,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6030,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6031,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6032,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6033,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6034,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6035,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6036,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6037,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6038,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6039,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6040,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6041,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6042,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6043,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6044,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6045,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6046,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6047,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6048,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6049,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6050,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6051,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6052,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6053,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6054,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6055,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6056,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6057,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6058,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6059,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6060,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6061,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6062,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6063,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6064,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6065,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6066,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
6067,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6068,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6069,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
6070,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6071,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6072,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6073,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6074,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6075,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6076,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6077,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6078,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6079,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6080,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6081,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6082,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
6083,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6084,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6085,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6086,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
6087,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6088,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6089,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6090,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6091,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Bareland
6092,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6093,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6094,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6095,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6096,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6097,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6098,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6099,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
