Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGD_M_R
7250,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7251,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7252,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7253,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7254,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7255,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
7256,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7257,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7258,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7259,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7260,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7261,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7262,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7263,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7264,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7265,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7266,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7267,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7268,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7269,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7270,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7271,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7272,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7273,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7274,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7275,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7276,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7277,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7278,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7279,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
7280,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7281,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7282,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7283,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
7284,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7285,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7286,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7287,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7288,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7289,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7290,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
7291,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
7292,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7293,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7294,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
7295,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7296,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
7297,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
7298,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
7299,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
7300,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7301,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7302,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
7303,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7304,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7305,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7306,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7307,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7308,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
7309,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7310,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
7311,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
7312,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7313,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
7314,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7315,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
7316,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
7317,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
7318,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7319,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
7320,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
7321,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
7322,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
7323,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
7324,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
7325,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
7326,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7327,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7328,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7329,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
7330,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7331,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7332,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7333,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7334,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7335,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7336,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7337,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
7338,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
7339,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
7340,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7341,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
7342,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
7343,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
7344,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7345,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
7346,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7347,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7348,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7349,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7350,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7351,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7352,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
7353,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
7354,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7355,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
7356,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7357,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7358,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7359,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7360,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
7361,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7362,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7363,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
7364,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7365,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
7366,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
7367,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
7368,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
7369,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
7370,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7371,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7372,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7373,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7374,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7375,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
7376,Cropland,Built-up,Water,NULL,Water,NULL,Bareland,NULL
7377,Cropland,Built-up,Water,NULL,Water,NULL,Built-up,Cropland
7378,Cropland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
7379,Cropland,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
7380,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7381,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7382,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
7383,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7384,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7385,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7386,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7387,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7388,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7389,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7390,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7391,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7392,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7393,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7394,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
7395,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7396,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7397,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7398,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7399,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
7400,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7401,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7402,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7403,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
7404,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7405,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7406,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7407,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7408,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7409,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7410,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7411,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7412,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7413,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7414,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
7415,Cropland,Water,Water,NULL,Water,Bareland,NULL,Grassland
7416,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
7417,Cropland,Water,Water,Non_Water,Water,Bareland,Water,Built-up
7418,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7419,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7420,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7421,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7422,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7423,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
7424,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7425,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7426,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7427,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
7428,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7429,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7430,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7431,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
7432,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7433,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7434,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7435,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7436,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7437,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7438,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7439,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7440,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
7441,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7442,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7443,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7444,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7445,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
7446,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
7447,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
7448,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
7449,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7450,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7451,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
7452,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
7453,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7454,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
7455,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7456,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
7457,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7458,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
7459,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7460,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7461,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7462,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7463,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7464,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7465,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7466,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7467,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7468,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7469,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7470,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7471,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7472,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7473,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
7474,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7475,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7476,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
7477,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7478,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7479,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7480,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7481,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7482,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7483,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7484,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
7485,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7486,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7487,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7488,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
7489,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7490,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7491,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7492,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7493,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7494,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7495,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7496,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7497,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7498,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7499,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7500,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7501,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
7502,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7503,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7504,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7505,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7506,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7507,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
7508,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
7509,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
7510,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7511,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
7512,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7513,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7514,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7515,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7516,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7517,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7518,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7519,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7520,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7521,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7522,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7523,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7524,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
7525,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
7526,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7527,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
7528,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7529,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
7530,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7531,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
7532,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7533,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7534,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7535,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7536,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7537,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7538,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7539,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7540,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7541,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7542,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7543,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7544,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7545,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7546,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
7547,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7548,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
7549,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7550,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
7551,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7552,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7553,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7554,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7555,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7556,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7557,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7558,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7559,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7560,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7561,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7562,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7563,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7564,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7565,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
