Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXQ_M_R
1100,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1101,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1102,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1103,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1104,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1105,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1106,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1107,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1108,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
1109,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1110,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1111,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1112,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1113,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1114,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1115,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1116,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1117,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1118,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1119,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1120,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1121,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
1122,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
1123,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1124,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1125,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1126,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1127,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1128,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1129,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1130,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1131,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1132,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1133,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1134,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1135,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1136,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1137,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1138,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1139,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1140,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1141,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1142,Grassland,NULL,Water,NULL,Water,Water,Forest,Grassland
1143,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1144,Grassland,NULL,Water,Water,Water,Grassland,Forest,Grassland
1145,Grassland,NULL,Water,Water,Water,Grassland,Forest,Forest
1146,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
1147,Grassland,NULL,Water,Water,Water,Bareland,Water,Wetland
1148,Grassland,NULL,Water,Water,Water,Bareland,Forest,Forest
1149,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1150,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1151,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1152,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1153,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1154,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1155,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1156,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1157,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1158,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1159,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1160,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1161,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1162,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1163,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1164,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1165,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1166,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1167,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1168,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1169,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1170,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1171,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1172,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1173,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1174,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1175,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1176,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1177,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1178,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1179,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1180,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1181,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1182,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1183,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1184,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1185,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1186,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1187,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1188,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1189,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1190,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1191,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1192,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1193,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1194,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1195,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1196,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1197,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1198,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1199,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1200,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1201,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1202,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1203,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1204,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1205,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1206,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1207,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1208,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1209,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1210,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1211,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1212,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1213,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1214,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1215,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1216,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1217,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1218,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1219,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1220,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1221,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1222,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1223,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1224,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1225,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1226,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1227,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1228,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1229,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1230,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1231,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1232,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1233,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1234,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1235,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1236,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1237,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1238,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1239,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1240,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1241,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1242,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1243,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1244,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1245,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1246,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1247,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1248,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1249,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1250,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1251,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1252,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1253,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1254,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1255,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1256,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1257,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1258,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1259,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1260,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1261,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1262,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1263,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1264,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1265,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1266,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1267,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1268,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1269,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1270,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1271,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1272,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1273,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1274,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1275,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1276,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1277,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1278,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1279,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1280,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1281,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1282,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1283,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1284,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1285,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1286,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1287,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1288,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1289,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1290,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1291,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1292,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1293,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1294,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1295,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1296,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1297,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1298,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1299,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1300,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1301,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1302,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1303,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1304,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1305,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1306,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1307,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1308,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1309,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1310,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1311,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1312,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1313,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1314,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1315,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1316,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1317,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1318,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1319,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1320,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1321,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1322,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1323,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1324,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1325,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1326,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1327,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1328,Grassland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1329,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1330,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1331,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1332,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1333,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1334,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1335,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1336,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1337,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1338,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1339,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1340,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1341,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1342,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1343,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1344,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1345,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1346,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1347,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1348,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1349,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1350,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1351,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1352,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1353,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1354,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1355,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1356,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1357,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1358,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1359,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1360,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1361,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1362,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1363,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1364,Grassland,Forest,Water,Water,Water,Bareland,Forest,Forest
1365,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1366,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1367,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1368,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1369,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1370,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1371,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1372,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1373,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1374,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1375,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1376,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1377,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1378,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1379,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1380,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1381,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1382,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
1383,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1384,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1385,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1386,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1387,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1388,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1389,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1390,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1391,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1392,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
1393,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1394,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1395,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1396,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1397,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1398,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1399,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1400,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1401,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1402,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1403,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1404,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1405,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1406,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1407,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1408,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1409,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1410,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1411,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
1412,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1413,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1414,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1415,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1416,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
