Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R
1442,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Water
1443,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1444,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1445,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
1446,NULL,NULL,Water,NULL,Water,Wetland,Water,NULL
1447,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
1448,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
1449,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
1450,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
1451,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
1452,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
1453,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Water
1454,NULL,NULL,Water,NULL,Water,Bareland,Grassland,NULL
1455,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1456,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1457,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1458,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1459,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
1460,NULL,NULL,Water,NULL,Water,Bareland,Built-up,Water
1461,NULL,NULL,Water,NULL,Water,Bareland,Water,Wetland
1462,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
1463,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
1464,NULL,NULL,Water,NULL,Water,Water,NULL,Grassland
1465,NULL,NULL,Water,NULL,Water,Water,NULL,Bareland
1466,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1467,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
1468,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
1469,NULL,NULL,Water,NULL,Water,Forest,NULL,NULL
1470,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1471,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Water
1472,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
1473,NULL,NULL,Water,Non_Water,Water,NULL,Water,Grassland
1474,NULL,NULL,Water,Non_Water,Water,NULL,Water,Bareland
1475,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
1476,NULL,NULL,Water,Non_Water,Water,Shrubland,Forest,NULL
1477,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Bareland
1478,NULL,NULL,Water,Non_Water,Water,Grassland,Bareland,NULL
1479,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1480,NULL,NULL,Water,Non_Water,Water,Cropland,NULL,Grassland
1481,NULL,NULL,Water,Non_Water,Water,Cropland,Water,Wetland
1482,NULL,NULL,Water,Non_Water,Water,Cropland,Water,Water
1483,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1484,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1485,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1486,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Water
1487,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Bareland
1488,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,NULL
1489,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1490,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Wetland
1491,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
1492,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
1493,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
1494,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
1495,NULL,NULL,Water,Non_Water,Water,Water,NULL,Water
1496,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1497,NULL,NULL,Water,Non_Water,Water,Water,Water,NULL
1498,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
1499,NULL,NULL,Water,Water,Water,NULL,NULL,Water
1500,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
1501,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1502,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
1503,NULL,NULL,Water,Water,Water,Shrubland,Water,Grassland
1504,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
1505,NULL,NULL,Water,Water,Water,Grassland,NULL,Water
1506,NULL,NULL,Water,Water,Water,Grassland,Grassland,Bareland
1507,NULL,NULL,Water,Water,Water,Grassland,Water,Cropland
1508,NULL,NULL,Water,Water,Water,Cropland,NULL,Grassland
1509,NULL,NULL,Water,Water,Water,Cropland,Shrubland,Grassland
1510,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1511,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
1512,NULL,NULL,Water,Water,Water,Wetland,Water,Water
1513,NULL,NULL,Water,Water,Water,Bareland,NULL,Grassland
1514,NULL,NULL,Water,Water,Water,Bareland,NULL,Water
1515,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1516,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1517,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1518,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
1519,NULL,NULL,Water,Water,Water,Bareland,Water,Bareland
1520,NULL,NULL,Water,Water,Water,Bareland,Water,Water
1521,NULL,NULL,Water,Water,Water,Water,Water,Water
1522,NULL,NULL,Water,Water,Water,Forest,Water,Forest
1523,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1524,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1525,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1526,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1527,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1528,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1529,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1530,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1531,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1532,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1533,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1534,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1535,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1536,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1537,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1538,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
1539,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1540,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1541,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1542,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1543,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1544,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1545,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
1546,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
1547,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1548,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
1549,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1550,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
1551,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
1552,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Water
1553,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1554,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
1555,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
1556,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1557,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1558,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1559,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1560,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1561,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1562,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1563,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1564,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1565,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
1566,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
1567,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1568,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1569,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1570,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1571,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1572,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1573,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1574,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1575,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1576,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1577,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1578,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1579,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1580,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1581,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
1582,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1583,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
1584,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1585,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1586,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1587,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1588,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1589,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1590,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
1591,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1592,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Wetland
1593,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1594,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1595,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1596,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1597,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
1598,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1599,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1600,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1601,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1602,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1603,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1604,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1605,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1606,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1607,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1608,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1609,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1610,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1611,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1612,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1613,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1614,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1615,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1616,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1617,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1618,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1619,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1620,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1621,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1622,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
1623,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1624,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1625,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1626,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1627,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1628,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1629,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1630,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1631,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1632,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1633,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1634,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1635,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
1636,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
1637,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1638,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1639,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1640,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1641,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1642,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1643,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1644,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1645,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
1646,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1647,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
1648,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1649,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
1650,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Bareland
1651,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Built-up
1652,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Wetland
1653,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1654,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1655,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1656,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1657,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1658,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1659,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
1660,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
1661,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1662,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1663,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1664,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
1665,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1666,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1667,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1668,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1669,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1670,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1671,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1672,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1673,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1674,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1675,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
1676,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Wetland
1677,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
1678,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1679,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1680,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1681,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1682,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
1683,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1684,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1685,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1686,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1687,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1688,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1689,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1690,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1691,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1692,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1693,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1694,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1695,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1696,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1697,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1698,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1699,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1700,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1701,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1702,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1703,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1704,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1705,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1706,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1707,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1708,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1709,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1710,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1711,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1712,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1713,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1714,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1715,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
1716,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1717,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1718,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1719,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1720,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1721,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1722,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1723,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1724,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1725,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1726,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
1727,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1728,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1729,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1730,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1731,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1732,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1733,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1734,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1735,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1736,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1737,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1738,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1739,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1740,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1741,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1742,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1743,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1744,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1745,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1746,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1747,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1748,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1749,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1750,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1751,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1752,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1753,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1754,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1755,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1756,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1757,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1758,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1759,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1760,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1761,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
1762,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1763,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1764,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1765,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1766,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1767,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1768,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
1769,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1770,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1771,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
1772,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
1773,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
1774,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
1775,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1776,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
1777,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1778,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
1779,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
1780,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
1781,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1782,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
1783,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
1784,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
1785,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
