Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PLQ_M_R
429,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
437,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
438,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
439,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
440,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
441,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
442,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
443,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
444,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
445,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
446,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
447,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
448,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
449,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
450,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
451,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
452,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
453,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
454,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
455,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
456,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
457,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
458,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
459,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
460,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
461,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
462,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
463,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
464,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland
465,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
466,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
467,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
468,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
469,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
470,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
471,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
472,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
473,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
474,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
475,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
476,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
477,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
478,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
479,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
480,Grassland,NULL,Wetland,NULL,Wetland,NULL
481,Grassland,NULL,Wetland,NULL,Wetland,Grassland
482,Grassland,NULL,Wetland,NULL,Wetland,Wetland
483,Grassland,NULL,Wetland,NULL,Wetland,Forest
484,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
485,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
486,Grassland,NULL,Wetland,Non_Water,Wetland,Water
487,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
488,Grassland,NULL,Wetland,Water,Wetland,Grassland
489,Grassland,NULL,Wetland,Water,Wetland,Cropland
490,Grassland,NULL,Wetland,Water,Wetland,Wetland
491,Grassland,NULL,Wetland,Water,Wetland,Water
492,Grassland,NULL,Wetland,Water,Wetland,Forest
493,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
494,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
495,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
496,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
497,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
498,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
499,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
500,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
501,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
502,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
503,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
504,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
505,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland
506,Grassland,NULL,Water,NULL,Water,Grassland
507,Grassland,NULL,Water,NULL,Water,Wetland
508,Grassland,NULL,Water,Non_Water,Water,Grassland
509,Grassland,NULL,Water,Non_Water,Water,Wetland
510,Grassland,NULL,Water,Non_Water,Water,Forest
511,Grassland,NULL,Water,Water,Water,Grassland
512,Grassland,NULL,Water,Water,Water,Wetland
513,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
514,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
515,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
516,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
517,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
518,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
519,Grassland,NULL,Forest,NULL,Non_Wetland,Water
520,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
521,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
522,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
523,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
524,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
525,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
526,Grassland,NULL,Forest,Water,Non_Wetland,Forest
527,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
528,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
529,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
530,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
531,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
532,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
533,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
534,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
535,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
536,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
537,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
538,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
539,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
540,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
541,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
542,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
543,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
544,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
545,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
546,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
547,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
548,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
549,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
550,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
551,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
552,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
553,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
554,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
555,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
556,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
557,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
558,Grassland,Cropland,Water,Non_Water,Water,Grassland
559,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
560,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
561,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
562,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
563,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
564,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
565,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
566,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
567,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
568,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
569,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
570,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
571,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
572,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
573,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
574,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
575,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
576,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
577,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
578,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland
579,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
580,Grassland,Wetland,Grassland,Water,Non_Wetland,Forest
581,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
582,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
583,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
584,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
585,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
586,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
587,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
588,Grassland,Wetland,Wetland,NULL,Wetland,NULL
589,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
590,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
591,Grassland,Wetland,Wetland,NULL,Wetland,Water
592,Grassland,Wetland,Wetland,NULL,Wetland,Forest
593,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
594,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
595,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
596,Grassland,Wetland,Wetland,Water,Wetland,Grassland
597,Grassland,Wetland,Wetland,Water,Wetland,Wetland
598,Grassland,Wetland,Wetland,Water,Wetland,Forest
599,Grassland,Wetland,Water,NULL,Water,Grassland
600,Grassland,Wetland,Water,Non_Water,Water,Grassland
601,Grassland,Wetland,Water,Non_Water,Water,Wetland
602,Grassland,Wetland,Water,Non_Water,Water,Forest
603,Grassland,Wetland,Water,Water,Water,Grassland
604,Grassland,Wetland,Water,Water,Water,Wetland
605,Grassland,Wetland,Water,Water,Water,Water
606,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
607,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
608,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
609,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
610,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
611,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
612,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
613,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
614,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
615,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
616,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
617,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
618,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
619,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
620,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
621,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
622,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
623,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
624,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
625,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
626,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
627,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
628,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
629,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
630,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
631,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
632,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
633,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
634,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland
635,Grassland,Water,Wetland,NULL,Wetland,Grassland
636,Grassland,Water,Wetland,NULL,Wetland,Forest
637,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
638,Grassland,Water,Wetland,Water,Wetland,Grassland
639,Grassland,Water,Wetland,Water,Wetland,Wetland
640,Grassland,Water,Wetland,Water,Wetland,Water
641,Grassland,Water,Wetland,Water,Wetland,Forest
642,Grassland,Water,Water,Water,Water,Wetland
643,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
644,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
645,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
646,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
647,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
648,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
649,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
650,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
651,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
652,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
653,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
654,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
655,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
656,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
657,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
658,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
659,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
660,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
661,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
662,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
663,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
664,Grassland,Forest,Cropland,Water,Non_Wetland,Forest
665,Grassland,Forest,Wetland,NULL,Wetland,NULL
666,Grassland,Forest,Wetland,NULL,Wetland,Grassland
667,Grassland,Forest,Wetland,NULL,Wetland,Wetland
668,Grassland,Forest,Wetland,NULL,Wetland,Forest
669,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
670,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
671,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
672,Grassland,Forest,Wetland,Water,Wetland,Grassland
673,Grassland,Forest,Wetland,Water,Wetland,Wetland
674,Grassland,Forest,Wetland,Water,Wetland,Water
675,Grassland,Forest,Wetland,Water,Wetland,Forest
676,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
677,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
678,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
679,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
680,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
681,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
682,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
683,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
684,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
685,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
686,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
687,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
688,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
689,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
690,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
691,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
692,Cropland,NULL,NULL,Water,Non_Wetland,Bareland
693,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
694,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
695,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
696,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
697,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
698,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
699,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
700,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
701,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
702,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
703,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
704,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
705,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
706,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
707,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
708,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
709,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
710,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
711,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
712,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
713,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
714,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
715,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
716,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
717,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
718,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
719,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
720,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
721,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
722,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
723,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
724,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
725,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
726,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
727,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
728,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
729,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
730,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
731,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
732,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
733,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
734,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
735,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
736,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
737,Cropland,NULL,Wetland,NULL,Wetland,Grassland
738,Cropland,NULL,Wetland,NULL,Wetland,Wetland
739,Cropland,NULL,Wetland,NULL,Wetland,Forest
740,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
741,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
742,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
743,Cropland,NULL,Wetland,Water,Wetland,Grassland
744,Cropland,NULL,Wetland,Water,Wetland,Cropland
745,Cropland,NULL,Wetland,Water,Wetland,Wetland
746,Cropland,NULL,Wetland,Water,Wetland,Bareland
747,Cropland,NULL,Wetland,Water,Wetland,Water
748,Cropland,NULL,Wetland,Water,Wetland,Forest
749,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
750,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
751,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
752,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
753,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
754,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
755,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
756,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
757,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
758,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
759,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
760,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
761,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
762,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
763,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
764,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
765,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
766,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
767,Cropland,NULL,Water,NULL,Water,Grassland
768,Cropland,NULL,Water,Non_Water,Water,Grassland
769,Cropland,NULL,Water,Non_Water,Water,Wetland
770,Cropland,NULL,Water,Non_Water,Water,Forest
771,Cropland,NULL,Water,Water,Water,Grassland
772,Cropland,NULL,Water,Water,Water,Wetland
773,Cropland,NULL,Water,Water,Water,Water
774,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
775,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
776,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
777,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
778,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
779,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
780,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
781,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
782,Cropland,NULL,Forest,Water,Non_Wetland,Forest
783,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
784,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
785,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
786,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
787,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
788,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
789,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
790,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
791,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
792,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
793,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
794,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
795,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
796,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
797,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
798,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
799,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
800,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
801,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
802,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
803,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
804,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
805,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
806,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
807,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
808,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
809,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
810,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
811,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
812,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
813,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
814,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
815,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
816,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
817,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
818,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
819,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
820,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
821,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
822,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
823,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
824,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
825,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
826,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
827,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
828,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
829,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
830,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
831,Cropland,Wetland,Wetland,NULL,Wetland,Forest
832,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
833,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
834,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
835,Cropland,Wetland,Wetland,Water,Wetland,Grassland
836,Cropland,Wetland,Wetland,Water,Wetland,Wetland
837,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
838,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
839,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
840,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
841,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
842,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
843,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
844,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
845,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
846,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
847,Cropland,Bareland,Wetland,Water,Wetland,Water
848,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
849,Cropland,Bareland,Water,Non_Water,Water,Water
850,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
851,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
