Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDF_M_R
690,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
691,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
692,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
693,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
694,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
695,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
696,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
697,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
698,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
699,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
700,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
701,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
702,Water,NULL,Water,NULL,Water,NULL,NULL,Water
703,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
704,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
705,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
706,Water,NULL,Water,Water,Water,NULL,NULL,NULL
707,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
708,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
709,Water,NULL,Water,Water,Water,NULL,NULL,Water
710,Water,NULL,Water,Water,Water,NULL,NULL,Forest
711,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
712,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
713,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
714,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
715,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
716,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
717,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
718,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
719,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
720,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
721,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
722,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
723,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
724,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
725,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
726,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
727,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
728,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
729,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
730,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
731,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
732,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
733,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
734,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
735,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
736,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
737,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
738,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
739,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
740,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
741,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
742,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
743,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
744,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
745,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
746,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
747,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
748,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
749,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
750,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
751,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
752,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
753,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
754,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
755,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
756,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
757,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
758,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
759,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
760,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
761,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
762,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
763,Water,Wetland,Water,Water,Water,NULL,NULL,Water
764,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
765,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
766,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
767,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
768,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
769,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
770,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
771,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
772,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
773,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
774,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
775,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
776,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
777,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
778,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
779,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
780,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
781,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
782,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
783,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
784,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
785,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
786,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
787,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
788,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
789,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
790,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
791,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
792,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
793,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
794,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
795,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
796,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
797,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
798,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
799,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
800,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
801,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
802,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
803,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
804,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
805,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
806,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
807,Water,Bareland,Water,Water,Water,NULL,NULL,Water
808,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
809,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
810,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
811,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
812,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
813,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
814,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
815,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
816,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
817,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
818,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
819,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
820,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
821,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
822,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
823,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
824,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
825,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
826,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
827,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
828,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
830,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
831,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
832,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
833,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
834,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
836,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
837,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
838,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
839,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
840,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
841,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
842,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
843,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
844,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
845,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
846,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
847,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
848,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
849,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
850,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
851,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
852,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
853,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
854,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
855,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
856,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
857,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
858,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
859,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
860,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
861,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
862,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
863,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
864,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
865,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
866,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
867,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
868,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
869,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
870,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
871,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
872,Water,Water,Water,NULL,Water,NULL,NULL,NULL
873,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
874,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
875,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
876,Water,Water,Water,NULL,Water,NULL,NULL,Water
877,Water,Water,Water,NULL,Water,NULL,NULL,Forest
878,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
879,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
880,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
881,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
882,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
883,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
884,Water,Water,Water,Water,Water,NULL,NULL,NULL
885,Water,Water,Water,Water,Water,NULL,NULL,Grassland
886,Water,Water,Water,Water,Water,NULL,NULL,Wetland
887,Water,Water,Water,Water,Water,NULL,NULL,Bareland
888,Water,Water,Water,Water,Water,NULL,NULL,Water
889,Water,Water,Water,Water,Water,NULL,NULL,Forest
890,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
891,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
892,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
893,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
894,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
895,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
896,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
898,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
899,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
900,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
901,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
902,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
903,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
904,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
905,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
906,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
907,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
908,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
909,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
910,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
911,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
912,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
913,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
914,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
915,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
916,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
917,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
918,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
919,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
920,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
921,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
922,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
923,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
924,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
925,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
926,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
927,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
928,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
929,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
930,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
931,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
932,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
933,Water,Forest,Water,Water,Water,NULL,NULL,Forest
934,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
935,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
936,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
937,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
938,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
939,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
940,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
941,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
942,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
944,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
945,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
946,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
948,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
949,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
950,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
951,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
952,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
953,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
955,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
956,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
957,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
958,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
959,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
960,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
961,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
962,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
963,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
964,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
965,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
966,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
967,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
968,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
969,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
970,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
971,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
972,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
973,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
974,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
975,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
976,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
977,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
978,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
979,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
980,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
981,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
982,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
983,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
984,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
985,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
986,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
987,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
988,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
989,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
990,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
991,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
992,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
993,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
994,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
995,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
996,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
997,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
998,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
999,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1000,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1003,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1004,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1006,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1007,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1008,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1009,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1010,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1011,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1013,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1014,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1015,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1017,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1019,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1021,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1022,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1024,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1025,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1026,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1027,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1029,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1030,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1031,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1032,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1034,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1035,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1036,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1037,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1038,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1039,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1040,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1041,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1042,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1043,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1044,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1045,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1046,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1047,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1048,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1049,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1050,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1051,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1052,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1053,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1054,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1055,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1056,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1057,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
