Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R
683,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
684,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
685,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
686,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
687,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
688,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
689,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
690,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
691,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
692,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
693,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
694,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
695,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
696,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
697,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
698,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
699,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
700,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
701,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
702,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
703,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
704,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
705,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
706,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
707,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
708,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
709,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
710,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
711,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
712,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
713,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
714,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
715,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
716,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
717,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
718,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
720,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
721,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
722,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
723,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
724,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
725,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
726,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
727,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
728,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
729,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
730,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
731,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
732,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
733,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
734,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
735,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
736,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
737,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
738,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
739,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
740,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
741,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
742,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
743,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
744,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Built-up
745,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
746,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
747,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
748,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
749,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
750,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
751,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
752,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
753,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
754,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
755,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
756,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
757,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
758,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
759,Cropland,Water,Water,Water,Water,NULL,NULL,Water
760,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
761,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
762,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
763,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
764,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
765,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
766,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
768,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
769,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
770,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
771,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
772,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
773,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
774,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
776,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
777,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
778,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
779,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
780,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
781,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
782,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
783,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
784,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
785,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
786,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
787,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
788,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
789,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
790,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
791,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
792,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
794,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
795,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
796,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
797,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
798,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
799,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
800,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
801,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
802,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
803,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
804,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
805,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
806,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
807,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
808,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
809,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
810,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
811,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
812,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
813,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
814,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
815,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
816,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
817,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
818,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
821,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
822,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
823,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
824,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
825,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
826,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
827,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
828,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
829,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
830,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
831,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
832,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
833,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
834,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
835,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
836,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
837,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
838,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
839,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
840,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
841,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
842,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
843,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
844,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
845,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
846,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
847,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
848,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
849,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
850,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
851,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
852,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
853,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
854,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
855,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
856,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
857,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
858,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
859,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
860,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
861,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
862,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
863,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
864,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
865,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
866,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
867,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
868,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
869,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
870,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
871,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
872,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
873,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
874,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
875,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
876,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
877,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
878,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
879,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
880,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
881,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
882,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
883,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
884,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
885,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
886,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
887,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
888,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
889,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
890,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
891,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
892,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
893,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
894,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
895,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
896,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
897,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
898,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
899,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
900,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
901,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
902,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
903,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
904,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
905,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
906,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
907,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
908,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
909,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
910,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
911,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
912,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
913,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
914,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
915,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
916,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
917,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
918,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
919,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
920,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
921,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
922,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
923,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
924,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
925,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
926,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
927,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
928,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
929,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
930,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
931,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
932,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
933,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
934,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
935,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
936,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
937,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
938,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
939,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
940,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
941,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
942,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
944,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
945,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
946,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
947,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
948,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
949,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
950,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
951,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
952,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
953,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
954,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
955,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
956,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
957,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
958,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
959,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
960,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
961,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
962,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
963,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
964,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
965,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
966,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
967,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
968,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
969,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
970,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
971,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
972,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
973,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
974,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
975,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
976,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
977,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
978,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
979,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
980,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
981,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
982,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
983,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
984,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
985,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
987,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
988,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
989,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
990,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
991,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
992,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
993,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
994,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
995,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
996,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
998,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
999,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1000,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1001,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1002,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1003,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1004,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1005,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1006,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1007,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1008,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1009,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1010,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1011,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1012,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1015,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1016,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1017,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1018,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1019,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1020,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1021,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1022,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
