Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWA_M_R
716,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
717,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
718,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
719,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
720,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
721,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
722,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
723,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
724,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
725,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
726,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
727,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
728,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
729,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
730,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
731,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
732,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
733,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
734,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
735,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
736,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
737,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
738,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
739,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
740,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
741,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
742,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
743,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
744,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
745,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
746,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
747,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
748,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
749,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
750,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
751,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
752,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
753,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
754,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
755,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
756,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
757,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
758,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
759,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
760,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
761,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
762,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
763,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
764,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
765,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
766,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
767,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
768,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
769,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
770,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
771,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
772,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
773,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
774,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
775,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
776,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
777,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
778,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
779,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
780,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
781,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
782,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
783,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
784,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
785,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
786,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
787,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
788,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
789,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
790,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
791,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
792,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
793,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
794,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
795,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
796,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
797,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
798,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
799,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
800,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
801,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
802,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
803,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
804,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
805,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
806,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
807,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
808,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
809,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
810,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
811,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
812,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
813,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
814,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
815,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
816,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
817,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
818,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
819,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
820,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
821,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
822,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
823,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
824,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
825,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
826,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
827,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
828,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
829,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
830,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
831,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
832,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
833,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
834,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
835,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
836,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
837,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
838,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
839,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
840,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
841,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Water
842,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
843,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
844,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
845,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
846,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
847,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
848,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
849,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
850,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
851,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
852,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
853,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
854,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
855,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
856,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
857,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
858,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
859,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
860,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
861,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
862,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
863,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
864,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
865,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
866,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
867,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
868,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
869,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
870,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
871,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
872,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
873,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
874,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
875,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
876,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
877,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
878,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
879,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
880,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
881,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
882,NULL,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
883,NULL,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
884,NULL,Wetland,Water,NULL,Water,Water,Wetland,Wetland
885,NULL,Wetland,Water,NULL,Water,Water,Water,Wetland
886,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
887,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
888,NULL,Wetland,Water,Water,Water,Wetland,Grassland,Water
889,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
890,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
891,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
892,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
893,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
894,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
895,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
896,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
897,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
898,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
899,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
900,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
901,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
902,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
903,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
904,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
905,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
906,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
907,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
908,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
909,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
910,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
911,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
912,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
913,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
914,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
915,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
916,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
917,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
918,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
919,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
920,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
921,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
922,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
923,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
924,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
925,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
926,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
927,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
928,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
929,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
930,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
931,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
932,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
933,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
934,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
935,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
936,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
937,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
938,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
939,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
940,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
941,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
942,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
943,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
944,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
945,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
946,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
947,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
948,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
949,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
950,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
951,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
952,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
953,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
954,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
955,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
956,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
957,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
958,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
959,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
960,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
961,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
962,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
963,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
964,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
965,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
966,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
967,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Wetland
968,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
969,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
970,NULL,Built-up,Water,NULL,Water,Water,Grassland,Wetland
971,NULL,Built-up,Water,NULL,Water,Water,Grassland,Water
972,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
973,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
974,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
975,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
976,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
977,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
978,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
979,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
980,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
981,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
982,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
983,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
984,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
985,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
986,NULL,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
987,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
988,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
989,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
990,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
991,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
992,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
993,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
994,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
995,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
996,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
997,NULL,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
998,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Water
999,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1000,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
1001,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1002,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1003,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
1004,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1005,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1006,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1007,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1008,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1009,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1010,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1011,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1012,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1013,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1014,NULL,Water,Water,NULL,Water,Water,Grassland,Water
1015,NULL,Water,Water,Non_Water,Water,Water,Grassland,Grassland
1016,NULL,Water,Water,Non_Water,Water,Water,Water,Grassland
1017,NULL,Water,Water,Water,Water,Grassland,Wetland,Water
1018,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1019,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1020,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1021,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1022,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1023,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1024,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1025,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1026,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1027,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1028,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1029,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1030,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1031,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1032,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1033,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1034,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1035,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1036,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1037,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1038,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1039,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1040,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1041,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1042,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
1043,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1044,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1045,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1046,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1047,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1048,NULL,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1049,NULL,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
