Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHV_M_R
6709,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6710,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6711,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6712,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6713,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6714,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6715,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6716,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6717,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6718,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
6719,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6720,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
6721,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6722,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
6723,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6724,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6725,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6726,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6727,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
6728,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6729,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6730,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
6731,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6732,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6733,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6734,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6735,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6736,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
6737,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
6738,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6739,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6740,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6741,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6742,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6743,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6744,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
6745,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6746,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6747,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
6748,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6749,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6750,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
6751,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
6752,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6753,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
6754,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6755,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6756,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6757,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6758,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6759,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6760,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6761,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6762,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
6763,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
6764,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6765,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6766,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6767,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6768,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6769,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
6770,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6771,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6772,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6773,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6774,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6775,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6776,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6777,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6778,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6779,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6780,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Built-up
6781,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6782,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6783,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6784,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
6785,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6786,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6787,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6788,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6789,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6790,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6791,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6792,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6793,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6794,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6795,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6796,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6797,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6798,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6799,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6800,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
6801,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
6802,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6803,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
6804,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
6805,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6806,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6807,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6808,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
6809,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
6810,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6811,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6812,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
6813,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6814,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6815,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6816,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Water
6817,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6818,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6819,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6820,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
6821,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6822,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6823,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
6824,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
6825,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
6826,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6827,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6828,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
6829,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6830,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6831,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
6832,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
6833,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
6834,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6835,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6836,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6837,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6838,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6839,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6840,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6841,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6842,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6843,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6844,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6845,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6846,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6847,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6848,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6849,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
6850,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6851,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
6852,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
6853,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
6854,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6855,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
6856,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6857,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6858,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
6859,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6860,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6861,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6862,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
6863,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Forest
6864,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6865,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6866,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
6867,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6868,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6869,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6870,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
6871,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6872,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
6873,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
6874,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
6875,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6876,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
6877,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6878,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6879,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6880,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6881,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6882,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6883,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6884,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
6885,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland,NULL,Cropland
6886,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland,Grassland,Cropland
6887,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland,Forest,Forest
6888,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
6889,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
6890,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6891,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6892,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6893,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6894,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6895,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6896,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6897,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6898,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6899,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6900,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
6901,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6902,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6903,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6904,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6905,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6906,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6907,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6908,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6909,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6910,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6911,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6912,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6913,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6914,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6915,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6916,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6917,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6918,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6919,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6920,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6921,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6922,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6923,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6924,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6925,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6926,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6927,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6928,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6929,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6930,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6931,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6932,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6933,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6934,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6935,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6936,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6937,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6938,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6939,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6940,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
6941,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6942,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6943,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6944,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6945,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6946,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6947,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6948,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6949,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6950,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6951,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6952,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6953,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6954,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
6955,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6956,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6957,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6958,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6959,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
6960,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
6961,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6962,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6963,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6964,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6965,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6966,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Forest
6967,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6968,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Forest
6969,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6970,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6971,Cropland,Cropland,Wetland,NULL,Wetland,Water,NULL,Forest
6972,Cropland,Cropland,Wetland,NULL,Wetland,Water,Shrubland,Forest
6973,Cropland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
6974,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6975,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
6976,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6977,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
6978,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
6979,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
6980,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
6981,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
6982,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
6983,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest,NULL,Forest
6984,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
6985,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6986,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
6987,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6988,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6989,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
6990,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6991,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6992,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
6993,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
6994,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6995,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6996,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
6997,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6998,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
6999,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Forest,Cropland
7000,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Forest,Forest
7001,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
7002,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
7003,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
7004,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
7005,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7006,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7007,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
7008,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
7009,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
7010,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
7011,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
7012,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
7013,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Cropland
7014,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
7015,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7016,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
7017,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
