Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDK_M_R
1154,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1155,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Water
1156,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
1157,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Water
1158,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1159,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1160,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
1161,Grassland,Water,Wetland,Water,Wetland,Water,Forest,Wetland
1162,Grassland,Water,Water,Non_Water,NULL,Water,Water,Wetland
1163,Grassland,Water,Water,Non_Water,NULL,Water,Water,Water
1164,Grassland,Water,Water,Water,NULL,Wetland,Water,Wetland
1165,Grassland,Water,Water,Water,NULL,Wetland,Water,Water
1166,Grassland,Water,Water,Water,NULL,Water,Water,Wetland
1167,Grassland,Water,Water,Water,NULL,Water,Water,Water
1168,Grassland,Water,Water,Water,Water,Water,Water,Wetland
1169,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1170,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1171,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1172,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1173,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1174,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1175,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1176,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1177,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1178,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1179,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1180,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1181,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1182,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1183,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1184,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1185,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1186,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1187,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1188,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1189,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1190,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1191,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1192,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1193,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1194,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1195,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1196,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
1197,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1199,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1200,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1201,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1202,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1203,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1204,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1205,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1206,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1207,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1208,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1209,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1210,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1211,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1212,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1213,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1214,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1215,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1216,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1217,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1218,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1219,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1220,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1221,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1222,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1223,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1224,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1225,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1226,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1227,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1228,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1229,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1230,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1231,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1232,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1233,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1234,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
1235,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1236,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1237,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1238,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1239,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1240,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1241,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1242,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1243,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1244,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1245,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1246,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1247,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
1248,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1249,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1250,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1251,Grassland,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
1252,Grassland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1253,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1254,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
1255,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1256,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1257,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1258,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
1259,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1260,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1261,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1262,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1263,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1264,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1265,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1266,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1267,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1268,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1269,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1270,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1271,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1272,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1273,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1274,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1275,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1276,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1277,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1278,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1279,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1280,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1281,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1282,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1283,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1284,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1285,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1286,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1287,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1288,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1289,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1290,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1291,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1292,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1293,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1294,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1295,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1296,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1297,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1298,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1299,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1300,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1301,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1302,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1303,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1304,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1305,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1306,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1307,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1308,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1309,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1310,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1311,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1312,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
1313,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1314,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1315,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1316,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1317,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1318,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1319,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1320,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1321,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1322,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1323,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1324,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1325,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1326,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1327,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1328,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1329,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1330,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1331,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1332,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1333,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1334,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1335,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1336,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1337,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1338,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1339,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1340,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1341,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1342,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1343,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1344,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1345,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1346,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1347,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1348,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1349,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1350,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1351,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
1352,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1353,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1354,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1355,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1356,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1357,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1358,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1359,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1360,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1361,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1362,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1363,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1364,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1365,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1366,Cropland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1367,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1368,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1369,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1370,Cropland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1371,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1372,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1373,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1374,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1375,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1376,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1377,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1378,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1379,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1380,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1381,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1382,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1383,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1384,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1385,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1386,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1387,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1388,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1389,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1390,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1391,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1392,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1393,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1394,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1395,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1396,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1397,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1398,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1399,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1400,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1401,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1402,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1403,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1404,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1405,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1406,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1407,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1408,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1409,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1410,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1411,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1412,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1413,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1414,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1415,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1416,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1417,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1418,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1419,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1420,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1421,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1422,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1423,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1424,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1425,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1426,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1427,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1428,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1429,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1430,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1431,Cropland,Bareland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1432,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1433,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1434,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1435,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1436,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1437,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1438,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1439,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1440,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1441,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1442,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1443,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1444,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1445,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1446,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1447,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1448,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1449,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1450,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1451,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1452,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1453,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1454,Cropland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1455,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1456,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1457,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1458,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1459,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1460,Cropland,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1461,Cropland,Water,Wetland,Water,NULL,Forest,Water,Water
1462,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1463,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1464,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1465,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1466,Cropland,Water,Wetland,Water,Wetland,Forest,Water,Wetland
1467,Cropland,Water,Wetland,Water,Wetland,Forest,Water,Water
1468,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1469,Cropland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1470,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1471,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1472,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1473,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1474,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1475,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1476,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1477,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1478,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1479,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1480,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
