Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R
1563,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
1564,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1565,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1566,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1567,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1568,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1569,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1570,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1571,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1572,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1573,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1574,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1575,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1576,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1577,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1578,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1579,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1580,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1581,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1582,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1583,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1584,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1585,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1586,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1587,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1588,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1589,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1590,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1591,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1592,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1593,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1594,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1595,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1596,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1597,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1598,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1599,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1600,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1601,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1602,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
1603,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1604,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1605,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1606,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1607,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1608,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1609,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1610,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1611,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1612,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
1613,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1614,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1615,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1616,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1617,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1618,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1619,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1620,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1621,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1622,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1623,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1624,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1625,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1626,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1627,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1628,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1629,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1630,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
1631,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1632,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1633,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1634,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1635,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1636,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1637,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1638,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1639,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1640,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1641,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1642,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1643,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1644,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1645,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1646,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
1647,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1648,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1649,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1650,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1651,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1652,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1653,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1654,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1655,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1656,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1657,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1658,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
1659,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1660,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1661,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1662,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1663,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1664,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1665,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1666,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1667,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1668,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1669,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1670,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1671,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1672,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1673,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1674,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1675,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1676,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
1677,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1678,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1679,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1680,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1681,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1682,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1683,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1684,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1685,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1686,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1687,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1688,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1689,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1690,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1691,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1692,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
1693,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1694,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1695,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1696,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1697,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1698,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1699,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1700,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1701,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1702,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
1703,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1704,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1705,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1706,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1707,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1708,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1709,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1710,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1711,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1712,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1713,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1714,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1715,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1716,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1717,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1718,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1719,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1720,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1721,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1722,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1723,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1724,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1725,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1726,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1727,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1728,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1729,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1730,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1731,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1732,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1733,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1734,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1735,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1736,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1737,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1738,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1739,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1740,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1741,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1742,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1743,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1744,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1745,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1746,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1747,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1748,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1749,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1750,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1751,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1752,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1753,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1754,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1755,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1756,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1757,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1758,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1759,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1760,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1761,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1762,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1763,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1764,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1765,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
1766,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1767,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1768,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1769,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1770,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1771,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1772,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1773,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1774,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1775,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1776,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1777,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1778,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1779,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1780,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1781,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1782,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1783,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1784,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1785,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1786,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1787,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1788,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1789,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1790,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1791,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1792,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1793,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1794,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1795,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1796,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
1797,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1798,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1799,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
1800,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1801,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1802,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1803,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1804,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1805,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1806,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1807,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1808,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1809,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1810,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1811,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1812,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1813,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1814,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1815,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1816,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1817,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1818,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1819,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1820,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1821,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1822,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1823,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
1824,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1825,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1826,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1827,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1828,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1829,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1830,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1831,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
1832,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1833,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1834,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1835,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1836,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1837,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1838,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1839,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1840,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1841,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1842,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1843,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
1844,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1845,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1846,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1847,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1848,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1849,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1850,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1851,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1852,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1853,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1854,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1855,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1856,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1857,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1858,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1859,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1860,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1861,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1862,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1863,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1864,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1865,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1866,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1867,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
1868,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
1869,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1870,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1871,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
1872,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
1873,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1874,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1875,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1876,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1877,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1878,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1879,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
