Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQS_M_R
12283,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12284,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
12285,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
12286,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12287,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12288,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12289,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
12290,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12291,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
12292,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
12293,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
12294,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,NULL
12295,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12296,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
12297,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
12298,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
12299,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12300,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
12301,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12302,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12303,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12304,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
12305,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12306,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
12307,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12308,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12309,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
12310,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
12311,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
12312,Cropland,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
12313,Cropland,Cropland,Water,Non_Water,Water,Water,Water,Wetland
12314,Cropland,Cropland,Water,Water,Water,Grassland,Water,Wetland
12315,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12316,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12317,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12318,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
12319,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12320,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12321,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12322,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12323,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
12324,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12325,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12326,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12327,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12328,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12329,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12330,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
12331,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12332,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
12333,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
12334,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12335,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12336,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
12337,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12338,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12339,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12340,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
12341,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12342,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12343,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12344,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12345,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12346,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12347,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12348,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12349,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12350,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12351,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12352,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12353,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12354,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
12355,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12356,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12357,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12358,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12359,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12360,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12361,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12362,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12363,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12364,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12365,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12366,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12367,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12368,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
12369,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12370,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12371,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
12372,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12373,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
12374,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Water
12375,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12376,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12377,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
12378,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
12379,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12380,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
12381,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12382,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12383,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
12384,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
12385,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12386,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
12387,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12388,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12389,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
12390,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
12391,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12392,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
12393,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
12394,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
12395,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
12396,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
12397,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
12398,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
12399,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
12400,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
12401,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
12402,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12403,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12404,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12405,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12406,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12407,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
12408,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12409,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12410,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
12411,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
12412,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12413,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12414,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12415,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12416,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12417,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12418,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12419,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
12420,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12421,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12422,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
12423,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
12424,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12425,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
12426,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12427,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
12428,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
12429,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
12430,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12431,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
12432,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
12433,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
12434,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12435,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
12436,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
12437,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12438,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
12439,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12440,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12441,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12442,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12443,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
12444,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12445,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12446,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12447,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12448,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
12449,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12450,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12451,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
12452,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
12453,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12454,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12455,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12456,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12457,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12458,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
12459,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
12460,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
12461,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
12462,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
12463,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
12464,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
12465,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12466,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
12467,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Cropland
12468,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
12469,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
12470,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
12471,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12472,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
12473,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12474,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
12475,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
12476,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Water
12477,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
12478,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Cropland
12479,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
12480,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
12481,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
12482,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
12483,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12484,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
12485,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12486,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12487,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12488,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12489,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12490,Cropland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12491,Cropland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12492,Cropland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12493,Cropland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12494,Cropland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12495,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12496,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12497,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12498,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12499,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
12500,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12501,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
12502,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12503,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12504,Cropland,Wetland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12505,Cropland,Wetland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12506,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12507,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12508,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12509,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12510,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12511,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12512,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12513,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12514,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12515,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12516,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12517,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
12518,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12519,Cropland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12520,Cropland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12521,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12522,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12523,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12524,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12525,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12526,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
12527,Cropland,Wetland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12528,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12529,Cropland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12530,Cropland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12531,Cropland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
12532,Cropland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
12533,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12534,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12535,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
12536,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
12537,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
12538,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
12539,Cropland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
12540,Cropland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
12541,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
12542,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
12543,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12544,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12545,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12546,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
12547,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
12548,Cropland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
12549,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12550,Cropland,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Water
12551,Cropland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12552,Cropland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12553,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12554,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12555,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
12556,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12557,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
12558,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12559,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12560,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12561,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12562,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12563,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
12564,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12565,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12566,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12567,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12568,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
12569,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12570,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12571,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12572,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12573,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12574,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12575,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12576,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12577,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12578,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12579,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12580,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
12581,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Forest
12582,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
12583,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
12584,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
12585,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12586,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12587,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12588,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
12589,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
12590,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
12591,Cropland,Bareland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
12592,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12593,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
12594,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
12595,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
