Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZR_M_R
7913,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7914,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7915,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7916,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7917,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
7918,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7919,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7920,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7921,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7922,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7923,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
7924,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7925,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7926,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7927,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7928,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
7929,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7930,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
7931,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7932,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7933,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
7934,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
7935,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7936,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7937,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7938,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7939,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
7940,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7941,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7942,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7943,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7944,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7945,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7946,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7947,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7948,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7949,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7950,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7951,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7952,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7953,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7954,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7955,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7956,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7957,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7958,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7959,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7960,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7961,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7962,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7963,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7964,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7965,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7966,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
7967,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7968,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7969,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7970,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7971,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
7972,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7973,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7974,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7975,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7976,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7977,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7978,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7979,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7980,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7981,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7982,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
7983,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
7984,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7985,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7986,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7987,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7988,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7989,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
7990,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7991,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7992,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7993,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
7994,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7995,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7996,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7997,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7998,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
7999,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8000,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8001,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8002,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
8003,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8004,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8005,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8006,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
8007,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
8008,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
8009,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
8010,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
8011,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8012,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8013,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
8014,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
8015,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
8016,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8017,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
8018,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
8019,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
8020,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8021,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8022,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
8023,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8024,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
8025,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
8026,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8027,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
8028,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8029,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8030,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8031,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8032,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
8033,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8034,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8035,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Cropland
8036,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8037,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
8038,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
8039,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8040,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8041,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8042,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8043,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8044,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8045,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8046,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8047,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8048,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8049,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8050,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8051,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8052,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8053,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8054,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8055,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8056,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8057,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
8058,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8059,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
8060,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8061,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8062,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8063,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8064,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8065,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
8066,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8067,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8068,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
8069,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8070,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
8071,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8072,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8073,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8074,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
8075,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8076,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
8077,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8078,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8079,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8080,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
8081,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
8082,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8083,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8084,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8085,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
8086,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8087,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
8088,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8089,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
8090,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
8091,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8092,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8093,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8094,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8095,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8096,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
8097,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8098,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
8099,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
8100,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8101,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8102,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
8103,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
8104,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8105,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8106,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
8107,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8108,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
8109,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8110,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8111,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
8112,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8113,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
8114,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
8115,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
8116,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
8117,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8118,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
8119,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
8120,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8121,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
8122,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
8123,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8124,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8125,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8126,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
8127,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8128,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8129,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8130,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8131,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8132,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
8133,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
8134,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8135,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
8136,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8137,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
8138,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8139,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8140,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8141,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
8142,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
8143,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8144,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8145,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8146,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8147,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8148,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8149,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8150,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8151,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8152,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8153,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8154,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8155,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8156,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
8157,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8158,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
8159,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
8160,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Cropland
8161,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
8162,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8163,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8164,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8165,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8166,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8167,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8168,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
8169,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8170,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8171,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
8172,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
8173,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8174,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8175,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
8176,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8177,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
8178,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
8179,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
8180,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
8181,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
8182,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
8183,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
8184,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
8185,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
8186,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
8187,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
8188,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
8189,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Water
8190,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8191,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
8192,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
8193,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8194,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
8195,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
8196,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
8197,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
8198,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
8199,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Cropland
8200,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
8201,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
8202,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Bareland
8203,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
8204,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
8205,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
8206,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
8207,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
8208,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
8209,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
8210,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8211,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8212,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
8213,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8214,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8215,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8216,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
8217,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8218,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
8219,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Water
8220,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
8221,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8222,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8223,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
