Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLE_M_R
676,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
677,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
678,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
679,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
680,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
681,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
682,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
683,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
684,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
685,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
686,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
687,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
688,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
689,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
690,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
691,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
692,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
693,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
694,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
695,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
696,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
697,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
698,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
699,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
700,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
701,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
702,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
703,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
704,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
705,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
706,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
707,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
708,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
709,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
710,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
711,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
712,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
713,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
714,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
715,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
716,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
717,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
718,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
719,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
720,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
721,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
722,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
723,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
724,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
725,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
726,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
727,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
728,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
729,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
730,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
731,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
732,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
733,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
734,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
735,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
736,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
737,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
738,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
739,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
740,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
741,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
742,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
743,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
744,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
745,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
746,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
747,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
748,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
749,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
750,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
751,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
752,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
753,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
754,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
755,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
756,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
757,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
758,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
759,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
760,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
761,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
762,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
763,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
764,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
765,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
766,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
767,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
768,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
769,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
770,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
771,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
772,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
773,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
775,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
776,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
777,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
778,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
779,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
780,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
781,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
782,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
783,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
784,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
785,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
787,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
788,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
789,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
790,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
791,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
792,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
793,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
794,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
795,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
796,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
797,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
798,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
799,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
800,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
801,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
802,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
803,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
804,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
805,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
806,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
807,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
808,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
809,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
810,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
811,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
812,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
813,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
814,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
815,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
816,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
817,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
818,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
819,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
820,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
821,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
822,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
823,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
824,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
825,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
826,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
827,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
828,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
830,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
831,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
832,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
834,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
835,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
836,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
837,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
838,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
839,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
840,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
841,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
842,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
843,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
844,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
845,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
846,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
847,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
848,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
849,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
850,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
851,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
852,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
853,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
854,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
855,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
857,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
858,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
859,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
860,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
861,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
862,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
863,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
864,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
865,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
866,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
867,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
868,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
869,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
870,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
871,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
872,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
873,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
874,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
875,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
876,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
877,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
878,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
879,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
880,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
881,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
882,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
883,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
884,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
885,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
886,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
887,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
888,Wetland,Water,Water,Water,Water,NULL,NULL,Water
889,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
890,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
891,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
892,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
893,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
894,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
895,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
896,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
897,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
898,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
899,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
900,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
901,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
902,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
903,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
904,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
905,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
906,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
907,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
908,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
909,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
910,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
911,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
912,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
913,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
914,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
915,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
916,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
917,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
918,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
919,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
920,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
921,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
922,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
923,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
924,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
925,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
926,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
927,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
928,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
929,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
930,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
931,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
932,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
933,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
934,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
935,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
936,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
937,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
938,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
939,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
940,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
941,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
942,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
943,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
944,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
945,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
946,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
947,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
948,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
949,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
950,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
951,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
952,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
953,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
954,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
955,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
956,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
957,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
958,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
959,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
960,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
961,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
962,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
963,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
964,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
965,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
966,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
967,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
968,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
969,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
970,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
971,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
972,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
973,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
974,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
975,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
976,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
977,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
978,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
979,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
980,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
981,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
982,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
983,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
984,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
985,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
986,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
987,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
988,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
989,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
990,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
991,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
992,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
993,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
994,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
996,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
997,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
999,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1000,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1001,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1002,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1003,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1004,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1005,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1007,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1008,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1009,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1010,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1011,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1012,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
