Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEL_M_R
12750,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
12751,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
12752,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Water
12753,Water,NULL,Water,NULL,Water,Shrubland,Water,NULL
12754,Water,NULL,Water,NULL,Water,Shrubland,Water,Grassland
12755,Water,NULL,Water,NULL,Water,Shrubland,Water,Wetland
12756,Water,NULL,Water,NULL,Water,Shrubland,Water,Water
12757,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
12758,Water,NULL,Water,NULL,Water,Shrubland,Forest,Wetland
12759,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
12760,Water,NULL,Water,NULL,Water,Grassland,NULL,Water
12761,Water,NULL,Water,NULL,Water,Grassland,NULL,Forest
12762,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
12763,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
12764,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Bareland
12765,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
12766,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
12767,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
12768,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
12769,Water,NULL,Water,NULL,Water,Grassland,Water,Wetland
12770,Water,NULL,Water,NULL,Water,Grassland,Water,Bareland
12771,Water,NULL,Water,NULL,Water,Grassland,Water,Water
12772,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
12773,Water,NULL,Water,NULL,Water,Wetland,NULL,Wetland
12774,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
12775,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
12776,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
12777,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Bareland
12778,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Water
12779,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
12780,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
12781,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
12782,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
12783,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
12784,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
12785,Water,NULL,Water,NULL,Water,Wetland,Wetland,Water
12786,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
12787,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
12788,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
12789,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
12790,Water,NULL,Water,NULL,Water,Wetland,Water,Water
12791,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
12792,Water,NULL,Water,NULL,Water,Wetland,Forest,Wetland
12793,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
12794,Water,NULL,Water,NULL,Water,Bareland,NULL,Wetland
12795,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
12796,Water,NULL,Water,NULL,Water,Bareland,NULL,Forest
12797,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
12798,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
12799,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Water
12800,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
12801,Water,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
12802,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
12803,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
12804,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
12805,Water,NULL,Water,NULL,Water,Bareland,Water,Wetland
12806,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
12807,Water,NULL,Water,NULL,Water,Bareland,Water,Water
12808,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
12809,Water,NULL,Water,NULL,Water,Water,NULL,Water
12810,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
12811,Water,NULL,Water,NULL,Water,Water,Shrubland,Bareland
12812,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
12813,Water,NULL,Water,NULL,Water,Water,Shrubland,Forest
12814,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
12815,Water,NULL,Water,NULL,Water,Water,Grassland,Water
12816,Water,NULL,Water,NULL,Water,Water,Wetland,Water
12817,Water,NULL,Water,NULL,Water,Water,Water,Grassland
12818,Water,NULL,Water,NULL,Water,Water,Water,Wetland
12819,Water,NULL,Water,NULL,Water,Water,Water,Water
12820,Water,NULL,Water,NULL,Water,Water,Water,Forest
12821,Water,NULL,Water,NULL,Water,Water,Forest,Forest
12822,Water,NULL,Water,NULL,Water,Forest,Shrubland,Forest
12823,Water,NULL,Water,NULL,Water,Forest,Water,Water
12824,Water,NULL,Water,NULL,Water,Forest,Water,Forest
12825,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
12826,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
12827,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
12828,Water,NULL,Water,Non_Water,Water,NULL,Water,Wetland
12829,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
12830,Water,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
12831,Water,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
12832,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
12833,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
12834,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
12835,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
12836,Water,NULL,Water,Non_Water,Water,Shrubland,Grassland,Water
12837,Water,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
12838,Water,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
12839,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
12840,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
12841,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Water
12842,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
12843,Water,NULL,Water,Non_Water,Water,Shrubland,Forest,Wetland
12844,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
12845,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
12846,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
12847,Water,NULL,Water,Non_Water,Water,Grassland,Water,Water
12848,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
12849,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Water
12850,Water,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
12851,Water,NULL,Water,Non_Water,Water,Wetland,Shrubland,Water
12852,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
12853,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
12854,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
12855,Water,NULL,Water,Non_Water,Water,Bareland,NULL,Forest
12856,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
12857,Water,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
12858,Water,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
12859,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
12860,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
12861,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
12862,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Water
12863,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
12864,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
12865,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
12866,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
12867,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
12868,Water,NULL,Water,Non_Water,Water,Water,Water,Water
12869,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
12870,Water,NULL,Water,Water,Water,NULL,NULL,Water
12871,Water,NULL,Water,Water,Water,NULL,Grassland,Water
12872,Water,NULL,Water,Water,Water,NULL,Water,Water
12873,Water,NULL,Water,Water,Water,Shrubland,NULL,Grassland
12874,Water,NULL,Water,Water,Water,Shrubland,NULL,Wetland
12875,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
12876,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Water
12877,Water,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
12878,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
12879,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
12880,Water,NULL,Water,Water,Water,Shrubland,Water,Water
12881,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
12882,Water,NULL,Water,Water,Water,Shrubland,Forest,Forest
12883,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
12884,Water,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
12885,Water,NULL,Water,Water,Water,Wetland,Shrubland,Water
12886,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
12887,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
12888,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
12889,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
12890,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
12891,Water,NULL,Water,Water,Water,Wetland,Water,Water
12892,Water,NULL,Water,Water,Water,Bareland,NULL,Water
12893,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
12894,Water,NULL,Water,Water,Water,Bareland,Grassland,Bareland
12895,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
12896,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
12897,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
12898,Water,NULL,Water,Water,Water,Bareland,Water,Water
12899,Water,NULL,Water,Water,Water,Water,NULL,Water
12900,Water,NULL,Water,Water,Water,Water,Shrubland,Wetland
12901,Water,NULL,Water,Water,Water,Water,Shrubland,Water
12902,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
12903,Water,NULL,Water,Water,Water,Water,Grassland,Water
12904,Water,NULL,Water,Water,Water,Water,Wetland,Water
12905,Water,NULL,Water,Water,Water,Water,Water,Grassland
12906,Water,NULL,Water,Water,Water,Water,Water,Wetland
12907,Water,NULL,Water,Water,Water,Water,Water,Water
12908,Water,NULL,Water,Water,Water,Water,Water,Forest
12909,Water,NULL,Water,Water,Water,Forest,Water,Wetland
12910,Water,NULL,Water,Water,Water,Forest,Water,Forest
12911,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12912,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12913,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12914,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12915,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12916,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12917,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
12918,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12919,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12920,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
12921,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
12922,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12923,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12924,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12925,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12926,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
12927,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12928,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12929,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12930,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
12931,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12932,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12933,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
12934,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
12935,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
12936,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
12937,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
12938,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12939,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12940,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
12941,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
12942,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12943,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12944,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12945,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12946,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
12947,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12948,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12949,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12950,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12951,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12952,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
12953,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
12954,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
12955,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12956,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12957,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Bareland
12958,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
12959,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12960,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12961,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
12962,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
12963,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12964,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12965,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12966,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
12967,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
12968,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12969,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
12970,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12971,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12972,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
12973,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12974,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12975,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12976,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
12977,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12978,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12979,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
12980,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
12981,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12982,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
12983,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
12984,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
12985,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
12986,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12987,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
12988,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
12989,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
12990,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
12991,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
12992,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
12993,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
12994,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12995,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
12996,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
12997,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
12998,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
12999,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
13000,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
13001,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
13002,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
13003,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
13004,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13005,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
13006,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
13007,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13008,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13009,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13010,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
13011,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13012,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
13013,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13014,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13015,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
13016,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
13017,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13018,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
13019,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13020,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
13021,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13022,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13023,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
13024,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
13025,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
13026,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
13027,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
13028,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13029,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13030,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
13031,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
13032,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13033,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
13034,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13035,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13036,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
13037,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
13038,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13039,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
13040,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
13041,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
13042,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
13043,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13044,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
13045,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
13046,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13047,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
13048,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
13049,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
13050,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
13051,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
13052,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
13053,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
13054,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
13055,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
13056,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13057,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
13058,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13059,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
13060,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
13061,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
13062,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
13063,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13064,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
13065,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
13066,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
13067,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
13068,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
13069,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
13070,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
13071,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
13072,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
13073,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
13074,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
13075,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Water
13076,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
13077,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
13078,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
13079,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
13080,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Forest
13081,Water,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
13082,Water,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
13083,Water,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
13084,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
13085,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
13086,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Water
13087,Water,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
13088,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Wetland
13089,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
13090,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
13091,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
13092,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
13093,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
13094,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
13095,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
13096,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
13097,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
13098,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
13099,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
13100,Water,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
13101,Water,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Water
13102,Water,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
13103,Water,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
13104,Water,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
13105,Water,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
13106,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13107,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
13108,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13109,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13110,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13111,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13112,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
13113,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
13114,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13115,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13116,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
13117,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Water
