Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFA_M_R
1910,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
1911,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Water,Water,Water
1912,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1913,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1914,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1915,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1916,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1917,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1918,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1919,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1920,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1921,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1922,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1923,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1924,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1925,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1926,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1927,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1928,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1929,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1930,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1931,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1932,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1933,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1934,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1935,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1936,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1937,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1938,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1939,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1940,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1941,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1942,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1943,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1944,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1945,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1946,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1947,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1948,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1949,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1950,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1951,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1952,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1953,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1954,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1955,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1956,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1957,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1958,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1959,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1960,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1961,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1962,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1963,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
1964,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1965,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1966,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1967,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1968,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1969,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1970,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1971,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1972,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1973,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1974,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1975,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1976,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1977,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1978,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1979,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1980,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1981,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1982,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1983,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1984,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1985,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1986,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1987,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1988,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Bareland
1989,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1990,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1991,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1992,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1993,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1994,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1995,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1996,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1997,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1998,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1999,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
2000,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2001,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2002,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2003,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
2004,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2005,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2006,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
2007,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2008,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2009,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2010,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2011,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2012,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2013,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2014,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2015,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2016,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2017,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2018,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2019,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2020,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2021,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2022,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
2023,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
2024,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2025,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2026,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2027,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2028,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2029,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2030,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2031,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2032,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2033,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2034,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2035,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2036,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2037,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2038,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2039,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2040,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
2041,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2042,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2043,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2044,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2045,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2046,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2047,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2048,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2049,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2050,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2051,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2052,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
2053,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2054,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2055,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2056,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2057,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2058,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2059,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2060,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2061,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2062,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2063,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2064,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2065,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2066,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
2067,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2068,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2069,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2070,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2071,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2072,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2073,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
2074,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2075,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2076,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2077,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2078,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2079,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2080,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2081,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2082,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2083,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2084,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2085,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2086,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2087,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2088,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2089,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2090,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2091,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2092,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2093,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2094,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2095,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2096,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2097,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2098,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2099,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2100,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
2101,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
2102,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2103,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2104,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2105,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2106,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2107,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2108,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
2109,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2110,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2111,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2112,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2113,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
2114,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2115,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2116,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2117,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2118,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2119,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2120,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2121,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
2122,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2123,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2124,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
2125,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2126,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2127,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2128,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2129,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2130,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
2131,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2132,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2133,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2134,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2135,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
2136,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2137,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2138,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
2139,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2140,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
2141,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
2142,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
2143,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
2144,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
2145,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
2146,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
2147,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
2148,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
2149,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
2150,Forest,NULL,Water,NULL,Water,Water,Water,Water
2151,Forest,NULL,Water,NULL,Water,Water,Water,Forest
2152,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2153,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2154,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
2155,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2156,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2157,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
2158,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2159,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
2160,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
2161,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
2162,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
2163,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
2164,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
2165,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2166,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
2167,Forest,NULL,Water,Water,Water,Grassland,Water,Water
2168,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2169,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2170,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
2171,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2172,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2173,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2174,Forest,NULL,Water,Water,Water,Wetland,Water,Water
2175,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
2176,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2177,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
2178,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2179,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2180,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2181,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2182,Forest,NULL,Water,Water,Water,Water,Water,Water
2183,Forest,NULL,Water,Water,Water,Water,Water,Forest
2184,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2185,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2186,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2187,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2188,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2189,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2190,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2191,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2192,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2193,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2194,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2195,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2196,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2197,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2198,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2199,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2200,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2201,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2202,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2203,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2204,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2205,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2206,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2207,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2208,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2209,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2210,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2211,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2212,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2213,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2214,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2215,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2216,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2217,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2218,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2219,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
2220,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2221,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2222,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2223,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2224,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2225,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2226,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2227,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2228,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2229,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2230,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2231,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2232,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2233,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2234,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
2235,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2236,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2237,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
2238,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2239,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2240,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2241,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2242,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2243,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2244,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2245,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2246,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2247,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2248,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2249,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2250,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2251,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2252,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2253,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2254,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2255,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2256,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2257,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
