Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEE_M_R
679,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
680,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
681,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
682,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
683,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
684,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
685,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
686,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
688,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
690,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
691,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
692,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
693,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
694,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
695,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
696,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
697,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
698,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
699,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
700,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
701,Wetland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
702,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
703,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
704,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
705,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
706,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
707,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
708,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
709,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
710,Wetland,Water,Water,Water,Water,NULL,NULL,Water
711,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
712,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
713,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
714,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
715,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
716,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
717,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
718,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
720,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
721,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
722,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
723,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
724,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
725,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
726,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
727,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
728,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
729,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
730,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
731,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
732,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
733,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
734,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
735,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
736,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
737,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
738,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
739,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
741,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
742,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
743,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
744,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
745,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
746,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
747,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
748,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
749,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
750,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
751,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
752,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
753,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
754,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
755,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
756,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
757,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
758,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
759,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
760,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
761,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
762,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
763,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
764,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
765,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
766,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
767,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
768,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
769,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
770,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
771,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
772,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
773,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
774,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
775,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
776,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
777,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
778,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
779,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
780,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
781,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
782,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
783,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
784,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
785,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
786,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
787,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
788,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
789,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
790,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
791,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
792,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
793,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
794,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
795,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
796,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
797,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
798,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
799,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
800,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
801,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
803,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
804,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
805,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
806,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
807,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
808,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
809,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
810,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
811,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
812,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
813,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
814,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
815,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
816,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
817,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
818,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
821,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
822,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
823,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
824,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
825,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
826,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
827,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
828,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
829,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
830,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
831,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
832,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
833,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
834,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
836,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
837,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
838,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
839,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
840,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
841,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
842,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
843,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
844,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
845,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
846,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
847,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
848,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
849,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
850,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
851,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
852,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
853,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
854,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
855,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
856,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
857,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
858,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
859,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
860,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
861,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
862,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
863,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
864,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
865,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
866,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
867,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
868,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
869,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
870,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
871,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
872,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
873,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
874,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
875,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
877,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
878,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
879,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
880,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
881,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
882,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
883,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
884,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
885,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
886,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
887,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
888,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
889,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
890,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
891,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
892,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
893,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
894,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
895,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
896,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
897,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
898,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
899,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
900,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
901,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
902,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
903,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
904,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
905,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
906,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
907,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
908,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
909,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
910,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
911,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
912,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
913,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
914,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
915,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
916,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
917,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
918,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
919,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
920,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
921,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
922,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
923,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
924,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
925,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
926,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
927,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
928,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
929,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
930,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
931,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
932,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
933,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
934,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
935,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
936,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
937,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
938,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
939,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
940,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
941,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
942,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
943,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
945,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
946,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
947,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
948,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
949,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
950,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
951,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
952,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
953,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
954,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
955,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
956,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
957,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
958,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
959,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
960,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
961,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
962,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
963,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
964,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
965,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
966,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
967,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
968,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
969,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
970,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
971,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
972,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
973,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
974,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
975,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
976,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
977,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
978,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
979,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
980,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
981,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
982,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
983,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
984,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
985,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
987,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
988,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
989,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
990,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
991,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
992,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
993,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
994,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
995,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
996,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
997,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
998,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
999,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1000,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1001,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1003,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1004,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1005,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1007,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1008,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1009,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1010,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1011,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1012,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1013,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1015,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1016,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1017,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1018,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1019,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1020,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
