Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVV_M_R
11699,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
11700,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11701,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11702,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
11703,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11704,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
11705,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Cropland
11706,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11707,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11708,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
11709,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11710,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11711,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11712,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11713,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
11714,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11715,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11716,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11717,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11718,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,NULL
11719,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
11720,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Cropland
11721,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
11722,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
11723,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Water,Grassland
11724,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
11725,Wetland,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
11726,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11727,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11728,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11729,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11730,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11731,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11732,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11733,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
11734,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
11735,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11736,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11737,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11738,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11739,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11740,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
11741,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11742,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
11743,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
11744,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
11745,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11746,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11747,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11748,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11749,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11750,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11751,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11752,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11753,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11754,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11755,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11756,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11757,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11758,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11759,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
11760,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
11761,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11762,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
11763,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11764,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11765,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11766,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
11767,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11768,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11769,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11770,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11771,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11772,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11773,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11774,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
11775,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11776,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
11777,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11778,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
11779,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11780,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11781,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
11782,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11783,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11784,Wetland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11785,Wetland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
11786,Wetland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
11787,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
11788,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
11789,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
11790,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
11791,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11792,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
11793,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11794,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
11795,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
11796,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11797,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
11798,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
11799,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
11800,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Forest,Cropland
11801,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11802,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11803,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Water
11804,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
11805,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
11806,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11807,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11808,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11809,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11810,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
11811,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
11812,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
11813,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11814,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
11815,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
11816,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11817,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
11818,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11819,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
11820,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11821,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11822,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
11823,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
11824,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11825,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11826,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
11827,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11828,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11829,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11830,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
11831,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11832,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11833,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
11834,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11835,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
11836,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
11837,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
11838,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11839,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
11840,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11841,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
11842,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
11843,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
11844,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
11845,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11846,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11847,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11848,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11849,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
11850,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
11851,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11852,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11853,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11854,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
11855,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11856,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
11857,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
11858,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
11859,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11860,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
11861,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
11862,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11863,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
11864,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
11865,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11866,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11867,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
11868,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
11869,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11870,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
11871,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
11872,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11873,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
11874,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
11875,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
11876,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11877,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
11878,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
11879,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
11880,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
11881,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11882,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
11883,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
11884,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11885,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
11886,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
11887,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
11888,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,NULL
11889,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
11890,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Cropland
11891,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Wetland
11892,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11893,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
11894,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
11895,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
11896,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
11897,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11898,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
11899,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Cropland
11900,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
11901,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Cropland
11902,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
11903,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
11904,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11905,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
11906,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Cropland
11907,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
11908,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Forest,NULL
11909,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
11910,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
11911,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11912,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11913,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
11914,Wetland,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
11915,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
11916,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
11917,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
11918,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
11919,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11920,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
11921,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
11922,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Forest,Cropland
11923,Wetland,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
11924,Wetland,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
11925,Wetland,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
11926,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
11927,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
11928,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
11929,Wetland,Water,Cropland,Water,Non_Wetland,Water,Forest,Grassland
11930,Wetland,Water,Cropland,Water,Non_Wetland,Water,Forest,Cropland
11931,Wetland,Water,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
11932,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
11933,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
11934,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,NULL
11935,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
11936,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
11937,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
11938,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Water
11939,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
11940,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
11941,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
11942,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Cropland
11943,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
11944,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Water
11945,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
11946,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
11947,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
11948,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
11949,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
11950,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
11951,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
11952,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
11953,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11954,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
11955,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11956,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
11957,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11958,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
11959,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
11960,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
11961,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
11962,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
11963,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Forest,NULL
11964,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
11965,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11966,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11967,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
11968,Wetland,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
11969,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
11970,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
11971,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Cropland
11972,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
11973,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
11974,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
11975,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Cropland
11976,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Built-up
11977,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
11978,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
11979,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
11980,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
11981,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
11982,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
11983,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
11984,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
11985,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
11986,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11987,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
11988,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
11989,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11990,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
11991,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
11992,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
11993,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
11994,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
11995,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
11996,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
11997,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
11998,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
11999,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
12000,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12001,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
12002,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12003,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
12004,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
12005,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
12006,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
12007,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
12008,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
12009,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
12010,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
12011,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
12012,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
12013,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
12014,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
12015,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
12016,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12017,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
12018,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
12019,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
12020,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
12021,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
12022,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
12023,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
12024,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
12025,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
12026,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
