Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRG_M_R
9032,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
9033,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9034,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9035,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
9036,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
9037,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Bareland
9038,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9039,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9040,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9041,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9042,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9043,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
9044,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9045,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9046,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9047,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9048,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9049,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9050,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9051,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9052,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9053,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9054,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9055,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
9056,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
9057,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
9058,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9059,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9060,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9061,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9062,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9063,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9064,Bareland,Bareland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9065,Bareland,Bareland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9066,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9067,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9068,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9069,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9070,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9071,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9072,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9073,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9074,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9075,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9076,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9077,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9078,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9079,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9080,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9081,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9082,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9083,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9084,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9085,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9086,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
9087,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
9088,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9089,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9090,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9091,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9092,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
9093,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9094,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
9095,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
9096,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
9097,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
9098,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
9099,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
9100,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
9101,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
9102,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
9103,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9104,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9105,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9106,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9107,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9108,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9109,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
9110,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
9111,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
9112,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9113,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
9114,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9115,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
9116,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
9117,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
9118,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,NULL,Water
9119,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
9120,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
9121,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
9122,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9123,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9124,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9125,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9126,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
9127,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
9128,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9129,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
9130,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
9131,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9132,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9133,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
9134,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
9135,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9136,Bareland,Bareland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9137,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9138,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9139,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9140,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9141,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9142,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
9143,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
9144,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9145,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
9146,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
9147,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9148,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
9149,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
9150,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9151,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
9152,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
9153,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
9154,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9155,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9156,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9157,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9158,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9159,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9160,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9161,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9162,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9163,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9164,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9165,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9166,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9167,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9168,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
9169,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9170,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9171,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9172,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
9173,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9174,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
9175,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
9176,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9177,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9178,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9179,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9180,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9181,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9182,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9183,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9184,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9185,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9186,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
9187,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9188,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9189,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9190,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
9191,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9192,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9193,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9194,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9195,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9196,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9197,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9198,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9199,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9200,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9201,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9202,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9203,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9204,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9205,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9206,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9207,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9208,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9209,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
9210,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
9211,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9212,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
9213,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
9214,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9215,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9216,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9217,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9218,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9219,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
9220,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
9221,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9222,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
9223,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
9224,Bareland,Built-up,Cropland,Water,Non_Wetland,Water,Built-up,Bareland
9225,Bareland,Built-up,Cropland,Water,Non_Wetland,Water,Water,Water
9226,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Water
9227,Bareland,Built-up,Bareland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9228,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9229,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9230,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Bareland
9231,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9232,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9233,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9234,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
9235,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9236,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
9237,Bareland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
9238,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9239,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
9240,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9241,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
9242,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9243,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9244,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9245,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9246,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9247,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
9248,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9249,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9250,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
9251,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9252,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
9253,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
9254,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9255,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9256,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
9257,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Water
9258,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
9259,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
9260,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
9261,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
9262,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9263,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
9264,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9265,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9266,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
9267,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
9268,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
9269,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
9270,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9271,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
9272,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9273,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9274,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9275,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
9276,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
9277,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
9278,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
9279,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9280,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
9281,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
9282,Bareland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9283,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9284,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
9285,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9286,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
9287,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9288,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9289,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9290,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9291,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
9292,Bareland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
9293,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Grassland
9294,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
9295,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9296,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9297,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9298,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9299,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9300,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9301,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9302,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9303,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9304,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9305,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
9306,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9307,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9308,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9309,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9310,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
9311,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
9312,Bareland,Water,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
9313,Bareland,Water,Wetland,Water,Wetland,NULL,Built-up,Grassland
9314,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
9315,Bareland,Water,Wetland,Water,Wetland,Water,Built-up,Bareland
9316,Bareland,Water,Wetland,Water,Wetland,Water,Built-up,Water
9317,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
9318,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
9319,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
9320,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
9321,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,NULL
9322,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9323,Bareland,Water,Water,Water,Water,Water,Built-up,Water
9324,Bareland,Water,Water,Water,Water,Water,Water,Water
9325,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9326,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
9327,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9328,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9329,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
9330,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9331,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
9332,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
9333,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
9334,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
9335,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
9336,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9337,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9338,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9339,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9340,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9341,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9342,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
9343,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9344,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9345,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9346,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9347,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
