Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLA_M_R
1718,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1719,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1720,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1721,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1722,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1723,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1724,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1725,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1726,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1727,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1728,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1729,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1730,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1731,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1732,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1733,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1734,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1735,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1736,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1737,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1738,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1739,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1740,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1741,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1742,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1743,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1744,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1745,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1746,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1747,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1748,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1749,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1750,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1751,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1752,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1753,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1754,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1755,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1756,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1757,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1758,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1759,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1760,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1761,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1762,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1763,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1764,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1765,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1766,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1767,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1768,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1769,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1770,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1771,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1772,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1773,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1774,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1775,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1776,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1777,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1778,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1779,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1780,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1781,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1782,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1783,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1784,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1785,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1786,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1787,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1789,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1790,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1791,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1792,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1793,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1794,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1795,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1796,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1797,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1798,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1799,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1800,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1801,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1802,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1803,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1804,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1805,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1806,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1807,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1808,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1809,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1810,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1811,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1812,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1813,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1814,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1815,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1816,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1817,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1818,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1819,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1820,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1821,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1822,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1823,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1824,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1825,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1826,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1827,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1828,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1829,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1830,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1831,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1832,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1833,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1834,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1835,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1836,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1837,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1838,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1839,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1840,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1841,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1842,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1843,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1844,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1845,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1846,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1847,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1848,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1849,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1850,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1851,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1852,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1853,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1854,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1855,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1856,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1857,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1858,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1859,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1860,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1861,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1862,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1863,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1864,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1865,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1866,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1867,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1868,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1869,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1870,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1871,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1872,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1873,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1874,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1875,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1876,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1877,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1878,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1879,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1880,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1881,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1882,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1883,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1884,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1885,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1886,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1887,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1888,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1889,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1890,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1891,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1892,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1893,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1894,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1895,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1896,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1897,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1898,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1899,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1900,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1901,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1902,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1903,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1904,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1905,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1906,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1907,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1908,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1909,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1910,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1911,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1912,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1913,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1914,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1915,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1916,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1917,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1918,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1919,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1920,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1921,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1922,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
1923,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1924,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
1925,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1926,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1927,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1928,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1929,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1930,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1931,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1932,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1933,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1934,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
1935,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1936,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1937,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1938,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1939,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1940,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1941,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1942,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1943,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1944,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1945,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1946,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1947,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1948,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1949,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1950,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1951,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1952,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1953,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1954,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1955,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1956,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1957,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1958,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1959,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1960,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1961,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1962,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1963,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1964,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1965,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1966,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1967,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1968,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1969,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1970,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1971,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1972,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1973,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1974,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1975,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1976,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1977,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1978,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1979,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1980,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1981,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1982,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1983,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1984,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1985,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1986,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1987,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1988,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1989,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1990,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1991,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1992,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1993,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1994,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1995,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1996,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1997,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1998,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1999,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2000,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2001,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2002,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2003,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2004,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2005,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2006,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2007,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2008,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2009,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2010,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2011,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2012,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2013,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2014,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2015,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2016,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2017,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2018,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2019,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2020,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2021,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2022,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2023,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2024,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2025,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2026,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2027,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2028,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2029,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2030,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2031,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2032,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2033,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2034,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2035,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2036,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2037,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2038,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2039,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2040,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2041,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2042,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2043,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2044,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2045,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2046,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2047,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2048,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2049,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2050,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2051,Bareland,Forest,Water,NULL,Water,NULL,NULL,NULL
