Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKG_M_R
332,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
333,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
334,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
335,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
336,Water,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
337,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
338,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
339,Water,NULL,Water,NULL,Water,Grassland,NULL,Forest
340,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
341,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
342,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
343,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
344,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
345,Water,NULL,Water,NULL,Water,Forest,NULL,Grassland
346,Water,NULL,Water,NULL,Water,Forest,NULL,Forest
347,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
348,Water,NULL,Water,NULL,Water,Forest,Water,Grassland
349,Water,NULL,Water,NULL,Water,Forest,Water,Bareland
350,Water,NULL,Water,NULL,Water,Forest,Water,Water
351,Water,NULL,Water,NULL,Water,Forest,Water,Forest
352,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
353,Water,NULL,Water,Water,Water,NULL,NULL,Water
354,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
355,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
356,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
357,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
358,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
359,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
360,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
361,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
362,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
363,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
364,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
365,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
366,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
367,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
368,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
369,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
370,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
371,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
372,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
373,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Bareland
374,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
375,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
376,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
377,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
378,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
379,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
380,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
381,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
382,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
383,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
384,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
385,Water,Wetland,Water,Water,Water,NULL,NULL,Water
386,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
387,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
388,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
389,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
390,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
391,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
392,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
393,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
394,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
395,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
396,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
397,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
398,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
399,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
400,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
401,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
402,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
403,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
404,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
405,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
406,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
407,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
408,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
409,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
410,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
411,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
412,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
413,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
414,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
415,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
416,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
417,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
418,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
419,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
420,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
421,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
422,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
423,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
424,Water,Water,Water,NULL,Water,NULL,NULL,Water
425,Water,Water,Water,NULL,Water,NULL,NULL,Forest
426,Water,Water,Water,NULL,Water,Grassland,Water,Forest
427,Water,Water,Water,NULL,Water,Grassland,Forest,Water
428,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
429,Water,Water,Water,NULL,Water,Water,Wetland,Water
430,Water,Water,Water,NULL,Water,Water,Wetland,Forest
431,Water,Water,Water,NULL,Water,Water,Forest,Water
432,Water,Water,Water,NULL,Water,Water,Forest,Forest
433,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
434,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
435,Water,Water,Water,Water,Water,NULL,NULL,Grassland
436,Water,Water,Water,Water,Water,NULL,NULL,Bareland
437,Water,Water,Water,Water,Water,NULL,NULL,Water
438,Water,Water,Water,Water,Water,NULL,NULL,Forest
439,Water,Water,Water,Water,Water,Grassland,Water,Forest
440,Water,Water,Water,Water,Water,Water,Water,Water
441,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
442,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
443,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
444,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
445,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
446,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
447,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
448,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
449,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
450,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
451,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
452,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
453,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
454,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
455,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
456,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
457,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
458,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
459,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
460,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
461,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
462,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
463,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
464,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
466,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
467,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
468,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
469,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
470,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
471,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
472,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
473,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
474,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
475,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
476,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
477,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
478,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
479,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
480,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
481,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
482,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
483,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
484,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
485,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
486,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
487,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
488,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
489,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
490,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
491,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
492,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
493,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
494,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
495,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
496,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
497,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
498,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
499,Water,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
500,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
501,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
502,Water,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
503,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
504,Water,Forest,Water,NULL,Water,NULL,NULL,Water
505,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
506,Water,Forest,Water,NULL,Water,Grassland,Wetland,Forest
507,Water,Forest,Water,NULL,Water,Forest,NULL,Forest
508,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
509,Water,Forest,Water,Water,Water,NULL,NULL,Forest
510,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
511,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
512,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
513,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
514,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
515,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
516,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
517,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
518,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
519,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
520,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
521,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
522,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
523,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
524,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
525,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
526,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
527,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
528,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
529,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
530,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
531,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
532,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
533,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
534,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
535,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
537,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
538,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
539,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
541,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
542,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
543,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
544,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
545,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
546,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
547,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
548,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
549,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
550,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
551,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
552,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
553,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
554,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
555,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
556,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
557,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
558,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
559,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
560,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
561,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
562,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
563,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
564,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
565,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
566,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
567,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
568,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
569,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
570,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
571,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
572,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
573,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
574,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
576,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
577,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
578,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
579,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
580,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
581,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
582,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
583,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
584,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
585,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
586,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
587,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
588,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
589,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
590,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
591,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
592,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
593,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
594,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Bareland
595,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
596,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
597,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
598,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
599,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
600,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
601,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
602,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
603,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
604,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
605,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
606,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
607,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
608,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
609,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
610,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
611,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
612,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
613,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
614,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
615,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
616,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Bareland
617,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
618,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
619,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
620,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
621,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
622,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
623,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
624,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
625,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
626,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
627,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
628,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
629,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
630,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
631,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Bareland
632,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
633,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
634,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
635,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
636,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
637,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
638,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
639,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
640,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
641,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
642,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
643,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
644,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
645,Forest,NULL,Water,NULL,Water,Grassland,Water,Bareland
646,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
647,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
648,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
649,Forest,NULL,Water,NULL,Water,Forest,Grassland,Bareland
650,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
651,Forest,NULL,Water,NULL,Water,Forest,Water,Grassland
652,Forest,NULL,Water,NULL,Water,Forest,Water,Bareland
653,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
654,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
655,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
656,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
657,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
658,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
659,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
660,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
661,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
662,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
663,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
664,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
665,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
666,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
667,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
668,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
669,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
670,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
671,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
672,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
673,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
674,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
675,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
676,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
677,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
678,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
679,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
680,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
681,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
682,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
683,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
684,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Bareland
685,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
686,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
687,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
688,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
689,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
690,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
691,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
692,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
693,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
694,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
