Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDN_M_R
3086,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
3087,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
3088,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
3089,Forest,NULL,Water,NULL,Water,NULL,Wetland,Water
3090,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
3091,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3092,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
3093,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
3094,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Water
3095,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
3096,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
3097,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3098,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
3099,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3100,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
3101,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
3102,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3103,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Built-up
3104,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
3105,Forest,NULL,Water,NULL,Water,Built-up,Bareland,Grassland
3106,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
3107,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
3108,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
3109,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Water
3110,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
3111,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
3112,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3113,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
3114,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3115,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
3116,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
3117,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
3118,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
3119,Forest,NULL,Water,Water,Water,NULL,Water,Water
3120,Forest,NULL,Water,Water,Water,NULL,Water,Forest
3121,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3122,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
3123,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
3124,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
3125,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
3126,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
3127,Forest,NULL,Water,Water,Water,Grassland,Water,Water
3128,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
3129,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3130,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
3131,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
3132,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
3133,Forest,NULL,Water,Water,Water,Wetland,Water,Bareland
3134,Forest,NULL,Water,Water,Water,Wetland,Water,Water
3135,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
3136,Forest,NULL,Water,Water,Water,Bareland,Water,Water
3137,Forest,NULL,Water,Water,Water,Built-up,Wetland,Grassland
3138,Forest,NULL,Water,Water,Water,Built-up,Bareland,Grassland
3139,Forest,NULL,Water,Water,Water,Water,NULL,Water
3140,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
3141,Forest,NULL,Water,Water,Water,Water,Wetland,Water
3142,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
3143,Forest,NULL,Water,Water,Water,Water,Water,Grassland
3144,Forest,NULL,Water,Water,Water,Water,Water,Water
3145,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3146,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3147,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3148,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3149,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3150,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3151,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3152,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3153,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3154,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3155,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3156,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3157,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3158,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3159,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3160,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3161,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3162,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3163,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3164,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3165,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3166,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3167,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3168,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3169,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3170,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3171,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3172,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3173,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3174,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3175,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3176,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3177,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3178,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3179,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3180,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3181,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3182,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3183,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3184,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
3185,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
3186,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3187,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3188,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3189,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3190,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
3191,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3192,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3193,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3194,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3195,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3196,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3197,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3198,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3199,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3200,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3201,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
3202,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3203,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3204,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3205,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3206,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3207,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3208,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3209,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3210,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3211,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3212,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3213,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
3214,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3215,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3216,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3217,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3218,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
3219,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3220,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3221,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3222,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3223,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3224,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3225,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
3226,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3227,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
3228,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
3229,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3230,Forest,NULL,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
3231,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3232,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3233,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3234,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3235,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3236,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3237,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3238,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3239,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3240,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3241,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3242,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3243,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3244,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3245,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3246,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3247,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3248,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3249,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3250,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3251,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3252,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3253,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3254,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3255,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3256,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3257,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3258,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3259,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3260,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3261,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3262,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3263,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3264,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3265,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3266,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3267,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3268,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3269,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3270,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3271,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3272,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3273,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3274,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3275,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3276,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3277,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3278,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3279,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3280,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3281,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3282,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3283,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3284,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3285,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3286,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
3287,Forest,Cropland,Water,NULL,Water,Bareland,Water,Water
3288,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3289,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3290,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3291,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3292,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3293,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3294,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3295,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3296,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3297,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3298,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3299,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3300,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3301,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3302,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3303,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3304,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3305,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
3306,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3307,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3308,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3309,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3310,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3311,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3312,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3313,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3314,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3315,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3316,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3317,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3318,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
3319,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3320,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3321,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3322,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3323,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3324,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3325,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3326,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3327,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3328,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3329,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3330,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3331,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3332,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3333,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3334,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3335,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3336,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3337,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3338,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3339,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3340,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3341,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3342,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3343,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3344,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3345,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3346,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3347,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3348,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
3349,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3350,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
3351,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3352,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3353,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3354,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3355,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3356,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3357,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3358,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3359,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
3360,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3361,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
3362,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3363,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3364,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3365,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
3366,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3367,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3368,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3369,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3370,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3371,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3372,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3373,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
3374,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
3375,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
3376,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
3377,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
3378,Forest,Wetland,Water,NULL,Water,Wetland,NULL,Grassland
3379,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3380,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
3381,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
3382,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3383,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
3384,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
3385,Forest,Wetland,Water,NULL,Water,Water,Water,Water
3386,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
3387,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
3388,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
3389,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
3390,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
3391,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
3392,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
3393,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
3394,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
3395,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
3396,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
3397,Forest,Wetland,Water,Water,Water,NULL,Water,Water
3398,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
3399,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
3400,Forest,Wetland,Water,Water,Water,Wetland,NULL,Grassland
3401,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3402,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
3403,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3404,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
3405,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
3406,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
3407,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
3408,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
3409,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
3410,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
3411,Forest,Wetland,Water,Water,Water,Water,Water,Water
3412,Forest,Wetland,Water,Water,Water,Water,Water,Forest
3413,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3414,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3415,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3416,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3417,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3418,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3419,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3420,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3421,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3422,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
3423,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3424,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3425,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3426,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3427,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3428,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3429,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3430,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Water
3431,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3432,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3433,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
