Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGG_M_R
12189,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
12190,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12191,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12192,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
12193,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
12194,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
12195,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12196,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Water
12197,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
12198,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
12199,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
12200,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
12201,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
12202,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
12203,Water,Built-up,Water,NULL,Water,Wetland,Water,Grassland
12204,Water,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
12205,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
12206,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
12207,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Water
12208,Water,Built-up,Water,NULL,Water,Bareland,Water,Water
12209,Water,Built-up,Water,NULL,Water,Built-up,NULL,Grassland
12210,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
12211,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
12212,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
12213,Water,Built-up,Water,NULL,Water,Water,Forest,Water
12214,Water,Built-up,Water,NULL,Water,Forest,NULL,Forest
12215,Water,Built-up,Water,NULL,Water,Forest,Water,Forest
12216,Water,Built-up,Water,NULL,Water,Forest,Forest,Water
12217,Water,Built-up,Water,NULL,Water,Forest,Forest,Forest
12218,Water,Built-up,Water,Non_Water,Water,Built-up,Built-up,Grassland
12219,Water,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
12220,Water,Built-up,Water,Non_Water,Water,Water,Forest,Water
12221,Water,Built-up,Water,Water,Water,Bareland,NULL,Water
12222,Water,Built-up,Water,Water,Water,Bareland,Built-up,Water
12223,Water,Built-up,Water,Water,Water,Bareland,Built-up,Forest
12224,Water,Built-up,Water,Water,Water,Bareland,Water,Water
12225,Water,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
12226,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
12227,Water,Built-up,Water,Water,Water,Built-up,Water,Grassland
12228,Water,Built-up,Water,Water,Water,Built-up,Water,Water
12229,Water,Built-up,Water,Water,Water,Water,Grassland,Grassland
12230,Water,Built-up,Water,Water,Water,Water,Bareland,Water
12231,Water,Built-up,Water,Water,Water,Water,Water,Water
12232,Water,Built-up,Water,Water,Water,Forest,Bareland,Water
12233,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12234,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12235,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Water
12236,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12237,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12238,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
12239,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12240,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
12241,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Water,Water
12242,Water,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Water
12243,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Water
12244,Water,Built-up,Forest,Water,Non_Wetland,Forest,Water,Forest
12245,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12246,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12247,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12248,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
12249,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12250,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12251,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12252,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
12253,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12254,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12255,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
12256,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12257,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
12258,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12259,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
12260,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
12261,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
12262,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
12263,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
12264,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
12265,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12266,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
12267,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
12268,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12269,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12270,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12271,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
12272,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12273,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12274,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12275,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
12276,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12277,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12278,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
12279,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
12280,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
12281,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
12282,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
12283,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
12284,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
12285,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
12286,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
12287,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
12288,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
12289,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
12290,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12291,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12292,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12293,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12294,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12295,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12296,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12297,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12298,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
12299,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12300,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
12301,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
12302,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12303,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
12304,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12305,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
12306,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12307,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12308,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12309,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
12310,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12311,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
12312,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12313,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
12314,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
12315,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12316,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12317,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12318,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
12319,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12320,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
12321,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12322,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12323,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
12324,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12325,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12326,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
12327,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
12328,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12329,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
12330,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
12331,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12332,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
12333,Water,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
12334,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
12335,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12336,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
12337,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
12338,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12339,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
12340,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
12341,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12342,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12343,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
12344,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
12345,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12346,Water,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Water
12347,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
12348,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Water
12349,Water,Water,NULL,NULL,Non_Wetland,Built-up,Forest,Water
12350,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
12351,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
12352,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
12353,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
12354,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
12355,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
12356,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
12357,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
12358,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
12359,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Built-up
12360,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
12361,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
12362,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
12363,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Water
12364,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
12365,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
12366,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
12367,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
12368,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
12369,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12370,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
12371,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
12372,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
12373,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
12374,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
12375,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12376,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
12377,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
12378,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12379,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12380,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
12381,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12382,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12383,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
12384,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12385,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
12386,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12387,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
12388,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
12389,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
12390,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
12391,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
12392,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12393,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
12394,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
12395,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12396,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
12397,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
12398,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12399,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
12400,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12401,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
12402,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
12403,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
12404,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
12405,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12406,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
12407,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12408,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
12409,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12410,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
12411,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
12412,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
12413,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
12414,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
12415,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
12416,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
12417,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12418,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
12419,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
12420,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
12421,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
12422,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
12423,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
12424,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
12425,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
12426,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
12427,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
12428,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
12429,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
12430,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
12431,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12432,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
12433,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
12434,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
12435,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
12436,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12437,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
12438,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
12439,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
12440,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
12441,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
12442,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
12443,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
12444,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
12445,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
12446,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12447,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
12448,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
12449,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12450,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
12451,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
12452,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
12453,Water,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
12454,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
12455,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
12456,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
12457,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
12458,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
12459,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
12460,Water,Water,NULL,Water,Non_Wetland,NULL,Forest,Grassland
12461,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Water
12462,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12463,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
12464,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
12465,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
12466,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
12467,Water,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Water
12468,Water,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
12469,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
12470,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
12471,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
12472,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
12473,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
12474,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
12475,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
12476,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
12477,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
12478,Water,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
12479,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
12480,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
12481,Water,Water,NULL,Water,Non_Wetland,Bareland,Built-up,Water
12482,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
12483,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
12484,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Built-up
12485,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
12486,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
12487,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
12488,Water,Water,NULL,Water,Non_Wetland,Built-up,Built-up,Water
12489,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Water
12490,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
12491,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
12492,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
12493,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
12494,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
12495,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
12496,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
12497,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
12498,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
12499,Water,Water,NULL,Water,Non_Wetland,Water,Built-up,Built-up
12500,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
12501,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
12502,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
12503,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
12504,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
12505,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
12506,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
12507,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
12508,Water,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Water
12509,Water,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
12510,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
12511,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Grassland
12512,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Wetland
12513,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
12514,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
12515,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
12516,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
12517,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12518,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12519,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12520,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12521,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12522,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12523,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12524,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
12525,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12526,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12527,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
12528,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12529,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
12530,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
12531,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12532,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
12533,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12534,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
12535,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
12536,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
12537,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12538,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
12539,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
12540,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
12541,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
12542,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12543,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
12544,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12545,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
12546,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
12547,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12548,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12549,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12550,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
